date,home_time,orthers,recreational_activities,school_time,travel_time,working,date_in_week,cut_class,class_schedule,volunteer,location_names
06:04:2013,22543.0,0.0,3600.0,63600.0,0.0,2400.0,5,0.0,0.0,31,"Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Alpha Phi,Alpha Phi,0,0"
06:05:2013,61201.0,0.0,20400.0,1199.0,0.0,0.0,0,0.0,0.0,31,"Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Vail,Baker Memorial Library,Baker Memorial Library,0"
07:04:2013,21714.0,58800.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,31,"0,0,0,0,0,0,0,0,0,0,0"
07:05:2013,62399.0,0.0,19202.0,2400.0,1200.0,0.0,1,0.0,0.0,31,"0,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Zahm Courtyard,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Baker Memorial Library"
08:04:2013,32400.0,39600.0,6000.0,7200.0,0.0,0.0,0,0.0,0.0,31,"0,0,0,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Baker Memorial Library,Baker Memorial Library,0"
08:05:2013,61204.0,0.0,21600.0,4795.0,0.0,0.0,2,0.0,0.0,31,"Sudikoff Hall,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Berry Library,Baker Memorial Library,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Parkhurst Hall,Haldeman Center"
09:04:2013,48000.0,0.0,18801.0,20400.0,0.0,0.0,1,0.0,0.0,31,"Haldeman Center,Haldeman Center,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Collis Student Center,Baker Memorial Library,Baker Memorial Library,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library"
09:05:2013,61204.0,0.0,15600.0,7200.0,0.0,1196.0,3,0.0,0.0,31,"0,Baker Memorial Library,Baker Memorial Library,Baker Memorial Library,Baker Memorial Library,Berry Library,Berry Library,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Alpha Xi Delta,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center"
10:04:2013,60536.0,0.0,21463.0,4801.0,0.0,0.0,2,0.0,0.0,31,"Baker Memorial Library,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Alumni Gymnasium,Alumni Gymnasium,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Berry Library,Baker Memorial Library,Berry Library,Haldeman Center"
10:05:2013,57601.0,0.0,14401.0,5998.0,9600.0,0.0,4,0.0,0.0,31,"Collis Student Center,Baker Memorial Library,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Zahm Courtyard,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Parker House,Baker Memorial Library,Sudikoff Hall,Baker Memorial Library,Baker Memorial Library,0"
11:04:2013,63604.0,0.0,13199.0,3599.0,0.0,4797.0,3,0.0,0.0,31,"Haldeman Center,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Alpha Phi,Alpha Phi,Dartmouth College,Phi Delta Alpha,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Life Sciences Greenhouse,Life Sciences Greenhouse"
11:05:2013,145200.0,0.0,6000.0,5992.0,0.0,24008.0,5,0.0,0.0,31,"0,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,Alpha Phi,Alpha Phi,Phi Delta Alpha,Phi Delta Alpha,Collis Student Center,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
12:04:2013,55199.0,0.0,8401.0,24000.0,0.0,0.0,4,0.0,0.0,31,"Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Baker Memorial Library,Baker Memorial Library,Haldeman Center"
13:04:2013,80400.0,0.0,2400.0,6000.0,0.0,0.0,5,0.0,0.0,31,"Haldeman Center,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
13:05:2013,38426.0,27600.0,2400.0,9574.0,0.0,0.0,0,0.0,0.0,31,"0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College,Collis Student Center,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College,0"
14:04:2013,1200.0,81600.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,31,"0,0,0,0"
14:05:2013,51600.0,0.0,30000.0,3600.0,0.0,0.0,1,0.0,0.0,31,"Kemeny Hall,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Dartmouth College,Collis Student Center,Baker Memorial Library,Baker Memorial Library"
15:04:2013,48000.0,26400.0,12000.0,1200.0,0.0,0.0,0,0.0,0.0,31,"0,0,0,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Dartmouth College,Collis Student Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Baker Memorial Library,Baker Memorial Library,0"
15:05:2013,43200.0,0.0,11707.0,31493.0,0.0,0.0,2,0.0,0.0,31,"Kemeny Hall,Kemeny Hall,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,Baker Memorial Library,Carpenter Hall,Berry Library,Berry Library,Carpenter Hall,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,Collis Student Center,Collis Student Center,0,Baker Memorial Library,Baker Memorial Library,Collis Student Center"
16:04:2013,60000.0,0.0,21601.0,3600.0,0.0,0.0,1,0.0,0.0,31,"Haldeman Center,Baker Memorial Library,Baker Memorial Library,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Baker Memorial Library,Berry Library,Berry Library,Baker Memorial Library,Baker Memorial Library"
16:05:2013,72000.0,0.0,10800.0,1200.0,2400.0,0.0,3,0.0,0.0,31,"Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Zahm Courtyard,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,Zahm Courtyard,Hopkins Center for the Arts"
17:04:2013,70799.0,0.0,9600.0,7200.0,0.0,0.0,2,0.0,0.0,31,"Dartmouth College,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Baker Memorial Library,Baker Memorial Library,Haldeman Center"
17:05:2013,279788.0,0.0,1200.0,0.0,2400.0,0.0,4,0.0,0.0,31,"Zahm Courtyard,Hopkins Center for the Arts,Dartmouth College,Dartmouth College"
18:04:2013,69600.0,0.0,4800.0,8400.0,0.0,2400.0,3,0.0,0.0,31,"Haldeman Center,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Alpha Phi,Alpha Phi,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Baker Memorial Library,Baker Memorial Library,Life Sciences Greenhouse,Life Sciences Greenhouse"
19:04:2013,62400.0,0.0,16801.0,8399.0,0.0,0.0,4,0.0,0.0,31,"Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Collis Student Center,Dartmouth College,Collis Student Center,Berry Library,Baker Memorial Library,Berry Library,Baker Memorial Library,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Baker Memorial Library,Haldeman Center"
20:04:2013,81602.0,0.0,8400.0,0.0,0.0,3598.0,5,0.0,0.0,31,"0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Phi Delta Alpha,Phi Delta Alpha,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Dartmouth College"
20:05:2013,42001.0,0.0,7200.0,13200.0,0.0,0.0,0,0.0,0.0,31,"Berry Library,Berry Library,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College"
21:04:2013,0.0,78000.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,31,"0,0,0,0,0,0"
21:05:2013,14393.0,0.0,19199.0,45606.0,0.0,7201.0,1,0.0,0.0,31,"Dartmouth College,Berry Library,Berry Library,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,Sudikoff Hall,Dartmouth College,Sigma Alpha Epsilon Fraternity,Berry Library,Baker Memorial Library"
22:04:2013,44400.0,31201.0,9599.0,2400.0,0.0,0.0,0,0.0,0.0,31,"0,0,0,0,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Baker Memorial Library,Berry Library,Baker Memorial Library,0"
22:05:2013,9487.0,0.0,9600.0,60589.0,0.0,7313.0,2,0.0,0.0,31,"Hopkins Center for the Arts,Collis Student Center,Collis Student Center,Baker Memorial Library,Baker Memorial Library,Middle Massachusetts Hall,Middle Massachusetts Hall,Phi Delta Alpha,Phi Delta Alpha,Collis Student Center,Collis Student Center,Baker Memorial Library,Baker Memorial Library,Dartmouth College"
23:04:2013,64887.0,0.0,15600.0,4800.0,0.0,0.0,1,0.0,0.0,31,"Haldeman Center,Collis Student Center,Collis Student Center,Baker Memorial Library,Berry Library,Baker Memorial Library,Baker Memorial Library,Baker Memorial Library,Berry Library,Baker Memorial Library,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center"
23:05:2013,63604.0,2397.0,15602.0,1200.0,0.0,3597.0,3,0.0,0.0,31,"Baker Memorial Library,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Berry Library,Berry Library,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Coldwell Banker,Baker Memorial Library,Baker Memorial Library,Sigma Delta,Dartmouth College,Dartmouth College,Alpha Phi,Alpha Phi,Dartmouth College,Collis Student Center,Dartmouth College"
24:04:2013,52808.0,1196.0,19200.0,1198.0,4798.0,15600.0,2,0.0,0.0,31,"0,0,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Zahm Courtyard,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,The Church of Christ at Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Phi Delta Alpha,Phi Delta Alpha,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,0"
24:05:2013,67200.0,0.0,4800.0,17239.0,0.0,0.0,4,0.0,0.0,31,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center"
25:04:2013,64794.0,0.0,3600.0,4806.0,0.0,4800.0,3,0.0,0.0,31,"Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Phi Delta Alpha,Phi Delta Alpha,Dartmouth College,Alpha Phi,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,0,Life Sciences Greenhouse,Life Sciences Greenhouse"
25:05:2013,66000.0,0.0,14400.0,3600.0,0.0,0.0,5,0.0,0.0,31,"Berry Library,Berry Library,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts"
26:04:2013,66033.0,0.0,13241.0,8106.0,0.0,0.0,4,0.0,0.0,31,"Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Baker Memorial Library,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Baker Memorial Library,Baker Memorial Library,Haldeman Center"
26:05:2013,50400.0,0.0,28800.0,1200.0,3600.0,1200.0,-1,0.0,0.0,31,"Hopkins Center for the Arts,Baker Memorial Library,Berry Library,Dartmouth College,Dartmouth College,Collis Student Center,South Block Parking Garage,South Block Parking Garage,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Phi Delta Alpha,Baker Memorial Library,Baker Memorial Library,Berry Library,Berry Library,Dartmouth College,Dartmouth College,Dartmouth College"
27:04:2013,72861.0,6339.0,3617.0,4783.0,0.0,0.0,5,0.0,0.0,31,"Haldeman Center,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,Martha E. Diebold Real Estate,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0"
27:05:2013,67199.0,0.0,32401.0,1200.0,0.0,0.0,0,0.0,0.0,31,"Dartmouth College,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Berry Library,Berry Library,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College"
28:03:2013,108689.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,31,Dartmouth College
28:04:2013,64735.0,19252.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,31,"0,0,0,0,0,0,0,0,0,0,0,0,0"
28:05:2013,68330.0,0.0,1199.0,2398.0,0.0,0.0,1,0.0,0.0,31,"Dartmouth College,Berry Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,0,Dartmouth College,Dartmouth College"
29:03:2013,49202.0,0.0,8397.0,2400.0,0.0,4801.0,4,0.0,0.0,31,"Alpha Phi,Alpha Phi,Alpha Phi,0,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Baker Memorial Library,Baker Memorial Library,0"
