date,home_time,recreational_activities,school_time,orthers,travel_time,date_in_week,cut_class,class_schedule,volunteer,location_names
10:05:2013,73201.0,10199.0,3001.0,0.0,0.0,4,1.0,9000.0,2,"Hopkins Center for the Arts,Hopkins Center for the Arts,Black Family Visual Arts Center,Black Family Visual Arts Center,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Kemeny Hall,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Kemeny Hall,Berry Library,Dartmouth College,Dartmouth College,Kemeny Hall,Dartmouth College"
11:04:2013,24001.0,0.0,58799.0,0.0,0.0,3,0.0,7800.0,2,"Kemeny Hall,Dartmouth College,Dartmouth College,Kemeny Hall,Dartmouth College,The Irving Institute for Energy & Society,The Irving Institute for Energy & Society,Dartmouth College,Dartmouth College"
11:05:2013,37191.0,6600.0,6601.0,36008.0,599.0,5,0.0,0.0,2,"Collis Student Center,Collis Student Center,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Hopkins Center for the Arts,Kemeny Hall,Dartmouth College,Dick's House,Dick's House,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Kemeny Hall,Collis Student Center,Collis Student Center,Maynard Parking Lot,Dick's House,Dick's House,Dartmouth College,Dick's House,Dick's House,Dartmouth College"
12:04:2013,27597.0,12001.0,45601.0,0.0,0.0,4,0.0,9000.0,2,"Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Kemeny Hall,Hopkins Center for the Arts,Kemeny Hall,Dartmouth College,Dartmouth College,Dartmouth College,Kemeny Hall,Kemeny Hall,The Irving Institute for Energy & Society,The Irving Institute for Energy & Society,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Kemeny Hall,Hopkins Center for the Arts"
12:05:2013,60466.0,21000.0,11400.0,0.0,0.0,-1,0.0,0.0,2,"Dartmouth College,Berry Library,Kemeny Hall,Dartmouth College,Dartmouth College,Kemeny Hall,Kemeny Hall,Goldstein Hall,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts"
13:04:2013,0.0,9600.0,76800.0,0.0,0.0,5,0.0,0.0,2,"Hopkins Center for the Arts,Hopkins Center for the Arts,Kemeny Hall"
13:05:2013,74401.0,3000.0,1799.0,0.0,0.0,0,1.0,11700.0,2,"Hopkins Center for the Arts,Berry Sports Center,Berry Sports Center,Dartmouth College,Kemeny Hall,Dartmouth College,Kemeny Hall"
14:04:2013,147559.0,0.0,18000.0,0.0,0.0,-1,0.0,0.0,2,"Dartmouth College,Dartmouth College,Dartmouth College,Kemeny Hall,Kemeny Hall,Dartmouth College,Dartmouth College,Dartmouth College"
14:05:2013,19806.0,4198.0,62396.0,0.0,0.0,1,0.0,3900.0,2,"Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Parkhurst Hall,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Kemeny Hall,Dartmouth College,Dartmouth College,Rockefeller Center,Kemeny Hall,Dartmouth College,Hood Museum of Art,Hood Museum of Art,Dartmouth College,Dartmouth College"
15:04:2013,7241.0,0.0,0.0,0.0,0.0,0,1.0,11700.0,2,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
15:05:2013,100800.0,7200.0,3000.0,0.0,0.0,2,1.0,11700.0,2,"Hopkins Center for the Arts,The Irving Institute for Energy & Society,The Irving Institute for Energy & Society,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Rockefeller Center,Dartmouth College,Collis Student Center,Dartmouth College"
16:04:2013,7200.0,7200.0,81631.0,0.0,0.0,1,0.0,3900.0,2,"Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Kemeny Hall"
16:05:2013,61799.0,1200.0,601.0,0.0,0.0,3,1.0,7800.0,2,"Dartmouth College,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College"
17:04:2013,20400.0,0.0,56400.0,0.0,0.0,2,0.0,11700.0,2,"Kemeny Hall,Dartmouth College,Dartmouth College,Dartmouth College,Kemeny Hall,Kemeny Hall,Dartmouth College,Dartmouth College,Kemeny Hall,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College"
17:05:2013,76202.0,3002.0,5997.0,0.0,0.0,4,1.0,9000.0,2,"Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Kemeny Hall,Kemeny Hall,Dartmouth College,Dartmouth College,Robinson Hall,Collis Student Center,Dartmouth College,Kemeny Hall"
18:04:2013,8400.0,1200.0,76800.0,0.0,0.0,3,0.0,7800.0,2,"Hopkins Center for the Arts,Dartmouth College,Kemeny Hall,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse"
18:05:2013,93602.0,600.0,1201.0,1801.0,596.0,5,0.0,0.0,2,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dick's House,Dick's House,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Blunt Alumni Center Parking Lot,Kemeny Hall,Dartmouth College,Kemeny Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
19:04:2013,26398.0,24002.0,45600.0,0.0,0.0,4,0.0,9000.0,2,"Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Kemeny Hall,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Kemeny Hall,Hopkins Center for the Arts"
19:05:2013,69600.0,602.0,0.0,8998.0,0.0,-1,0.0,0.0,2,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,0,0,0,0,0,Jewel of India,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
20:04:2013,4800.0,18000.0,15601.0,41999.0,0.0,5,0.0,0.0,2,"Hopkins Center for the Arts,Kemeny Hall,Dartmouth College,Kemeny Hall,Dartmouth College,Kemeny Hall,Dartmouth College,Kemeny Hall,Kemeny Hall,Dick's House,Dick's House,Hopkins Center for the Arts,Dick's House,Dick's House,Kemeny Hall,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts"
20:05:2013,156001.0,1199.0,12000.0,0.0,0.0,0,0.0,11700.0,2,"Dartmouth College,Dartmouth College,Berry Library,Berry Library,Kemeny Hall,Kemeny Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Kemeny Hall,Dartmouth College"
21:04:2013,3600.0,24985.0,53999.0,0.0,0.0,-1,0.0,0.0,2,"Hopkins Center for the Arts,Kemeny Hall,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts"
22:04:2013,71993.0,13199.0,2400.0,0.0,0.0,0,1.0,11700.0,2,"Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Kemeny Hall,Berry Library,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
22:05:2013,31800.0,600.0,54000.0,0.0,0.0,2,0.0,11700.0,2,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Kemeny Hall,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Kemeny Hall"
23:04:2013,4804.0,10804.0,93637.0,0.0,0.0,1,0.0,3900.0,2,"Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Kemeny Hall,Dartmouth College,Kemeny Hall"
23:05:2013,84001.0,600.0,1199.0,0.0,0.0,3,1.0,7800.0,2,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Floren Varsity House,Leverone Field House,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
24:04:2013,34797.0,1203.0,32334.0,0.0,0.0,2,0.0,11700.0,2,"Kemeny Hall,Hopkins Center for the Arts,Collis Student Center,Collis Student Center,Dartmouth College,Kemeny Hall,Kemeny Hall,Dartmouth College,Dartmouth College,Dartmouth College"
24:05:2013,102353.0,7800.0,600.0,600.0,0.0,4,1.0,9000.0,2,"Dartmouth College,Dartmouth College,Dartmouth College,White Mountains Insurance Group,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Kemeny Hall,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
25:04:2013,8399.0,1199.0,72002.0,0.0,0.0,3,0.0,7800.0,2,"Kemeny Hall,The Irving Institute for Energy & Society,Dartmouth College,Dartmouth College,Kemeny Hall,Kemeny Hall,Dartmouth College,Kemeny Hall,Kemeny Hall,Hopkins Center for the Arts"
25:05:2013,58385.0,599.0,600.0,0.0,1200.0,5,0.0,0.0,2,"Dartmouth College,Dartmouth College,Dartmouth College,Kemeny Hall,Dartmouth College,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College"
26:04:2013,22800.0,8400.0,56400.0,0.0,2400.0,4,0.0,9000.0,2,"Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Kemeny Hall,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Kemeny Hall,0,0,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
26:05:2013,84000.0,4800.0,600.0,0.0,0.0,-1,0.0,0.0,2,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Kemeny Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts"
27:03:2013,0.0,0.0,46800.0,0.0,0.0,2,0.0,11700.0,2,"Kemeny Hall,Kemeny Hall,The Irving Institute for Energy & Society,The Irving Institute for Energy & Society,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center"
27:04:2013,8400.0,2400.0,88805.0,0.0,0.0,5,0.0,0.0,2,"Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Sudikoff Hall,Kemeny Hall,Dartmouth College,Dartmouth College,Kemeny Hall"
27:05:2013,64199.0,600.0,36001.0,0.0,0.0,0,0.0,11700.0,2,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Kemeny Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College"
28:03:2013,80403.0,2400.0,0.0,0.0,3597.0,3,1.0,7800.0,2,"Dartmouth College,0,Hopkins Center for the Arts,Dartmouth College"
28:04:2013,3595.0,1200.0,142800.0,0.0,0.0,-1,0.0,0.0,2,"Dartmouth College,0,Kemeny Hall"
28:05:2013,69600.0,0.0,601.0,0.0,0.0,1,1.0,3900.0,2,"Dartmouth College,Kemeny Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
29:03:2013,8399.0,15599.0,62402.0,0.0,0.0,4,0.0,9000.0,2,"Kemeny Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Kemeny Hall,Kemeny Hall,Parkhurst Hall,Kemeny Hall,Dartmouth College,The Irving Institute for Energy & Society,The Irving Institute for Energy & Society,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
29:04:2013,5999.0,0.0,2401.0,0.0,0.0,0,1.0,11700.0,2,"Kemeny Hall,Dartmouth College,Dartmouth College,Dartmouth College,Kemeny Hall,Dartmouth College"
29:05:2013,19198.0,0.0,18001.0,4200.0,0.0,2,0.0,11700.0,2,"Dartmouth College,Dartmouth Co-Op,Dartmouth Co-Op,Dartmouth College,Kemeny Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall"
30:03:2013,7200.0,8400.0,78000.0,0.0,0.0,5,0.0,0.0,2,"Dartmouth College,0,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Kemeny Hall,Dartmouth College,Dartmouth College,Kemeny Hall"
30:04:2013,1200.0,12000.0,73200.0,0.0,0.0,1,0.0,3900.0,2,"Hopkins Center for the Arts,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Kemeny Hall"
31:03:2013,5999.0,0.0,115201.0,2400.0,0.0,-1,0.0,0.0,2,"Kemeny Hall,0,Ledyard Bridge,Ledyard Bridge,0,Kemeny Hall"
