date,home_time,recreational_activities,school_time,travel_time,orthers,shopping,working,date_in_week,cut_class,class_schedule,volunteer,location_names
06:05:2013,65999.0,0.0,9600.0,4201.0,0.0,0.0,0.0,0,0.0,3900.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Wheeler Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College"
07:04:2013,10800.0,0.0,66000.0,6000.0,0.0,0.0,0.0,-1,0.0,0.0,9,"Bartlett Hall,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Thornton Hall"
07:05:2013,70201.0,4200.0,5400.0,8399.0,0.0,0.0,0.0,1,0.0,0.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Parker House,Dartmouth College,Dartmouth Row Parking Lot,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
08:04:2013,0.0,3601.0,25200.0,45600.0,0.0,0.0,0.0,0,0.0,3900.0,9,"Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Hopkins Center for the Arts,Sudikoff Hall,Sudikoff Hall,Dartmouth Row Parking Lot,Thornton Hall,Dartmouth Row Parking Lot,Thornton Hall,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Sudikoff Hall,Sudikoff Hall,Hopkins Center for the Arts,Hopkins Center for the Arts"
08:05:2013,70200.0,0.0,6600.0,7800.0,0.0,0.0,0.0,2,0.0,3900.0,9,"Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall"
09:04:2013,46798.0,1200.0,11999.0,27602.0,0.0,0.0,0.0,1,0.0,0.0,9,"Thornton Hall,Dartmouth Row Parking Lot,Sudikoff Hall,Sudikoff Hall,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Thornton Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Hopkins Center for the Arts,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College"
09:05:2013,78000.0,0.0,9000.0,0.0,0.0,0.0,0.0,3,0.0,3900.0,9,"Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Webster Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
10:04:2013,56400.0,1200.0,9598.0,18002.0,0.0,0.0,0.0,2,0.0,3900.0,9,"Dartmouth Row Parking Lot,Hopkins Center for the Arts,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,New Hampshire Hall,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth College,Fairchild Physical Sciences Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Sudikoff Hall,Sudikoff Hall,Dartmouth College"
10:05:2013,55802.0,4199.0,4200.0,20999.0,0.0,600.0,0.0,4,0.0,3000.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hanover Park,Black Family Visual Arts Center,Black Family Visual Arts Center,Hood Museum of Art,Hopkins Center for the Arts,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Middle Fayerweather Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College"
11:04:2013,21601.0,0.0,0.0,68399.0,0.0,0.0,0.0,3,1.0,3900.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Mass Parking Lot,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot"
11:05:2013,63600.0,5400.0,0.0,18000.0,0.0,0.0,0.0,5,0.0,0.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Alumni Gymnasium,Alumni Gymnasium,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot"
12:04:2013,35999.0,2400.0,27600.0,16801.0,0.0,0.0,0.0,4,0.0,3000.0,9,"Dartmouth Row Parking Lot,Hopkins Center for the Arts,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Bartlett Hall,Bartlett Hall,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Hopkins Center for the Arts"
12:05:2013,68402.0,0.0,1798.0,15600.0,0.0,0.0,0.0,-1,0.0,0.0,9,"Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,0,Sudikoff Hall,Sudikoff Hall,Dartmouth Row Parking Lot,Middle Fayerweather Hall,Reed Hall,Dartmouth College,Dartmouth College,South Fayerweather Hall,South Fayerweather Hall,Dartmouth College,Dartmouth College,Dartmouth College"
13:04:2013,42000.0,0.0,1200.0,46800.0,0.0,0.0,0.0,5,0.0,0.0,9,"Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Bartlett Hall,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot"
13:05:2013,68402.0,0.0,19799.0,0.0,0.0,0.0,0.0,0,0.0,3900.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Webster Hall,Parker House,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College"
14:04:2013,73263.0,0.0,24000.0,7200.0,0.0,0.0,0.0,-1,0.0,0.0,9,"Bartlett Hall,Dartmouth Row Parking Lot,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Bartlett Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College"
14:05:2013,53997.0,600.0,31804.0,7800.0,0.0,0.0,0.0,1,0.0,0.0,9,"Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Sudikoff Hall,Sudikoff Hall,Wentworth Hall,Middle Fayerweather Hall,Dartmouth College"
15:04:2013,4800.0,0.0,30000.0,30000.0,0.0,0.0,0.0,0,0.0,3900.0,9,"Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Bartlett Hall,Dartmouth Row Parking Lot,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College"
15:05:2013,60599.0,9600.0,7800.0,0.0,0.0,0.0,0.0,2,0.0,3900.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall"
16:04:2013,51600.0,4803.0,28800.0,0.0,1197.0,0.0,0.0,1,0.0,0.0,9,"Dartmouth College,Steele Hall,Steele Hall,Hopkins Center for the Arts,0,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
16:05:2013,68752.0,0.0,18000.0,0.0,0.0,0.0,0.0,3,0.0,3900.0,9,"Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,South Fayerweather Hall"
17:04:2013,62402.0,0.0,13199.0,9600.0,1199.0,0.0,0.0,2,0.0,3900.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Winfred-Raven House,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Rollins Chapel,Dartmouth Row Parking Lot,South Fayerweather Hall,Bartlett Hall,South Fayerweather Hall,Dartmouth Row Parking Lot,Class of 1978 Life Sciences Center,Vail,Life Sciences Greenhouse,Sudikoff Hall,Sudikoff Hall,Dartmouth College"
17:05:2013,29403.0,598.0,4800.0,56400.0,1199.0,0.0,0.0,4,0.0,3000.0,9,"South Fayerweather Hall,Dartmouth College,Dartmouth College,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,South Fayerweather Hall,Dartmouth College,Dartmouth College,Reed Hall,Dartmouth College,Dartmouth Row Parking Lot,Middle Fayerweather Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College"
18:04:2013,60000.0,0.0,12010.0,15590.0,0.0,0.0,0.0,3,0.0,3900.0,9,"Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Bartlett Hall,Dartmouth Row Parking Lot,Dartmouth Hall,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse"
18:05:2013,43200.0,0.0,39600.0,0.0,0.0,0.0,0.0,5,0.0,0.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Middle Fayerweather Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College"
19:04:2013,13200.0,0.0,1200.0,69600.0,3600.0,0.0,0.0,4,1.0,3000.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Bartlett Hall,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot"
19:05:2013,33603.0,0.0,47400.0,1197.0,0.0,0.0,0.0,-1,0.0,0.0,9,"Dartmouth College,0,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Mass Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College"
20:04:2013,50401.0,4799.0,8402.0,26398.0,0.0,0.0,0.0,5,0.0,0.0,9,"Dartmouth Row Parking Lot,0,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,0,Dartmouth College,Alumni Gymnasium,Alumni Gymnasium,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,South Fayerweather Hall,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
20:05:2013,83426.0,3001.0,7800.0,0.0,0.0,0.0,0.0,0,0.0,3900.0,9,"Dartmouth College,Dartmouth College,South Fayerweather Hall,South Fayerweather Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
21:04:2013,60000.0,0.0,30000.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,9,"Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College"
21:05:2013,84000.0,0.0,3000.0,600.0,0.0,0.0,0.0,1,0.0,0.0,9,"Dartmouth College,South Fayerweather Hall,South Fayerweather Hall,Dartmouth College,Dartmouth College,South Fayerweather Hall,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Parker House,Sudikoff Hall,Sudikoff Hall,South Fayerweather Hall"
22:04:2013,16800.0,2398.0,67202.0,0.0,0.0,0.0,0.0,0,0.0,3900.0,9,"Dartmouth College,Steele Hall,Steele Hall,Hopkins Center for the Arts,Sudikoff Hall,Sudikoff Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Sudikoff Hall,Sudikoff Hall,Dartmouth College"
22:05:2013,30000.0,0.0,4800.0,54603.0,0.0,0.0,0.0,2,0.0,3900.0,9,"South Fayerweather Hall,Middle Fayerweather Hall,South Fayerweather Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Middle Fayerweather Hall,Dartmouth Row Parking Lot,Middle Fayerweather Hall,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College"
23:04:2013,47998.0,3600.0,12000.0,16802.0,0.0,0.0,0.0,1,0.0,0.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
23:05:2013,18000.0,1800.0,6000.0,55220.0,0.0,0.0,0.0,3,0.0,3900.0,9,"Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot"
24:04:2013,16799.0,1200.0,6001.0,58684.0,0.0,0.0,0.0,2,0.0,3900.0,9,"Dartmouth College,Dartmouth College,Bartlett Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Parker House,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Hopkins Center for the Arts,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot"
24:05:2013,76800.0,1200.0,3600.0,600.0,0.0,0.0,0.0,4,0.0,3000.0,9,"Dartmouth Row Parking Lot,Hopkins Center for the Arts,Hood Museum of Art,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,South Fayerweather Hall,South Fayerweather Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Middle Fayerweather Hall"
25:04:2013,57600.0,0.0,2400.0,26516.0,0.0,0.0,0.0,3,1.0,3900.0,9,"Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Middle Fayerweather Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
25:05:2013,107400.0,600.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,9,"Middle Fayerweather Hall,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,South Fayerweather Hall"
26:04:2013,63600.0,0.0,7199.0,15601.0,0.0,0.0,0.0,4,0.0,3000.0,9,"Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Life Sciences Greenhouse,Life Sciences Greenhouse,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College"
26:05:2013,65007.0,9001.0,600.0,3600.0,0.0,0.0,3599.0,-1,0.0,0.0,9,"South Fayerweather Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Casque & Gauntlet Senior Society,Casque & Gauntlet Senior Society,Reed Hall,Middle Fayerweather Hall,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College"
27:03:2013,33600.0,0.0,13200.0,1201.0,0.0,0.0,0.0,2,0.0,3900.0,9,"Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Steele Hall,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Sudikoff Hall,Sudikoff Hall"
27:04:2013,76801.0,0.0,8399.0,1201.0,0.0,0.0,0.0,5,0.0,0.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
27:05:2013,68285.0,600.0,0.0,599.0,0.0,0.0,0.0,0,1.0,3900.0,9,"Dartmouth Row Parking Lot,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
28:03:2013,65999.0,0.0,19202.0,0.0,0.0,0.0,0.0,3,0.0,3900.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Thornton Hall,Thornton Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center"
28:04:2013,40792.0,0.0,44399.0,1208.0,0.0,0.0,0.0,-1,0.0,0.0,9,"Dartmouth College,Dartmouth Row Parking Lot,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College"
