date,home_time,orthers,recreational_activities,school_time,travel_time,working,date_in_week,cut_class,class_schedule,volunteer,location_names
08:05:2013,54604.0,0.0,4200.0,16195.0,7800.0,0.0,2,0.0,7800.0,33,"Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Wentworth Hall,Observatory Parking Lot,North Fayerweather Hall,Dartmouth College,Middle Massachusetts Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Collis Student Center,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College,Middle Massachusetts Hall,Haldeman Center,Haldeman Center,0"
09:04:2013,79200.0,0.0,1200.0,4800.0,0.0,0.0,1,0.0,3900.0,33,"0,Haldeman Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Sudikoff Hall,Sudikoff Hall"
09:05:2013,46200.0,0.0,0.0,1200.0,45600.0,0.0,3,1.0,3900.0,33,"Mass Parking Lot,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,McNutt Hall,Mass Parking Lot,Mass Parking Lot,McNutt Hall,Middle Massachusetts Hall,Dartmouth College,Mass Parking Lot"
10:04:2013,61200.0,0.0,2400.0,25200.0,0.0,0.0,2,0.0,7800.0,33,"Dartmouth College,0,Berry Library,Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,Middle Massachusetts Hall,Middle Massachusetts Hall,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Class of 1953 Commons,Class of 1953 Commons,Carpenter Hall,Dartmouth College"
10:05:2013,40804.0,1199.0,4200.0,32997.0,0.0,0.0,4,0.0,6000.0,33,"Dartmouth College,Parker House,Sudikoff Hall,Haldeman Center,Haldeman Center,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Middle Massachusetts Hall,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Nugget Arcade,Nugget Arcade,Collis Student Center,0"
11:04:2013,76800.0,0.0,1200.0,6000.0,0.0,0.0,3,0.0,3900.0,33,"0,Life Sciences Greenhouse,Life Sciences Greenhouse,Middle Massachusetts Hall,Middle Massachusetts Hall,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Class of 1953 Commons,Class of 1978 Life Sciences Center,Life Sciences Greenhouse"
11:05:2013,157200.0,0.0,1201.0,7199.0,12000.0,0.0,5,0.0,0.0,33,"0,Dartmouth College,Dartmouth College,MacLean Engineering Sciences Center,MacLean Engineering Sciences Center,MacLean Engineering Sciences Center,Middle Massachusetts Hall,Middle Massachusetts Hall,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Middle Massachusetts Hall,Mass Parking Lot,Middle Massachusetts Hall,Class of 1953 Commons,Middle Massachusetts Hall"
12:04:2013,49200.0,0.0,13200.0,25200.0,0.0,1200.0,4,0.0,6000.0,33,"Life Sciences Greenhouse,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Carpenter Hall,Class of 1953 Commons,Class of 1953 Commons,Middle Massachusetts Hall,Middle Massachusetts Hall,0,0,Berry Library,Sigma Alpha Epsilon Fraternity,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Class of 1953 Commons,Class of 1953 Commons,Haldeman Center,0"
13:04:2013,43201.0,1199.0,6000.0,25200.0,8400.0,0.0,5,0.0,0.0,33,"0,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Rollins Chapel,North Fayerweather Hall,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Observatory Parking Lot,Middle Massachusetts Hall,Dartmouth College,McNutt Hall,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Class of 1953 Commons,Berry Sports Center,Alumni Gymnasium,Alumni Gymnasium"
13:05:2013,70800.0,0.0,0.0,10200.0,0.0,0.0,0,0.0,7800.0,33,"Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Class of 1953 Commons,Class of 1953 Commons,Haldeman Center,Haldeman Center,Dartmouth College"
14:04:2013,66000.0,7200.0,9908.0,3600.0,0.0,0.0,-1,0.0,0.0,33,"Berry Sports Center,Berry Sports Center,Battle Field,Red Rolfe Field at Biondi Park,Middle Massachusetts Hall,Middle Massachusetts Hall,0,0,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Class of 1953 Commons,Class of 1953 Commons"
14:05:2013,77400.0,0.0,0.0,7200.0,0.0,0.0,1,0.0,3900.0,33,"Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Robinson Hall,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Collis Student Center,Collis Student Center,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall"
15:04:2013,76800.0,0.0,3600.0,7200.0,0.0,0.0,0,0.0,7800.0,33,"Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Middle Massachusetts Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Class of 1953 Commons,Class of 1953 Commons,0"
15:05:2013,72001.0,0.0,0.0,14999.0,0.0,0.0,2,0.0,7800.0,33,"Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Middle Massachusetts Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,Carpenter Hall,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Middle Massachusetts Hall,Middle Massachusetts Hall"
16:04:2013,73200.0,0.0,6000.0,6000.0,0.0,0.0,1,0.0,3900.0,33,"0,Life Sciences Greenhouse,Life Sciences Greenhouse,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Middle Massachusetts Hall,Berry Library,Berry Library,Sudikoff Hall,Sudikoff Hall"
16:05:2013,85206.0,0.0,1461.0,600.0,1533.0,0.0,3,1.0,3900.0,33,"Middle Massachusetts Hall,Collis Student Center,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Mass Parking Lot,Middle Massachusetts Hall,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Hopkins Center for the Arts,Lot 3,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,0,Middle Massachusetts Hall"
17:04:2013,48002.0,0.0,26403.0,14397.0,0.0,0.0,2,0.0,7800.0,33,"0,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Parkhurst Hall,Collis Student Center,Collis Student Center,0,0,Collis Student Center,Middle Massachusetts Hall,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Robinson Hall,0"
17:05:2013,19456.0,0.0,0.0,600.0,0.0,600.0,4,1.0,6000.0,33,"Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Beta Alpha Omega,Rockefeller Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
18:04:2013,71998.0,0.0,7201.0,3599.0,1200.0,0.0,3,0.0,3900.0,33,"Dartmouth College,Berry Library,Berry Library,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Mass Parking Lot,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse"
19:04:2013,60001.0,1199.0,4800.0,10800.0,0.0,10800.0,4,0.0,6000.0,33,"Dartmouth College,Class of 1953 Commons,Middle Massachusetts Hall,Middle Massachusetts Hall,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,0,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Alumni Gymnasium,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Robinson Hall,Robinson Hall,Dartmouth College,Middle Massachusetts Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Robinson Hall,Robinson Hall,Dartmouth College,0"
20:04:2013,94800.0,0.0,3601.0,2399.0,0.0,0.0,5,0.0,0.0,33,"Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Alumni Gymnasium,Alumni Gymnasium,Class of 1953 Commons,Class of 1953 Commons,Middle Massachusetts Hall"
21:04:2013,72002.0,0.0,5998.0,7199.0,1201.0,0.0,-1,0.0,0.0,33,"Middle Massachusetts Hall,Class of 1953 Commons,Class of 1953 Commons,Middle Massachusetts Hall,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,0,Middle Massachusetts Hall,Mass Parking Lot,Class of 1953 Commons,Class of 1953 Commons,Middle Massachusetts Hall"
22:04:2013,48001.0,0.0,8432.0,15567.0,0.0,0.0,0,0.0,7800.0,33,"Middle Massachusetts Hall,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Middle Massachusetts Hall,Berry Library,Berry Library,Sudikoff Hall,Sudikoff Hall,Middle Massachusetts Hall,Middle Massachusetts Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Class of 1953 Commons,Class of 1953 Commons,0"
23:04:2013,44499.0,0.0,1103.0,39598.0,0.0,0.0,1,0.0,3900.0,33,"0,Life Sciences Greenhouse,Life Sciences Greenhouse,Middle Massachusetts Hall,Middle Massachusetts Hall,Collis Student Center,Collis Student Center,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Dartmouth College,Wentworth Hall,Wentworth Hall,Middle Massachusetts Hall,Middle Massachusetts Hall,Sudikoff Hall,Sudikoff Hall"
24:04:2013,56253.0,0.0,14400.0,18000.0,0.0,0.0,2,0.0,7800.0,33,"0,0,Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,0,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Robinson Hall,Alumni Gymnasium,Alumni Gymnasium,Middle Massachusetts Hall"
25:04:2013,75604.0,0.0,0.0,8401.0,0.0,0.0,3,0.0,3900.0,33,"Middle Massachusetts Hall,0,0,Collis Student Center,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Class of 1953 Commons,Life Sciences Greenhouse,Life Sciences Greenhouse"
26:04:2013,56402.0,0.0,6000.0,26393.0,0.0,0.0,4,0.0,6000.0,33,"Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,The Irving Institute for Energy & Society,The Irving Institute for Energy & Society,Class of 1953 Commons,Berry Sports Center,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Collis Student Center,Collis Student Center,0"
27:04:2013,81599.0,0.0,3601.0,2400.0,0.0,0.0,5,0.0,0.0,33,"0,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Alumni Gymnasium,Alumni Gymnasium,Sarner Underground,Class of 1953 Commons,Middle Massachusetts Hall"
28:03:2013,0.0,0.0,0.0,184036.0,0.0,0.0,3,0.0,3900.0,33,"Sudikoff Hall,Sudikoff Hall"
28:04:2013,84002.0,7199.0,6006.0,7192.0,1201.0,0.0,-1,0.0,0.0,33,"Mass Parking Lot,Topliff Courts,House Center A,Burnham Field,Bartlett Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Coldwell Banker,Coldwell Banker,Middle Massachusetts Hall,Dartmouth College,Coldwell Banker,Coldwell Banker,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Class of 1953 Commons,Class of 1953 Commons,Middle Massachusetts Hall"
29:04:2013,33542.0,0.0,1131.0,22925.0,0.0,7202.0,0,0.0,7800.0,33,"Middle Massachusetts Hall,Alpha Delta,Alpha Delta,Wentworth Hall,Sudikoff Hall,Sudikoff Hall,Berry Library,Sudikoff Hall,Sudikoff Hall,Middle Massachusetts Hall,Middle Massachusetts Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Class of 1953 Commons,Dartmouth College"
30:03:2013,93600.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,33,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
30:04:2013,58802.0,1200.0,3600.0,21598.0,0.0,0.0,1,0.0,3900.0,33,"Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Alumni Gymnasium,Alumni Gymnasium,Class of 1953 Commons,Class of 1953 Commons,Middle Massachusetts Hall,Middle Massachusetts Hall,Robinson Hall,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Saint Thomas Episcopal Church,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Rockefeller Center,Rockefeller Center,Dartmouth College"
31:03:2013,1200.0,79200.0,0.0,0.0,6000.0,0.0,-1,0.0,0.0,33,"0,0,0,0,0,0,0,0,0"
