date,home_time,recreational_activities,school_time,travel_time,shopping,orthers,working,date_in_week,cut_class,class_schedule,volunteer,location_names
12:04:2013,19105.0,3600.0,3696.0,51813.0,5789.0,2400.0,0.0,4,0.0,0.0,1,"Life Sciences Greenhouse,Sudikoff Hall,Dartmouth College,Citizens Bank,Dartmouth College,Dartmouth College,Dartmouth College,King Arthur Baking Company,King Arthur Baking Company,Co-op Food Stores Norwich Service Center,0,Dartmouth College,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Dartmouth College,South Block Parking Garage"
12:05:2013,16801.0,3600.0,0.0,0.0,0.0,50400.0,0.0,-1,0.0,0.0,1,"0,Systems Plus Computers,0,Berry Sports Center,Berry Sports Center"
13:04:2013,85322.0,1200.0,0.0,2400.0,3478.0,0.0,0.0,5,0.0,0.0,1,"South Block Parking Garage,South Block Parking Garage,Life Sciences Greenhouse,Life Sciences Greenhouse,Baker Memorial Library,Dartmouth College,Dartmouth College,Hanover Park,Hanover Park,Dartmouth College,0"
13:05:2013,41995.0,2403.0,0.0,0.0,0.0,43201.0,0.0,0,0.0,0.0,1,"Alumni Gymnasium,0,0,0,0,0,Big Green Real Estate,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
14:04:2013,132000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,1,"0,0,0,0,0,0"
14:05:2013,67201.0,1199.0,0.0,0.0,0.0,21600.0,0.0,1,0.0,0.0,1,"Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,White River Junction Historic District"
15:04:2013,26400.0,0.0,3600.0,4800.0,0.0,0.0,0.0,0,0.0,0.0,1,"0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Anonymous Hall,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,South Block Parking Garage,South Block Parking Garage,South Block Parking Garage,South Block Parking Garage"
15:05:2013,81601.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,"0,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
16:04:2013,133642.0,1200.0,0.0,2400.0,0.0,0.0,0.0,1,0.0,0.0,1,"South Block Parking Garage,South Block Parking Garage,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,0"
16:05:2013,21604.0,2400.0,0.0,0.0,0.0,82360.0,0.0,3,0.0,0.0,1,"Dartmouth College,Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Positive Tracks,0,0"
17:04:2013,25200.0,0.0,6000.0,4800.0,0.0,0.0,0.0,2,0.0,0.0,1,"0,0,0,0,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,South Block Parking Garage,South Block Parking Garage"
17:05:2013,8401.0,6912.0,15603.0,0.0,0.0,36287.0,0.0,4,0.0,0.0,1,"0,Hanover Inn Dartmouth,Hanover Inn Dartmouth,0,0,Byrne Dining Hall,Murdough Center,Murdough Center,Raether"
18:04:2013,76800.0,3600.0,6000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1,"Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Dartmouth College,Dartmouth College,Dartmouth College,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Baker Memorial Library,Life Sciences Greenhouse,Class of 1978 Life Sciences Center"
18:05:2013,270784.0,0.0,4800.0,0.0,0.0,0.0,0.0,5,0.0,0.0,1,"Raether,Murdough Center,Byrne Dining Hall,Dartmouth College,Dartmouth College,Dartmouth College,0,0"
19:04:2013,82800.0,0.0,0.0,3600.0,0.0,0.0,0.0,4,0.0,0.0,1,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,0,0,0,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,South Block Parking Garage"
20:04:2013,33606.0,0.0,6000.0,0.0,0.0,51559.0,0.0,5,0.0,0.0,1,"Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Dartmouth College,Arlington Coin,Arlington Coin,0,0,0,0"
21:04:2013,45600.0,7197.0,0.0,0.0,0.0,50398.0,0.0,-1,0.0,0.0,1,"Nelson Fitness Center,Kabob and Curry,257 Thayer,0,0,0,0"
21:05:2013,177934.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0
22:04:2013,58844.0,0.0,8316.0,3640.0,0.0,0.0,0.0,0,0.0,0.0,1,"0,0,0,0,0,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,South Block Parking Garage,South Block Parking Garage,Dartmouth College,Class of 1978 Life Sciences Center"
23:04:2013,92391.0,4799.0,2400.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,"Class of 1978 Life Sciences Center,Dartmouth College,Dartmouth College,Alumni Gymnasium,0,0,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College"
23:05:2013,63542.0,0.0,0.0,0.0,0.0,3001.0,0.0,3,0.0,0.0,1,"Dartmouth College,0,0,The Peoples Barber Shop and Shave Parlor,0,0,Nugget Arcade,Dartmouth College,Dartmouth College,Dartmouth College"
24:04:2013,58800.0,9600.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,"Dartmouth College,Hanover Inn Dartmouth,Hanover Inn Dartmouth,Dartmouth College,0"
24:05:2013,21601.0,2399.0,0.0,2553.0,0.0,59847.0,0.0,4,0.0,0.0,1,"Dartmouth College,Co-op Food Stores Norwich Service Center,0,0,0,0,0,0,Alumni Gymnasium,Berry Sports Center,Berry Sports Center,Gym Lot,0,0"
25:04:2013,37317.0,0.0,3561.0,0.0,45780.0,0.0,0.0,3,0.0,0.0,1,"King Arthur Baking Company,King Arthur Baking Company,0,0,0,0,Carson Hall,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Class of 1978 Life Sciences Center"
25:05:2013,0.0,25341.0,0.0,0.0,0.0,62653.0,0.0,5,0.0,0.0,1,"0,Midtown Center,Midtown Center,Midtown Center,Midtown Center,Natural Resources Defense Council,Natural Resources Defense Council,Natural Resources Defense Council,Midtown Center,Midtown Center,Midtown Center,Embassy of Djibouti,0,0,0,0,Embassy of Djibouti,WRC"
26:04:2013,18003.0,4798.0,56401.0,5999.0,0.0,0.0,0.0,4,0.0,0.0,1,"Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Baker Memorial Library,The Arthur L. Irving Institute for Energy & Society,The Arthur L. Irving Institute for Energy & Society,0,Baker Memorial Library,Dartmouth College,Dartmouth College,Vail,Life Sciences Greenhouse,Life Sciences Greenhouse,South Block Parking Garage,South Block Parking Garage"
26:05:2013,0.0,0.0,0.0,0.0,0.0,125605.0,0.0,-1,0.0,0.0,1,"New Executive Office Building,Reconstruction Finance Corporation Building,Norwich Inn,Norwich Inn"
27:03:2013,16800.0,0.0,6000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,"0,Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Dartmouth College"
27:04:2013,18001.0,1201.0,2400.0,0.0,74397.0,0.0,0.0,5,0.0,0.0,1,"Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Berry Sports Center,Hanover Park,Hanover Park"
27:05:2013,46800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,"0,0,0,0,0,0,0"
28:03:2013,80764.0,0.0,6003.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1,"Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center"
28:04:2013,78670.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,1,"0,0,0,0,0,0,0"
28:05:2013,73804.0,8396.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,"Dartmouth College,Baker Memorial Library,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,0,0,Baker Memorial Library,Dartmouth College,Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
29:03:2013,72000.0,1200.0,4800.0,5997.0,0.0,0.0,0.0,4,0.0,0.0,1,"South Block Parking Garage,South Block Parking Garage,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Dartmouth College,South Block Parking Garage,South Block Parking Garage,Baker Memorial Library"
29:04:2013,86401.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,"0,0,0,0,0,0,0,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College"
29:05:2013,38344.0,3599.0,2401.0,0.0,600.0,43682.0,0.0,2,0.0,0.0,1,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Kemeny Hall,Berry Sports Center,Berry Sports Center,Alumni Gymnasium,Citizens Bank,Martha E. Diebold Real Estate,Hanover Park,Dartmouth College,0,0,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College"
30:03:2013,100326.0,1200.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,1,"Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Rylee Anne's,Dartmouth College,Dartmouth College,0"
30:04:2013,90181.0,0.0,1200.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,"Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,0"
30:05:2013,28458.0,4200.0,2066.0,0.0,0.0,50076.0,597.0,3,0.0,0.0,1,"Dartmouth College,Casque & Gauntlet Senior Society,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hanover High School,Hanover High School,Collis Student Center,Hunter House,0,Berry Sports Center"
31:03:2013,0.0,0.0,0.0,0.0,136800.0,0.0,0.0,-1,0.0,0.0,1,King Arthur Baking Company
31:05:2013,21600.0,12003.0,7048.0,2137.0,597.0,42415.0,0.0,4,0.0,0.0,1,"Berry Sports Center,Alumni Gymnasium,Alumni Gymnasium,Ivy Lane,Dartmouth College,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Dartmouth College,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Gym Lot,Berry Sports Center,Berry Sports Center,Gym Lot,Gym Lot,Hanover High School,Hanover High School,Hanover High School,0,0,0,0,0,Citizens Bank,0"
