date,home_time,orthers,recreational_activities,school_time,travel_time,working,date_in_week,cut_class,class_schedule,volunteer,location_names
06:05:2013,81600.0,0.0,0.0,4800.0,0.0,0.0,0,0.0,3900.0,5,"Ripley Hall,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Robinson Hall,Ripley Hall,Topliff Hall,Topliff Hall,Class of 1953 Commons,Class of 1953 Commons,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Ripley Hall"
07:04:2013,76801.0,0.0,0.0,1200.0,0.0,2399.0,-1,0.0,0.0,5,"Ripley Hall,Dartmouth College,Robinson Hall,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall,Ripley Hall,0,0,Dartmouth College,Dartmouth College,Dartmouth College"
07:05:2013,68400.0,0.0,0.0,15627.0,0.0,1200.0,1,0.0,0.0,5,"Ripley Hall,Robinson Hall,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Robinson Hall,Wentworth Hall,Wentworth Hall,Ripley Hall,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall,Robinson Hall,Ripley Hall,Ripley Hall,Sphinx Secret Society,Ripley Hall,Ripley Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall,Sudikoff Hall,Sudikoff Hall"
08:04:2013,67200.0,6000.0,0.0,9601.0,0.0,1199.0,0,0.0,3900.0,5,"Dartmouth College,0,0,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Collis Student Center,Sphinx Secret Society,Ripley Hall"
08:05:2013,74403.0,0.0,3600.0,9600.0,0.0,0.0,2,0.0,3900.0,5,"Dartmouth College,Wentworth Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Floren Varsity House,Floren Varsity House,Red Rolfe Field at Biondi Park,Ripley Hall,Dartmouth College,Dartmouth College,Ripley Hall,Wentworth Hall,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College"
09:04:2013,63353.0,3600.0,0.0,11999.0,0.0,0.0,1,0.0,0.0,5,"Ripley Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Wentworth Hall,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Dartmouth College,Ripley Hall,Ripley Hall,0,0,Dartmouth College,Ripley Hall,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall"
09:05:2013,72003.0,0.0,1200.0,5997.0,0.0,6000.0,3,0.0,3900.0,5,"Dartmouth College,Topliff Hall,Dartmouth College,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Casque & Gauntlet Senior Society,Dartmouth College,Dartmouth College,Smith Hall,Ripley Hall,Ripley Hall,0,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,Collis Student Center"
10:04:2013,63600.0,0.0,2401.0,15599.0,3599.0,1201.0,2,0.0,3900.0,5,"Floren Varsity House,Floren Varsity House,Ripley Hall,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Robinson Hall,Class of 1953 Commons,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Ripley Hall,Wentworth Hall,0,Collis Student Center,Ripley Hall,Ripley Hall,Dartmouth College,Alpha Delta,Woodward Hall,Collis Student Center,Dartmouth College,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Ripley Hall,Collis Student Center,Black Family Visual Arts Center,0,Dartmouth College"
10:05:2013,83999.0,0.0,1200.0,1200.0,0.0,2401.0,4,1.0,3000.0,5,"Dartmouth College,Ripley Hall,Ripley Hall,Sphinx Secret Society,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Hopkins Center for the Arts,Dartmouth College,Ripley Hall,Ripley Hall,Topliff Hall,Dartmouth College,Kappa Pi Kappa,Ripley Hall,Ripley Hall,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College"
11:04:2013,42001.0,38082.0,1200.0,6001.0,0.0,0.0,3,0.0,3900.0,5,"Dartmouth College,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Collis Student Center,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Rollins Chapel,Ripley Hall,Hopkins Center for the Arts,0,0,Ripley Hall,Dartmouth College,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Fairchild Physical Sciences Center"
11:05:2013,76802.0,0.0,2398.0,3600.0,0.0,1200.0,5,0.0,0.0,5,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Wentworth Hall,0,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Topliff Hall,Ripley Hall,Ripley Hall,Collis Student Center,Ripley Hall,Ripley Hall,Topliff Hall,Ripley Hall,Ripley Hall,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hanover Inn Dartmouth"
12:04:2013,74400.0,5999.0,3601.0,1198.0,0.0,1200.0,4,1.0,3000.0,5,"Nugget Arcade,Dartmouth College,Ripley Hall,Ripley Hall,Dartmouth College,Ripley Hall,Ripley Hall,Hanover Information booth,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Ripley Hall,Ripley Hall,0,0,Alumni Gymnasium,Dartmouth Hall,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Ripley Hall,Ripley Hall,Sphinx Secret Society,Dartmouth College,Dartmouth College"
12:05:2013,79202.0,0.0,2400.0,1200.0,3598.0,0.0,-1,0.0,0.0,5,"Bartlett Hall,Topliff Hall,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hood Museum of Art,Ripley Hall,Dartmouth College,Maynard Parking Lot,Maynard Parking Lot,Ripley Hall,Ripley Hall,Dartmouth College,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College"
13:04:2013,84001.0,0.0,3600.0,0.0,0.0,0.0,5,0.0,0.0,5,"Dartmouth College,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Ripley Hall,Ripley Hall,Topliff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall"
13:05:2013,49200.0,0.0,0.0,39600.0,3600.0,0.0,0,0.0,3900.0,5,"Ripley Hall,Ripley Hall,North Fayerweather Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Topliff Hall,Topliff Hall,Hallgarten Hall,0,0,Topliff Hall,Topliff Hall,0,Wentworth Hall,Ripley Hall,Collis Student Center,Collis Student Center,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall"
14:04:2013,62402.0,8399.0,1200.0,4798.0,1198.0,9602.0,-1,0.0,0.0,5,"0,Alpha Delta,Thompson Arena Parking Lot,Upper Valley Esthetic Dentistry,Bartlett Hall,Ripley Hall,Ripley Hall,Dartmouth College,Hood Museum of Art,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Ripley Hall,Dartmouth Outing Club House,Dartmouth Outing Club House,Ripley Hall,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Ripley Hall,Ripley Hall,Collis Student Center,0,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College"
14:05:2013,70800.0,0.0,0.0,8400.0,1200.0,0.0,1,0.0,0.0,5,"Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Ripley Hall,Ripley Hall,Dartmouth College,Ripley Hall,Ripley Hall,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Ripley Hall"
15:04:2013,73199.0,4802.0,2398.0,9601.0,0.0,0.0,0,0.0,3900.0,5,"Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall,0,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall,Collis Student Center,Dartmouth College,Ripley Hall,Ripley Hall,Collis Student Center,Collis Student Center,Dartmouth College,Collis Student Center,Collis Student Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Collis Student Center,Ripley Hall"
15:05:2013,67199.0,1199.0,0.0,16798.0,2404.0,0.0,2,0.0,3900.0,5,"Ripley Hall,Dartmouth College,McKenzie Fuel Oil Facility,McKenzie Fuel Oil Facility,Ripley Hall,Dick's House,Robinson Hall,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Collis Student Center,Dartmouth College,Topliff Hall,Topliff Hall,Dartmouth Row Parking Lot,Bildner Hall,Bildner Hall,0,Dartmouth College,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Robinson Hall,Robinson Hall,Ripley Hall,Ripley Hall"
16:04:2013,68401.0,0.0,1200.0,10799.0,0.0,0.0,1,0.0,0.0,5,"Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Parker House,Hood Museum of Art,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Dartmouth College,Collis Student Center,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Floren Varsity House"
16:05:2013,70800.0,0.0,0.0,14400.0,0.0,0.0,3,0.0,3900.0,5,"Ripley Hall,Topliff Hall,Topliff Hall,Smith Hall,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Collis Student Center,Ripley Hall,Ripley Hall,Topliff Hall,Ripley Hall,Ripley Hall,Robinson Hall,Robinson Hall,Dartmouth College,Collis Student Center,Sudikoff Hall,Sudikoff Hall,Ripley Hall,Ripley Hall"
17:04:2013,73204.0,3600.0,2396.0,6000.0,1200.0,0.0,2,0.0,3900.0,5,"Floren Varsity House,Bartlett Hall,Dartmouth College,Hood Museum of Art,Dartmouth College,Ripley Hall,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Hood Museum of Art,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,Ripley Hall,Ripley Hall,Collis Student Center,0,Dartmouth College,Ripley Hall,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Ripley Hall,Ripley Hall"
17:05:2013,67204.0,0.0,5999.0,13197.0,0.0,0.0,4,0.0,3000.0,5,"Robinson Hall,Wentworth Hall,McKenzie Fuel Oil Facility,McKenzie Fuel Oil Facility,Hood Museum of Art,Hood Museum of Art,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hood Museum of Art,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Hood Museum of Art,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Wilson Hall,Ripley Hall,Wentworth Hall"
18:04:2013,82800.0,0.0,1200.0,2400.0,0.0,0.0,3,1.0,3900.0,5,"Dartmouth College,0,Dartmouth College,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall,Topliff Hall,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Topliff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Life Sciences Greenhouse"
18:05:2013,195948.0,2707.0,0.0,0.0,1202.0,4143.0,5,0.0,0.0,5,"Ripley Hall,Ripley Hall,Mass Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,Ripley Hall,Ripley Hall,Dartmouth College,Ripley Hall,0,Ripley Hall,Ripley Hall,Alpha Delta,Dartmouth College,Ripley Hall,Ripley Hall,Casque & Gauntlet Senior Society,Dartmouth College"
19:04:2013,284400.0,3600.0,0.0,1200.0,1200.0,0.0,4,1.0,3000.0,5,"Dartmouth College,Ripley Hall,Ripley Hall,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,East Wheelock Street,Ripley Hall,Topliff Hall,Ripley Hall,Ripley Hall,0,0,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College"
20:05:2013,54000.0,0.0,3600.0,2400.0,0.0,0.0,0,1.0,3900.0,5,"Ripley Hall,Ripley Hall,Left Bank Books,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Robinson Hall,0,Ripley Hall"
21:05:2013,67200.0,0.0,1200.0,12000.0,1200.0,0.0,1,0.0,0.0,5,"Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,Ripley Hall,Ripley Hall,0,Dartmouth College,Dartmouth College,Topliff Hall,Topliff Hall,Smith Hall,Ripley Hall,Ripley Hall,New Hampshire Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Collis Student Center,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Robinson Hall,Robinson Hall"
22:04:2013,50400.0,0.0,0.0,10800.0,0.0,0.0,0,0.0,3900.0,5,"Parker House,Sudikoff Hall,Sudikoff Hall,Ripley Hall,Ripley Hall,Collis Student Center,Collis Student Center,Dartmouth College,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Dartmouth College,Dartmouth College,Sudikoff Hall,Ripley Hall"
22:05:2013,82800.0,0.0,0.0,12000.0,0.0,0.0,2,0.0,3900.0,5,"Topliff Hall,Topliff Hall,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall,Robinson Hall,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Thornton Hall,Ripley Hall"
23:04:2013,63600.0,0.0,1200.0,14400.0,0.0,1200.0,1,0.0,0.0,5,"Ripley Hall,Dartmouth College,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Sphinx Secret Society,Ripley Hall,Ripley Hall,Sudikoff Hall,Sudikoff Hall,Ripley Hall,Ripley Hall,Collis Student Center,Collis Student Center,Hood Museum of Art,Ripley Hall,Topliff Hall,Topliff Hall,Ripley Hall,Ripley Hall,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Parker House"
23:05:2013,16800.0,0.0,1199.0,1200.0,0.0,7201.0,3,1.0,3900.0,5,"Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Casque & Gauntlet Senior Society,Hanover Inn Dartmouth,Ripley Hall,Ripley Hall,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall"
24:04:2013,65999.0,0.0,0.0,20401.0,1200.0,0.0,2,0.0,3900.0,5,"Floren Varsity House,Floren Varsity House,Collis Student Center,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Wheeler Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Wentworth Hall,Ripley Hall,Dartmouth College,Ripley Hall,Ripley Hall,Dartmouth College,Ripley Hall,Ripley Hall,0,Robinson Hall,Bartlett Hall,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Wentworth Hall,Moore Psychology Building,Dartmouth College,Dartmouth College"
25:04:2013,26403.0,0.0,8399.0,47998.0,0.0,2400.0,3,0.0,3900.0,5,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sphinx Secret Society,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Wentworth Hall,Wentworth Hall,Ripley Hall,Wentworth Hall,Ripley Hall,Dartmouth College,Ripley Hall,Ripley Hall,Black Family Visual Arts Center,Hood Museum of Art,Hood Museum of Art,Dartmouth College,Robinson Hall,Reed Hall"
26:04:2013,69598.0,0.0,9602.0,7200.0,0.0,0.0,4,0.0,3000.0,5,"0,Dartmouth College,Hopkins Center for the Arts,Hood Museum of Art,Black Family Visual Arts Center,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Robinson Hall,Ripley Hall,Ripley Hall,Dartmouth College,Ripley Hall,Topliff Hall,Dartmouth College,Ripley Hall,Wentworth Hall,Anonymous Hall,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Dartmouth College,Dartmouth College"
27:03:2013,33599.0,0.0,2400.0,10802.0,0.0,0.0,2,0.0,3900.0,5,"Ripley Hall,Ripley Hall,Collis Student Center,Collis Student Center,Dartmouth College,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Alumni Gymnasium,Ripley Hall,Dartmouth College"
27:04:2013,70803.0,6896.0,2703.0,2400.0,0.0,3598.0,5,0.0,0.0,5,"Dartmouth College,Alumni Gymnasium,Reed Hall,Dartmouth College,Dartmouth College,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Ripley Hall,Ripley Hall,0,0,Ripley Hall,Ripley Hall,Topliff Hall,Ripley Hall,Ripley Hall,Casque & Gauntlet Senior Society,Casque & Gauntlet Senior Society,Dartmouth College"
28:03:2013,50400.0,28800.0,1199.0,4800.0,0.0,1200.0,3,0.0,3900.0,5,"Dartmouth College,Dartmouth College,Collis Student Center,Ripley Hall,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Phi Delta Alpha,Rollins Chapel,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Robinson Hall,Class of 1978 Life Sciences Center,Life Sciences Greenhouse"
28:04:2013,77886.0,0.0,0.0,7199.0,1198.0,0.0,-1,0.0,0.0,5,"Dartmouth College,Mass Parking Lot,Class of 1953 Commons,Ripley Hall,Ripley Hall,Reed Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sanborn House,Dartmouth College,Ripley Hall,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall,Topliff Hall,Ripley Hall,Ripley Hall,Topliff Hall,Collis Student Center,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College"
29:03:2013,70801.0,0.0,3599.0,13201.0,0.0,0.0,4,0.0,3000.0,5,"Webster Hall,Dartmouth College,Dartmouth College,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Ripley Hall,Ripley Hall,Alumni Gymnasium,Alumni Gymnasium,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Collis Student Center,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Collis Student Center,Bartlett Hall,Dartmouth College"
29:04:2013,69587.0,0.0,6067.0,12025.0,0.0,0.0,0,0.0,3900.0,5,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall,Class of 1953 Commons,Dartmouth College,Wentworth Hall,Ripley Hall,Collis Student Center,Dartmouth College,Ripley Hall,Ripley Hall,Topliff Hall,0,Ripley Hall,Ripley Hall,0,Topliff Hall,Alumni Gymnasium,Alumni Gymnasium,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
30:03:2013,75601.0,0.0,1199.0,9599.0,0.0,0.0,5,0.0,0.0,5,"Berry Sports Center,Robinson Hall,Dartmouth College,Collis Student Center,Ripley Hall,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College"
30:04:2013,70781.0,1200.0,8400.0,7257.0,0.0,0.0,1,0.0,0.0,5,"Robinson Hall,Ripley Hall,Ripley Hall,Hanover Information booth,Dartmouth College,Dartmouth College,Hanover Inn Dartmouth,Hanover Inn Dartmouth,Hanover Inn Dartmouth,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Topliff Hall,Ripley Hall,Ripley Hall,Dartmouth College,Sudikoff Hall"
31:03:2013,70802.0,0.0,1198.0,8385.0,4800.0,1216.0,-1,0.0,0.0,5,"Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall,Class of 1953 Commons,Robinson Hall,Hopkins Center for the Arts,Ripley Hall,Ripley Hall,Vox Lane Parking Lot,Hallgarten Hall,Topliff Hall,Vox Lane Parking Lot,Ripley Hall,Ripley Hall,Sphinx Secret Society,Thornton Hall,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
