date,home_time,orthers,recreational_activities,school_time,travel_time,working,date_in_week,cut_class,class_schedule,volunteer,location_names,level
05:05:2013,57604.0,0.0,5999.0,7199.0,0.0,0.0,-1.0,0.0,0.0,60.0,"Dartmouth College,Hanover Inn Dartmouth,Hanover Inn Dartmouth,Hopkins Center for the Arts,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College",4.0
06:04:2013,17142.0,0.0,331.0,77231.0,0.0,0.0,5.0,0.0,0.0,60.0,"Sudikoff Hall,Robinson Hall,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Baker Memorial Library,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Berry Library,Sudikoff Hall,Berry Library,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College",1.0
06:05:2013,84392.0,0.0,3501.0,14401.0,0.0,0.0,0.0,0.0,0.0,60.0,"Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College",1.75
07:04:2013,58680.0,0.0,1200.0,24240.0,0.0,0.0,-1.0,0.0,0.0,60.0,"Dartmouth College,Hopkins Center for the Arts,Robinson Hall,Robinson Hall,Dartmouth College,Robinson Hall,Dartmouth College,Dartmouth College,Robinson Hall",2.1666666666666665
07:05:2013,38402.0,0.0,0.0,31200.0,0.0,0.0,1.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Dartmouth College,Dartmouth College,Dartmouth College",1.6
08:04:2013,41923.0,0.0,6001.0,33713.0,0.0,0.0,0.0,0.0,0.0,60.0,"Robinson Hall,Sudikoff Hall,Robinson Hall,Robinson Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Robinson Hall,Dartmouth College,Robinson Hall",1.0
08:05:2013,40802.0,1198.0,7199.0,38401.0,0.0,0.0,2.0,0.0,0.0,60.0,"Dartmouth College,CVS Pharmacy,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Webster Hall,Berry Library,Berry Library,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College",1.3333333333333333
09:04:2013,64814.0,0.0,4799.0,36317.0,0.0,0.0,1.0,0.0,0.0,60.0,"Robinson Hall,Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Chinese Language House,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Robinson Hall",2.6666666666666665
09:05:2013,64707.0,0.0,14400.0,7200.0,0.0,0.0,3.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Berry Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Berry Library,Dartmouth College",4.0
10:04:2013,57599.0,0.0,0.0,9505.0,0.0,0.0,2.0,0.0,0.0,60.0,"Robinson Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Class of 1953 Commons",1.8
10:05:2013,68304.0,0.0,0.0,17999.0,600.0,0.0,4.0,0.0,0.0,60.0,"Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0",1.0
11:04:2013,59414.0,1201.0,4680.0,20002.0,0.0,0.0,3.0,0.0,0.0,60.0,"Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth College,CVS Pharmacy,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Latin American, Latino/a, and Caribbean House,Latin American, Latino/a, and Caribbean House,Sherman House,Latin American, Latino/a, and Caribbean House,Latin American, Latino/a, and Caribbean House,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Class of 1953 Commons,Dartmouth College,Robinson Hall,Robinson Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Sudikoff Hall,Life Sciences Greenhouse",2.5
11:05:2013,0.0,140064.0,0.0,0.0,4477.0,0.0,5.0,0.0,0.0,60.0,"0,Terminal A,Terminal A,Terminal A Satellite,Terminal A Satellite,Terminal A,Terminal A,0",2.5
12:04:2013,34827.0,0.0,0.0,51617.0,0.0,0.0,4.0,0.0,0.0,60.0,"Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons",2.75
12:05:2013,17400.0,25801.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,60.0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0",3.0
13:04:2013,82785.0,0.0,0.0,2399.0,0.0,1221.0,5.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Alpha Theta,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",3.0
13:05:2013,7799.0,63066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",
14:04:2013,33580.0,0.0,22769.0,36090.0,0.0,0.0,-1.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Berry Library,Dartmouth College,Dartmouth College,Class of 1953 Commons,Robinson Hall,Dartmouth College,Dartmouth College,Starbucks",3.4
14:05:2013,10201.0,115445.0,0.0,599.0,0.0,0.0,1.0,0.0,0.0,60.0,"0,0,0,0,0,0,Louisiana State University Health Sciences Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terminal Ramp,Terminal Ramp,Terminal Ramp",
15:04:2013,16130.0,0.0,1200.0,64764.0,0.0,0.0,0.0,0.0,0.0,60.0,"Starbucks,Chinese Language House,Chinese Language House,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth Hall,Wentworth Hall,Robinson Hall",2.6666666666666665
15:05:2013,42092.0,0.0,2397.0,3000.0,0.0,0.0,2.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",2.0
16:04:2013,63384.0,1202.0,0.0,20389.0,1199.0,0.0,1.0,0.0,0.0,60.0,"Class of 1953 Commons,Dartmouth College,Dartmouth College,Thel,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,0,Sudikoff Hall,Sudikoff Hall,Morton Hall,0,0,Dartmouth College",2.8
16:05:2013,49724.0,0.0,0.0,35221.0,0.0,0.0,3.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Class of 1953 Commons,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",1.0
17:04:2013,68314.0,0.0,0.0,18088.0,0.0,0.0,2.0,0.0,0.0,60.0,"Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,0,0,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Dartmouth College",1.8
17:05:2013,73807.0,0.0,0.0,13202.0,0.0,0.0,4.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",
18:04:2013,61280.0,2400.0,9461.0,12057.0,0.0,0.0,3.0,0.0,0.0,60.0,"Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Nugget Arcade,Hanover Post Office,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Berry Library,Carson Hall,Life Sciences Greenhouse,Life Sciences Greenhouse",1.75
18:05:2013,74695.0,0.0,4935.0,4064.0,0.0,3596.0,5.0,0.0,0.0,60.0,"Hanover Inn Dartmouth,Robinson Hall,Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Chi Gamma Epsilon,Dartmouth College,Dartmouth College,Zeta Psi,Sigma Nu Delta Beta,Kappa Pi Kappa,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",2.5
19:04:2013,62396.0,2496.0,14147.0,7201.0,1105.0,0.0,4.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Topliff Courts,Berry Sports Center,Berry Sports Center,Hood Museum of Art,Chinese Language House,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Life Sciences Greenhouse,0,Von Bargen's Jewelry,Boloco,Dartmouth Co-Op,Dartmouth College",2.4
19:05:2013,83464.0,0.0,2778.0,0.0,0.0,0.0,-1.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",4.0
20:04:2013,85199.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Chinese Language House,Chinese Language House,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",4.333333333333333
20:05:2013,73811.0,0.0,2400.0,10806.0,0.0,0.0,0.0,0.0,0.0,60.0,"Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",4.0
21:04:2013,82742.0,0.0,2456.0,1860.0,0.0,0.0,-1.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Topliff Hall,0,0,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts",1.0
21:05:2013,68142.0,0.0,6596.0,10201.0,601.0,601.0,1.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Blunt Alumni Center Parking Lot,Dartmouth College,Berry Library,Dartmouth Hall,Dartmouth Hall,Sigma Alpha Epsilon Fraternity,Berry Library,Berry Library,Sudikoff Hall,Sudikoff Hall,Berry Library,Berry Library,Dartmouth College",3.0
22:04:2013,69666.0,0.0,0.0,16735.0,0.0,0.0,0.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College",1.0
22:05:2013,68429.0,0.0,0.0,17996.0,0.0,0.0,2.0,0.0,0.0,60.0,"Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,House Center B,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",3.3333333333333335
23:04:2013,25848.0,0.0,2375.0,60099.0,0.0,0.0,1.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Baker Memorial Library,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Sudikoff Hall,Sudikoff Hall,Carson Hall,Dartmouth Hall,Dartmouth Hall,Dartmouth College",1.6666666666666667
23:05:2013,73576.0,0.0,3001.0,18000.0,0.0,0.0,3.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Robinson Hall",4.0
24:04:2013,80679.0,0.0,0.0,7295.0,0.0,0.0,2.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Robinson Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College",2.5
24:05:2013,69609.0,0.0,0.0,7799.0,0.0,0.0,4.0,0.0,0.0,60.0,"Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Dartmouth College,Dartmouth College,Dartmouth College",1.0
25:04:2013,67209.0,0.0,5999.0,8398.0,1199.0,0.0,3.0,0.0,0.0,60.0,"Hopkins Center for the Arts,Hopkins Center for the Arts,Parkhurst Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Maynard Parking Lot,Berry Library,Berry Library,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Guarini Institute for International Education",2.8
25:05:2013,70203.0,0.0,15000.0,600.0,0.0,0.0,5.0,0.0,0.0,60.0,"Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Berry Library,Berry Library,Dartmouth College,Dartmouth College",1.0
26:04:2013,73201.0,0.0,0.0,13199.0,0.0,0.0,4.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Anonymous Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College",2.5
26:05:2013,74842.0,0.0,3000.0,7800.0,5920.0,0.0,-1.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,Hopkins Center for the Arts,Hopkins Center for the Arts,Hanover Inn Dartmouth,Dartmouth College,Dartmouth College,Dartmouth College,South Block Parking Garage,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Mass Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",4.0
27:03:2013,32578.0,0.0,4798.0,9599.0,0.0,0.0,2.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Alumni Gymnasium,Alumni Gymnasium,Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Reed Hall,Reed Hall,Hopkins Center for the Arts",2.0
27:04:2013,71234.0,0.0,11989.0,7210.0,0.0,0.0,5.0,0.0,0.0,60.0,"Berry Library,Berry Library,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Berry Library,Berry Library,Sudikoff Hall,Sudikoff Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",4.0
27:05:2013,10796.0,1199.0,65402.0,3604.0,0.0,0.0,0.0,0.0,0.0,60.0,"Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Robinson Hall,Berry Library,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dick's House",3.0
28:03:2013,40681.0,0.0,4801.0,39717.0,1201.0,0.0,3.0,0.0,0.0,60.0,"Hopkins Center for the Arts,Baker Memorial Library,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Robinson Hall,Dartmouth College,Dana Circle Parking Lot,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center",2.0
28:04:2013,69899.0,0.0,3600.0,9322.0,0.0,0.0,-1.0,0.0,0.0,60.0,"Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Berry Library,Dartmouth College",2.5
