date,home_time,school_time,recreational_activities,travel_time,working,orthers,date_in_week,cut_class,class_schedule,volunteer,location_names,level
06:04:2013,63600.0,27600.0,0.0,1200.0,0.0,0.0,5.0,0.0,0.0,20.0,"Haldeman Center,Haldeman Center,0,Berry Hall,Berry Hall,0,0,Robinson Hall",2.0
06:05:2013,10752.0,0.0,2377.0,0.0,0.0,0.0,0.0,1.0,11700.0,20.0,"Bildner Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Bildner Hall,Bildner Hall,0",1.0
07:04:2013,27600.0,43200.0,10800.0,0.0,0.0,0.0,-1.0,0.0,0.0,20.0,"Class of 1953 Commons,Black Family Visual Arts Center,Black Family Visual Arts Center,Collis Student Center,Collis Student Center,Berry Hall,Berry Hall,Class of 1953 Commons,Class of 1953 Commons,Black Family Visual Arts Center,Black Family Visual Arts Center",3.0
07:05:2013,38400.0,54054.0,2420.0,0.0,0.0,0.0,1.0,0.0,7800.0,20.0,"0,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,The Lodge,Black Family Visual Arts Center,Dartmouth College,Sudikoff Hall",3.0
08:04:2013,51600.0,32400.0,2400.0,0.0,0.0,0.0,0.0,0.0,11700.0,20.0,"Collis Student Center,Collis Student Center,Class of 1953 Commons,Class of 1953 Commons,Sudikoff Hall,Bildner Hall,Bildner Hall,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Berry Hall,Berry Hall,0",2.0
08:05:2013,35981.0,38381.0,3525.0,0.0,0.0,0.0,2.0,0.0,11700.0,20.0,"Sudikoff Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Berry Library,Sudikoff Hall,Sudikoff Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Sudikoff Hall,Sudikoff Hall,Bildner Hall,0",2.0
09:04:2013,57600.0,12000.0,13200.0,2400.0,0.0,0.0,1.0,0.0,7800.0,20.0,"Haldeman Center,Bildner Hall,Bildner Hall,Class of 1953 Commons,Class of 1953 Commons,Black Family Visual Arts Center,Hood Museum of Art,Collis Student Center,Collis Student Center,Dartmouth College,Berry Hall,Bildner Hall,Black Family Visual Arts Center,Black Family Visual Arts Center,South Block Parking Garage,South Block Parking Garage",1.0
09:05:2013,32401.0,26435.0,20461.0,0.0,5963.0,0.0,3.0,0.0,3900.0,20.0,"0,Sudikoff Hall,Sudikoff Hall,Black Family Visual Arts Center,Black Family Visual Arts Center,Alpha Theta,Alpha Theta,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Byrne II Hall,Sudikoff Hall,Sudikoff Hall,Black Family Visual Arts Center,Black Family Visual Arts Center,Black Family Visual Arts Center,Hopkins Center for the Arts,Hopkins Center for the Arts",2.0
10:04:2013,45600.0,22800.0,19200.0,0.0,0.0,0.0,2.0,0.0,11700.0,20.0,"Sudikoff Hall,Berry Hall,Bildner Hall,Black Family Visual Arts Center,Black Family Visual Arts Center,Sudikoff Hall,Collis Student Center,Collis Student Center,Berry Hall,Berry Hall,Berry Library,Berry Library,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College",2.0
10:05:2013,50484.0,22801.0,14355.0,0.0,0.0,0.0,4.0,0.0,9000.0,20.0,"Black Family Visual Arts Center,Black Family Visual Arts Center,Hood Museum of Art,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Dartmouth College,Collis Student Center,Collis Student Center,Bildner Hall,Bildner Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Bildner Hall,Bildner Hall,0",2.0
11:04:2013,61200.0,6000.0,18000.0,0.0,0.0,0.0,3.0,0.0,3900.0,20.0,"0,Berry Hall,Bildner Hall,Black Family Visual Arts Center,Black Family Visual Arts Center,Class of 1953 Commons,Class of 1953 Commons,Berry Hall,Bildner Hall,Collis Student Center,Life Sciences Greenhouse,Life Sciences Greenhouse",2.0
11:05:2013,90073.0,0.0,1140.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,"0,Bildner Hall,Bildner Hall,Dartmouth College,Dartmouth College,Bildner Hall",
12:04:2013,46800.0,26400.0,14400.0,0.0,0.0,0.0,4.0,0.0,9000.0,20.0,"Bildner Hall,Black Family Visual Arts Center,Black Family Visual Arts Center,Collis Student Center,Collis Student Center,Bildner Hall,Bildner Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Bildner Hall,Berry Hall,0",2.0
12:05:2013,67200.0,20400.0,3600.0,0.0,0.0,0.0,-1.0,0.0,0.0,20.0,"Berry Hall,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Collis Student Center,Collis Student Center,Berry Library,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Bildner Hall",4.0
13:04:2013,66003.0,18005.0,2400.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,"0,Berry Hall,Berry Hall,0,0,Class of 1953 Commons",1.0
13:05:2013,43200.0,32400.0,1200.0,0.0,0.0,0.0,0.0,0.0,11700.0,20.0,"Bildner Hall,Berry Library,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College",2.0
14:04:2013,42652.0,13200.0,16799.0,12549.0,0.0,0.0,-1.0,0.0,0.0,20.0,"Class of 1953 Commons,Marshall Parking Lot,0,0,Class of 1953 Commons,Class of 1953 Commons,0,Collis Student Center,Bildner Hall,Berry Hall,Berry Library,Berry Library",2.0
14:05:2013,40800.0,27600.0,16800.0,0.0,0.0,0.0,1.0,0.0,7800.0,20.0,"Dartmouth College,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Berry Library,Berry Library,Bildner Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Berry Library,Berry Library,Black Family Visual Arts Center,Black Family Visual Arts Center,Sudikoff Hall,Sudikoff Hall",1.0
15:04:2013,54000.0,24000.0,2401.0,4800.0,0.0,2399.0,0.0,0.0,11700.0,20.0,"South Block Parking Garage,South Block Parking Garage,Robinson Hall,Collis Student Center,Collis Student Center,Collis Student Center,Collis Student Center,Sarner Underground,0,Edgerton House,Edgerton House,Dartmouth College,Bildner Hall,Berry Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Bildner Hall,Berry Hall,Haldeman Center",1.3333333333333333
15:05:2013,42000.0,39600.0,7200.0,0.0,0.0,0.0,2.0,0.0,11700.0,20.0,"Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Berry Library",2.5
16:04:2013,73200.0,0.0,12000.0,0.0,0.0,0.0,1.0,1.0,7800.0,20.0,"0,Bildner Hall,Bildner Hall,Black Family Visual Arts Center,Black Family Visual Arts Center",2.0
16:05:2013,26400.0,40800.0,15600.0,1200.0,0.0,0.0,3.0,0.0,3900.0,20.0,"Berry Library,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Black Family Visual Arts Center,Black Family Visual Arts Center,0,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Collis Student Center,Collis Student Center,Class of 1953 Commons,Class of 1953 Commons,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Dartmouth College,Black Family Visual Arts Center,The Lodge,Parker House,Sudikoff Hall",2.0
17:04:2013,44402.0,19199.0,23999.0,0.0,0.0,0.0,2.0,0.0,11700.0,20.0,"0,0,Black Family Visual Arts Center,Black Family Visual Arts Center,Collis Student Center,0,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Life Sciences Greenhouse,Life Sciences Greenhouse,Berry Hall,Bildner Hall,0",2.0
17:05:2013,37200.0,7200.0,42000.0,0.0,1200.0,0.0,4.0,0.0,9000.0,20.0,"Sudikoff Hall,Berry Library,Black Family Visual Arts Center,Black Family Visual Arts Center,Black Family Visual Arts Center,Black Family Visual Arts Center,Sigma Alpha Epsilon Fraternity,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Berry Library,Berry Library,Black Family Visual Arts Center,Black Family Visual Arts Center,Berry Library,Berry Library,Dartmouth College",3.0
18:04:2013,49201.0,16798.0,18001.0,0.0,0.0,1200.0,3.0,0.0,3900.0,20.0,"0,Bildner Hall,Black Family Visual Arts Center,Black Family Visual Arts Center,Black Family Visual Arts Center,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,0,Bildner Hall,Bildner Hall,Dartmouth College,0,0,Collis Student Center,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Black Family Visual Arts Center,Black Family Visual Arts Center,Black Family Visual Arts Center,Fairchild Physical Sciences Center,Life Sciences Greenhouse,Class of 1978 Life Sciences Center",2.0
18:05:2013,49199.0,18002.0,25200.0,0.0,0.0,6000.0,5.0,0.0,0.0,20.0,"Dartmouth College,Black Family Visual Arts Center,Heating & Electric Plant,Black Family Visual Arts Center,Heating & Electric Plant,Heating & Electric Plant,Black Family Visual Arts Center,Heating & Electric Plant,Heating & Electric Plant,Black Family Visual Arts Center,Black Family Visual Arts Center,Black Family Visual Arts Center,Black Family Visual Arts Center,Sudikoff Hall,Bildner Hall,Bildner Hall,Sudikoff Hall",3.0
19:04:2013,16800.0,18000.0,13200.0,39600.0,0.0,0.0,4.0,0.0,9000.0,20.0,"Dartmouth College,Berry Library,Berry Library,Black Family Visual Arts Center,Black Family Visual Arts Center,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Collis Student Center,Collis Student Center,Berry Hall,Berry Hall,Gilman Parking Lot,Bildner Hall,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Bildner Hall,Bildner Hall,Haldeman Center",1.0
19:05:2013,52801.0,12005.0,0.0,0.0,10793.0,0.0,-1.0,0.0,0.0,20.0,"Sudikoff Hall,Dartmouth College,Dartmouth College,Collis Student Center,Class of 1953 Commons,Class of 1953 Commons,Alpha Theta,Bildner Hall,Bildner Hall,Collis Student Center,Collis Student Center,Berry Hall",4.0
20:04:2013,183600.0,2400.0,1200.0,0.0,1200.0,0.0,5.0,0.0,0.0,20.0,"Haldeman Center,Sudikoff Hall,Bildner Hall,Alpha Theta,Berry Library,Bildner Hall",
20:05:2013,69600.0,11998.0,3602.0,0.0,0.0,0.0,0.0,0.0,11700.0,20.0,"Bildner Hall,Dartmouth College,Berry Library,Class of 1953 Commons,Bildner Hall,Bildner Hall,Berry Library,Sudikoff Hall",2.5
21:05:2013,51596.0,24000.0,8402.0,1202.0,0.0,0.0,1.0,0.0,7800.0,20.0,"Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,0,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Black Family Visual Arts Center,Black Family Visual Arts Center,Dartmouth College,Dartmouth College",1.0
22:04:2013,58800.0,0.0,12000.0,0.0,0.0,0.0,0.0,1.0,11700.0,20.0,"Bildner Hall,Berry Library,Berry Library,Bildner Hall,Berry Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College",
22:05:2013,34802.0,53996.0,0.0,1202.0,0.0,0.0,2.0,0.0,11700.0,20.0,"Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,0,Dartmouth College,Class of 1953 Commons,Sarner Underground,Bildner Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall",3.0
23:04:2013,49200.0,24000.0,12000.0,0.0,0.0,0.0,1.0,0.0,7800.0,20.0,"0,Bildner Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Black Family Visual Arts Center,Hopkins Center for the Arts,Hopkins Center for the Arts",1.0
23:05:2013,48002.0,22799.0,12000.0,0.0,0.0,0.0,3.0,0.0,3900.0,20.0,"Sudikoff Hall,Bildner Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Berry Library,Berry Library,Black Family Visual Arts Center,Black Family Visual Arts Center,Black Family Visual Arts Center,Dartmouth College,Sudikoff Hall",2.5
24:04:2013,82804.0,8400.0,26396.0,0.0,0.0,0.0,2.0,0.0,11700.0,20.0,"0,0,Black Family Visual Arts Center,Black Family Visual Arts Center,The Lodge,Black Family Visual Arts Center,Black Family Visual Arts Center,Berry Library,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College,Bildner Hall",
24:05:2013,51869.0,39600.0,0.0,0.0,0.0,0.0,4.0,0.0,9000.0,20.0,"Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Byrne II Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall",2.5
25:04:2013,37200.0,8311.0,9689.0,0.0,1200.0,0.0,3.0,0.0,3900.0,20.0,"Alpha Theta,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Collis Student Center,0,Collis Student Center,Black Family Visual Arts Center,Black Family Visual Arts Center,Berry Library,Life Sciences Greenhouse,Life Sciences Greenhouse",2.0
25:05:2013,52834.0,26367.0,4799.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,"Sudikoff Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Berry Library,Berry Library,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Bildner Hall",2.0
26:04:2013,49205.0,8399.0,28722.0,0.0,0.0,0.0,4.0,0.0,9000.0,20.0,"Black Family Visual Arts Center,Black Family Visual Arts Center,Dartmouth College,Sudikoff Hall,Vail,Life Sciences Greenhouse,Life Sciences Greenhouse,0,Collis Student Center,Bildner Hall,Bildner Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Bildner Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,0",1.0
26:05:2013,39600.0,49200.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,20.0,"Bildner Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Sudikoff Hall",2.0
27:03:2013,43201.0,1200.0,2399.0,0.0,0.0,0.0,2.0,1.0,11700.0,20.0,"Berry Hall,Bildner Hall,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Bildner Hall,Berry Hall,0",1.0
27:04:2013,68341.0,28800.0,1220.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,"0,Bildner Hall,Bildner Hall,Sudikoff Hall",
27:05:2013,36000.0,45600.0,0.0,0.0,0.0,0.0,0.0,0.0,11700.0,20.0,"Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall",
28:03:2013,44398.0,32402.0,9600.0,0.0,0.0,0.0,3.0,0.0,3900.0,20.0,"Haldeman Center,0,Dartmouth College,Collis Student Center,Collis Student Center,0,0,Collis Student Center,Collis Student Center,Black Family Visual Arts Center,Black Family Visual Arts Center,Class of 1978 Life Sciences Center,Life Sciences Greenhouse",2.5
28:04:2013,67211.0,25422.0,2283.0,0.0,0.0,0.0,-1.0,0.0,0.0,20.0,"Sudikoff Hall,0,Class of 1953 Commons,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Bildner Hall",
28:05:2013,30613.0,44402.0,10800.0,597.0,0.0,0.0,1.0,0.0,7800.0,20.0,"Sudikoff Hall,0,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Berry Library,Black Family Visual Arts Center,Black Family Visual Arts Center,Sudikoff Hall,Sudikoff Hall",
29:03:2013,49202.0,13199.0,25199.0,0.0,0.0,0.0,4.0,0.0,9000.0,20.0,"Black Family Visual Arts Center,Black Family Visual Arts Center,Hopkins Center for the Arts,Sudikoff Hall,Sudikoff Hall,Berry Hall,Bildner Hall,0,Dartmouth College,Leverone Field House,Leverone Field House,Topliff Courts,Collis Student Center,Berry Hall,Bildner Hall,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Collis Student Center,Collis Student Center,Dartmouth College,Haldeman Center",1.0
29:04:2013,48005.0,14334.0,3662.0,0.0,0.0,0.0,0.0,0.0,11700.0,20.0,"Berry Hall,0,0,Berry Library,Bildner Hall,Bildner Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Bildner Hall,Bildner Hall,0",2.6666666666666665
29:05:2013,20399.0,64802.0,2399.0,0.0,0.0,0.0,2.0,0.0,11700.0,20.0,"0,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Bildner Hall,Bildner Hall,Dartmouth College",4.0
30:03:2013,64511.0,19200.0,7198.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,"Haldeman Center,Berry Hall,Berry Hall,Collis Student Center,Collis Student Center,0,0,Black Family Visual Arts Center,Black Family Visual Arts Center,0,0,Collis Student Center",1.5
30:04:2013,39612.0,82789.0,1200.0,0.0,0.0,0.0,1.0,0.0,7800.0,20.0,"Haldeman Center,Winfred-Raven House,Bildner Hall,Bildner Hall,Class of 1953 Commons,Class of 1953 Commons,Bildner Hall,Sudikoff Hall,Sudikoff Hall,Bildner Hall,Bildner Hall,Sudikoff Hall,Sudikoff Hall,The Lodge,Black Family Visual Arts Center,Sudikoff Hall",
30:05:2013,154378.0,4755.0,2401.0,0.0,0.0,0.0,3.0,0.0,3900.0,20.0,"0,Collis Student Center,Collis Student Center,Parker House,Bildner Hall",
31:03:2013,110473.0,1200.0,1200.0,0.0,0.0,0.0,-1.0,0.0,0.0,20.0,"Collis Student Center,Dartmouth College,Dartmouth College,Bildner Hall,Hopkins Center for the Arts,0",1.0
31:05:2013,2400.0,3600.0,3600.0,0.0,0.0,0.0,4.0,1.0,9000.0,20.0,"Bildner Hall,Black Family Visual Arts Center,Black Family Visual Arts Center,Sudikoff Hall,Sudikoff Hall",5.0
