,tnv,distance,velocity,accelerate,hour in date,min in date,moving,inactive
106,1,709.1434386526348,0.5885007789648422,0.0004883823891824,0,28,True,2.0
107,1,553.5673335900698,0.4620762383890399,0.0003857063759507,0,48,True,2.0
108,1,8.620441034506888,0.0072017051249013,6.016462092649396e-06,1,8,False,1.0
109,1,700.3734681665685,0.5836445568054738,0.0004863704640045,1,28,True,2.0
110,1,272.04252235881216,0.2267021019656768,0.0001889184183047,1,48,True,2.0
111,1,29.305575671590884,0.024421313059659,2.035109421638256e-05,2,8,True,2.0
112,1,27.43880258852656,0.0228656688237721,1.905472401981011e-05,2,28,True,2.0
126,1,2.8138856637893706,0.0023449047198244,1.954087266520396e-06,7,8,False,1.0
127,1,23.16995600272053,0.0193082966689337,1.609024722411148e-05,7,28,True,2.0
128,1,3.5002021089901665,0.0029168350908251,2.430695909020949e-06,7,48,False,1.0
129,1,20.36979369176645,0.016974828076472,1.4145690063726702e-05,8,8,True,2.0
131,1,1.0706492304493611,1.0706492304493611,1.0706492304493611,8,28,False,1.0
132,1,7193.5521327039005,2.998562789789037,0.0012499219632301,9,8,True,2.0
135,1,0.1646667581212683,0.0001372222984343,1.1435191536199193e-07,10,8,False,1.0
136,1,20740.83065762428,17.284025548020228,0.0144033546233501,10,28,True,2.0
137,1,0.0,0.0,0.0,10,48,False,1.0
138,1,12116.278796578235,10.09689899714853,0.0084140824976237,11,8,True,2.0
139,1,12116.278796578235,10.09689899714853,0.0084140824976237,11,28,True,2.0
140,1,12116.278796578235,10.09689899714853,0.0084140824976237,11,48,True,2.0
142,1,0.0,0.0,0.0,12,8,False,1.0
143,1,775.2380272261772,0.2153438964517159,5.9817749014365525e-05,13,8,True,2.0
144,1,775.2380272261772,0.2156434011755708,5.998425623798911e-05,14,8,True,2.0
147,1,0.0,0.0,0.0,14,48,False,1.0
148,1,8613.243653296793,2.043474176345621,0.0004848100062504,15,59,True,2.0
149,1,20.05229569022576,0.023507966811519,2.755916390564955e-05,16,13,True,2.0
150,1,64.47533172360713,0.0642184578920389,6.396260746219022e-05,16,30,True,2.0
151,1,76.82121447228701,0.0476558402433542,2.956317632962421e-05,16,56,True,2.0
152,1,8645.641825295084,4.524145382153367,0.0023674230152555,17,28,True,2.0
154,1,0.0,0.0,0.0,18,8,False,1.0
155,1,8624.585076726897,7.187154230605747,0.0059892951921714,18,28,True,2.0
156,1,8624.392897706792,7.186994081422326,0.0059891617345186,18,48,True,2.0
157,1,1430.7861048150598,1.19232175401255,0.0009936014616771,19,8,True,2.0
160,1,1.207912090429657,0.0010065934086913,8.388278405761506e-07,20,8,False,1.0
161,1,23.43073865142512,0.0195256155428542,1.627134628571189e-05,20,28,True,2.0
162,1,20.58940007940869,0.0171578333995072,1.429819449958937e-05,20,48,True,2.0
163,1,291.5031104882181,0.2429192587401817,0.0002024327156168,21,8,True,2.0
164,1,12.696653905699357,0.0105805449214161,8.817120767846775e-06,21,28,False,1.0
165,1,26.83457131368248,0.022362142761402,1.8635118967835055e-05,21,48,True,2.0
166,1,44.06084069308359,0.0366258027373928,3.044538880913786e-05,22,8,True,2.0
167,1,899.1176754577218,0.7511425860131343,0.0006275209574044,22,28,True,2.0
168,1,357.4572973550639,0.2978810811292199,0.0002482342342743,22,48,True,2.0
170,1,9.251872170015542,0.0077098934750129,6.424911229177459e-06,23,28,False,1.0
171,1,741.8679515310612,0.618223292942551,0.0005151860774521,23,48,True,2.0
172,1,216.0662133075592,0.1800551777562993,0.0001500459814635,0,8,True,2.0
173,1,2.0589408132508265,0.0017157840110423,1.4298200092019628e-06,0,28,False,1.0
174,1,311.6804596322373,0.2597337163601977,0.0002164447636334,0,48,True,2.0
175,1,22.455883466385995,0.0187132362219883,1.5594363518323607e-05,1,8,True,2.0
177,1,3.953114499025828,0.0032942620825215,2.7452184021012696e-06,1,48,False,1.0
178,1,189.90532325377555,0.1613469186523156,0.0001370831934174,2,8,True,2.0
179,1,131.3559458680027,0.1074046981749817,8.782068534340291e-05,2,28,True,2.0
180,1,3.6100090983880446,0.0030083409153233,2.5069507627694754e-06,2,48,False,1.0
181,1,235.6400014592018,0.1963666678826681,0.0001636388899022,3,8,True,2.0
182,1,232.6064957516689,0.193838746459724,0.0001615322887164,3,28,True,2.0
186,1,3.774725037277205,0.003145604197731,2.621336831442504e-06,4,48,False,1.0
187,1,327.4973133091834,0.2729144277576528,0.000227428689798,5,8,True,2.0
188,1,88.2338168478881,17.64676336957762,3.529352673915524,5,8,True,2.0
189,1,369.8223041201933,0.0771266536225637,1.6084807846207254e-05,6,28,True,2.0
190,1,768.4642195820908,0.6403868496517423,0.0005336557080431,6,48,True,2.0
191,1,502.908672459211,0.4190905603826758,0.0003492421336522,7,8,True,2.0
192,1,7713.385231340693,6.427821026117244,0.0053565175217643,7,28,True,2.0
211,1,0.4665558233348842,0.0003887965194457,3.2399709953811405e-07,13,48,False,1.0
212,1,7725.931298923304,0.2037106812984049,5.37126723879146e-06,0,20,True,2.0
224,1,5.229824215445536,0.0043581868462046,3.6318223718371778e-06,4,20,False,1.0
225,1,7754.76601255209,6.560715746659975,0.0055505209362605,4,40,True,2.0
226,1,28.17583849026214,0.0231328723236963,1.8992506012886977e-05,5,0,True,2.0
274,1,0.0274444603860105,2.2870383655008797e-05,1.9058653045840663e-08,21,0,False,1.0
275,1,8623.830092573306,7.186525077144421,0.0059887708976203,21,20,True,2.0
276,1,12451.262564294371,10.436934253390085,0.0087484779994887,21,40,True,2.0
277,1,3063.766392064305,2.638903007807325,0.0022729569404025,22,0,True,2.0
278,1,10212.480604893382,8.196212363477835,0.0065780195533529,22,20,True,2.0
279,1,11285.114801462843,9.40426233455237,0.0078368852787936,22,40,True,2.0
280,1,20733.977403897687,17.278314503248072,0.0143985954193733,23,0,True,2.0
294,1,0.0,0.0,0.0,3,20,False,1.0
295,1,1305.0260320616617,0.5462645592556139,0.0002286582500023,4,0,True,2.0
296,1,9928.773492827691,8.20559792795677,0.0067814858908733,4,20,True,2.0
297,1,8623.85753702816,7.186547947523466,0.0059887899562695,4,40,True,2.0
338,1,0.0,0.0,0.0,18,20,False,1.0
339,1,6406.905444324836,5.921354384773416,0.0054726010949846,18,38,True,2.0
340,1,1360.3156673085598,1.0321059691263732,0.0007830849538136,19,0,True,2.0
341,1,414.6906197221121,0.3455755164350934,0.0002879795970292,19,20,True,2.0
342,1,158.89584189291747,0.1324132015774312,0.0001103443346478,19,40,True,2.0
345,1,2.196203351084065,0.0018301694592367,1.5251412160306008e-06,20,40,False,1.0
346,1,224.45096180446413,0.1870424681703867,0.0001558687234753,21,0,True,2.0
347,1,63.04410490810508,0.0525367540900875,4.378062840840631e-05,21,20,True,2.0
349,1,2.4569751989951665,0.0020474793324959,1.706232777079977e-06,22,0,False,1.0
350,1,289.93850520237515,0.2674709457586486,0.0002467444149065,22,18,True,2.0
351,1,210.8091267992864,0.160189306078485,0.0001217243967161,22,40,True,2.0
352,1,10.926216058568563,0.0091051800488071,7.587650040672615e-06,23,0,False,1.0
353,1,109.5644115217134,0.0913036762680944,7.608639689007875e-05,23,20,True,2.0
354,1,126.15962971379736,0.1051330247614978,8.761085396791485e-05,23,40,True,2.0
356,1,7.9338632604198365,0.0066115527170165,5.509627264180442e-06,0,20,False,1.0
357,1,55.73053066167751,0.0462878161641839,3.844503003669765e-05,0,40,True,2.0
358,1,502.9965706158644,0.4205656944948698,0.0003516435572699,1,0,True,2.0
360,1,5.202189403908667,0.0043351578365905,3.6126315304921297e-06,1,40,False,1.0
361,1,101.66939622066924,0.0845132138160176,7.025204805986504e-05,2,0,True,2.0
362,1,212.2895886301293,0.1773513689474764,0.0001481632154949,2,20,True,2.0
364,1,0.9882916055432516,0.0008235763379527,6.863136149605913e-07,3,0,False,1.0
365,1,20.136449356249425,0.0167803744635411,1.398364538628432e-05,3,20,True,2.0
369,1,6.067012289681196,0.0050558435747343,4.213202978945275e-06,4,40,False,1.0
370,1,33.06656312937494,0.0274867523934953,2.2848505730253847e-05,5,0,True,2.0
373,1,4.749282252695268,0.0039577352105793,3.298112675482825e-06,6,0,False,1.0
374,1,36.56675899394143,0.0304722991616178,2.5393582634681548e-05,6,20,True,2.0
375,1,528.5769657967854,0.4397478916778581,0.0003658468316787,6,40,True,2.0
376,1,7721.113191352927,3.219813674459102,0.0013427079543198,7,20,True,2.0
405,1,0.0,0.0,0.0,17,0,False,1.0
406,1,20731.340154300226,17.27611679525019,0.0143967639960418,17,20,True,2.0
407,1,12881.463354093788,10.734552795078155,0.0089454606625651,17,40,True,2.0
408,1,0.0,0.0,0.0,18,0,False,1.0
409,1,773.6319620395467,0.6446933016996222,0.000537244418083,18,20,True,2.0
410,1,0.0,0.0,0.0,18,40,False,1.0
411,1,3041.408852486268,2.528186909797397,0.0021015685035722,19,0,True,2.0
412,1,3939.788173927839,3.2913852747935164,0.0027496953005793,19,20,True,2.0
429,1,0.6588754487090763,0.0005490628739242,4.575523949368586e-07,1,0,False,1.0
430,1,7916.034565780219,6.569323291103916,0.0054517205735302,1,20,True,2.0
431,1,576.6258534136738,0.4825320949068399,0.0004037925480391,1,40,True,2.0
432,1,81.91717424600566,0.0682643118716713,5.688692655972615e-05,2,0,True,2.0
433,1,185.5154684368944,0.154596223697412,0.0001288301864145,2,20,True,2.0
434,1,432.93439818579697,0.3607786651548308,0.000300648887629,2,40,True,2.0
438,1,0.0,0.0,0.0,4,0,False,1.0
439,1,421.3731034235429,60.196157631934696,8.599451090276386,4,1,True,2.0
440,1,6558.797188613902,2.743118857638604,0.0011472684473603,4,40,True,2.0
444,1,0.0,0.0,0.0,6,0,False,1.0
445,1,9698.6050309026,8.143245198071034,0.0068373175466591,6,20,True,2.0
446,1,2837.6400350593726,2.489157925490678,0.0021834718644655,6,39,True,2.0
447,1,12561.954957752145,9.899097681443768,0.0078007073927846,7,0,True,2.0
448,1,0.0,0.0,0.0,7,1,False,1.0
449,1,25.710824547469866,0.0108028674569201,4.539019939882399e-06,7,40,True,2.0
453,1,0.0,0.0,0.0,8,40,False,1.0
454,1,773.6319620395467,0.215196651471362,5.985998650107429e-05,9,40,True,2.0
455,1,0.0,0.0,0.0,10,0,False,1.0
456,1,7863.555206407385,6.837874092528161,0.0059459774717636,10,20,True,2.0
457,1,28.050982325634447,0.0290985293834382,3.018519645584878e-05,10,36,True,2.0
458,1,8609.13605152972,5.793496669939247,0.0038987191587747,11,0,True,2.0
460,1,0.0,0.0,0.0,11,40,False,1.0
461,1,522.9110520182243,0.4357592100151869,0.0003631326750126,12,0,True,2.0
462,1,9145.999758164631,7.621666465137194,0.0063513887209476,12,20,True,2.0
480,1,0.0,0.0,0.0,18,20,False,1.0
481,1,8622.237834573114,7.185198195477595,0.0059876651628979,18,40,True,2.0
482,1,1207.8291599888207,1.0065242999906838,0.0008387702499922,19,0,True,2.0
483,1,221.79010110455948,0.1848250842537995,0.0001540209035448,19,20,True,2.0
487,1,1.4138061429120292,0.00117817178576,9.81809821466687e-07,20,40,False,1.0
488,1,287.412736516984,0.2395106137641533,0.0001995921781367,21,0,True,2.0
491,1,0.0137261217835515,1.14384348196263e-05,9.532029016355248e-09,22,0,False,1.0
492,1,306.83564536736395,0.2556963711394699,0.0002130803092828,22,20,True,2.0
493,1,924.6892751581896,0.7705743959651581,0.0006421453299709,22,40,True,2.0
494,1,17.158522485982633,0.0142987687383188,1.1915640615265718e-05,23,0,False,1.0
495,1,20.31568931069152,0.0169297410922429,1.4108117576869112e-05,23,20,True,2.0
496,1,610.3001412290608,0.5085834510242173,0.0004238195425201,23,40,True,2.0
497,1,117.6767321421539,0.0980639434517949,8.171995287649576e-05,0,0,True,2.0
498,1,3.5551385103199,0.0029626154252665,2.4688461877221523e-06,0,20,False,1.0
499,1,310.8736322035929,0.2590613601696607,0.000215884466808,0,40,True,2.0
500,1,245.76691057904236,0.2048057588158686,0.0001706714656798,1,0,True,2.0
503,1,7.91995364300987,0.0065999613691748,5.499967807645743e-06,2,0,False,1.0
504,1,321.9476022060207,0.2682896685050172,0.0002235747237541,2,20,True,2.0
506,1,1.4138060523238576,0.0011781717102698,9.818097585582344e-07,3,0,False,1.0
507,1,220.14295366201756,0.1834524613850146,0.0001528770511541,3,20,True,2.0
508,1,204.56362914477717,0.1704696909539809,0.0001420580757949,3,40,True,2.0
512,1,8.551466941426472,0.0071262224511887,5.938518709323939e-06,5,0,False,1.0
513,1,637.6623578491852,0.5313852982076543,0.0004428210818397,5,20,True,2.0
517,1,2.415886068463391,0.0020132383903861,1.6776986586551328e-06,6,40,False,1.0
518,1,5000.077382238669,4.166731151865558,0.0034722759598879,7,0,True,2.0
519,1,12821.956208147732,10.684963506789778,0.0089041362556581,7,20,True,2.0
552,1,0.0960556084710054,8.004634039250457e-05,6.670528366042048e-08,18,20,False,1.0
553,1,8677.557864472948,7.231298220394124,0.0060260818503284,18,40,True,2.0
554,1,1337.175653570654,1.1143130446422118,0.0009285942038685,19,0,True,2.0
555,1,78.66586295637613,0.0655548857969801,5.462907149748343e-05,19,20,True,2.0
565,1,5.957253564280514,0.0049643779702337,4.136981641861468e-06,22,40,False,1.0
566,1,399.3797516546519,0.3328164597122099,0.0002773470497601,23,0,True,2.0
567,1,96.90653064947996,0.0807554422078999,6.729620183991665e-05,23,20,True,2.0
569,1,10.651465822072938,0.0088762215183941,7.3968512653284285e-06,0,0,False,1.0
570,1,282.0183400876911,0.2350152834064092,0.0001958460695053,0,20,True,2.0
571,1,10.747672688567436,0.0089563939071395,7.463661589282943e-06,0,40,False,1.0
572,1,599.1318914867529,0.4988608588565802,0.0004153712396807,1,0,True,2.0
573,1,361.9734843838192,0.3018961504452203,0.0002517899503296,1,20,True,2.0
574,1,12.409039440004287,0.0103408662000035,8.617388500002978e-06,1,40,False,1.0
575,1,28.3596060283037,0.0236330050235864,1.969417085298868e-05,2,0,True,2.0
576,1,498.80031242225454,0.4156669270185454,0.0003463891058487,2,20,True,2.0
577,1,160.61378498904412,0.1338448208242034,0.0001115373506868,2,40,True,2.0
578,1,309.0217415360216,0.2575181179466846,0.0002145984316222,3,0,True,2.0
586,1,1.7981415222103818,0.0014984512685086,1.2487093904238762e-06,5,40,False,1.0
587,1,7190.875655657844,3.023917432993206,0.0012716221333024,6,20,True,2.0
588,1,8622.210477315344,7.055818721207319,0.0057739924068799,6,40,True,2.0
590,1,0.15099782104988,6.304710691017957e-05,2.6324470526171013e-08,7,20,False,1.0
591,1,8622.896641973331,7.185747201644443,0.005988122668037,7,40,True,2.0
623,1,0.5214447343260548,0.000434537278605,3.621143988375381e-07,18,20,False,1.0
624,1,7032.406285447743,5.860338571206452,0.0048836154760053,18,40,True,2.0
625,1,286.7827914239002,0.2389856595199168,0.0001991547162665,19,0,True,2.0
626,1,100.7652881570426,0.0839710734642021,6.99758945535018e-05,19,20,True,2.0
629,1,1.1255654192009368,0.0009379711826674,7.816426522228728e-07,20,20,False,1.0
630,1,21.15238536633156,0.0176269878052763,1.4689156504396917e-05,20,40,True,2.0
631,1,484.9350321227276,0.4041125267689396,0.0003367604389741,21,0,True,2.0
632,1,22.593189001108925,0.0188276575009241,1.5689714584103422e-05,21,20,True,2.0
633,1,1.2490760609495255,0.0010408967174579,8.674139312149481e-07,21,40,False,1.0
634,1,32.901508317787865,0.0274179235981565,2.284826966513046e-05,22,0,True,2.0
635,1,273.79662277534646,0.2281638523127887,0.0001901365435939,22,20,True,2.0
636,1,17.295109804823436,0.0144125915040195,1.2010492920016277e-05,22,40,False,1.0
637,1,668.6707991360586,0.5567616978651612,0.0004635817634181,23,0,True,2.0
638,1,294.1501173770529,0.2453295390967914,0.0002046117924076,23,20,True,2.0
640,1,9.416596294699042,0.0078471635789158,6.539302982429891e-06,0,0,False,1.0
641,1,763.4600430395727,0.6362167025329772,0.0005301805854441,0,20,True,2.0
642,1,528.6250369043331,0.4405208640869442,0.0003671007200724,0,40,True,2.0
646,1,4.4198004560045785,0.0036831670466704,3.069305872225401e-06,2,0,False,1.0
647,1,329.3047751651405,0.2744206459709504,0.0002286838716424,2,20,True,2.0
654,1,11.33789817787862,0.0094482484815655,7.873540401304596e-06,4,40,False,1.0
655,1,830.7963583382502,0.6923302986152086,0.0005769419155126,5,0,True,2.0
656,1,8013.50461257124,6.677920510476033,0.00556493375873,5,20,True,2.0
657,1,0.0960556106008041,8.004634216733675e-05,6.67052851394473e-08,5,40,False,1.0
658,1,7882.016649504117,6.568347207920097,0.0054736226732667,6,0,True,2.0
659,1,0.0,0.0,0.0,6,0,False,1.0
660,1,32.86159867049198,0.0137209180252576,5.728984561694201e-06,6,40,True,2.0
661,1,773.6045031102012,0.644670419258501,0.000537225349382,7,0,True,2.0
662,1,773.6045031102012,0.644670419258501,0.000537225349382,7,20,True,2.0
663,1,1765.099814762063,1.4709165123017192,0.0012257637602514,7,40,True,2.0
670,1,0.741184942506872,0.0006176541187557,5.147117656297722e-07,10,0,False,1.0
671,1,2541.257279117493,2.1177143992645777,0.0017647619993871,10,20,True,2.0
672,1,8622.910364199342,7.1857586368327855,0.0059881321973606,10,40,True,2.0
673,1,8622.910364199342,7.1857586368327855,0.0059881321973606,11,0,True,2.0
674,1,8622.882919745549,7.185735766454624,0.0059881131387121,11,20,True,2.0
675,1,0.4391113611651098,0.0003659261343042,3.049384452535485e-07,11,40,False,1.0
676,1,20709.668896429524,17.25805741369127,0.0143817145114093,12,0,True,2.0
677,1,20709.668896429524,17.25805741369127,0.0143817145114093,12,20,True,2.0
679,1,0.0,0.0,0.0,13,0,False,1.0
680,1,20704.24402886506,17.253536690720885,0.0143779472422674,13,20,True,2.0
681,1,22661.84504788681,18.88487087323901,0.0157373923943658,13,40,True,2.0
682,1,0.0,0.0,0.0,14,0,False,1.0
683,1,10578.8388176454,8.815699014704501,0.007346415845587,14,20,True,2.0
684,1,8622.127770939782,7.185106475783152,0.0059875887298192,14,40,True,2.0
685,1,8622.127770939782,7.185106475783152,0.0059875887298192,15,0,True,2.0
686,1,0.0,0.0,0.0,15,20,False,1.0
687,1,8622.127770939782,7.185106475783152,0.0059875887298192,15,40,True,2.0
689,1,0.0,0.0,0.0,16,20,False,1.0
690,1,1956.7115234349756,1.6305929361958127,0.0013588274468298,16,40,True,2.0
692,1,0.0,0.0,0.0,17,20,False,1.0
693,1,1956.7115234349756,1.6305929361958127,0.0013588274468298,17,40,True,2.0
694,1,8622.127770939782,7.185106475783152,0.0059875887298192,18,0,True,2.0
695,1,0.0,0.0,0.0,18,20,False,1.0
696,1,8622.127770939782,7.185106475783152,0.0059875887298192,18,40,True,2.0
697,1,0.0,0.0,0.0,19,0,False,1.0
698,1,8622.127770939782,7.185106475783152,0.0059875887298192,19,20,True,2.0
700,1,0.0,0.0,0.0,20,0,False,1.0
701,1,10578.976028900624,8.815813357417186,0.0073465111311809,20,20,True,2.0
702,1,0.0,0.0,0.0,20,40,False,1.0
703,1,9806.579722136092,8.172149768446744,0.0068101248070389,21,0,True,2.0
704,1,9806.59344326146,8.172161202717882,0.0068101343355982,21,20,True,2.0
705,1,0.0,0.0,0.0,21,40,False,1.0
706,1,9806.59344326146,8.172161202717882,0.0068101343355982,22,0,True,2.0
707,1,9806.442510873963,8.172035425728303,0.0068100295214402,22,20,True,2.0
708,1,0.0,0.0,0.0,22,40,False,1.0
709,1,10578.8388176454,8.815699014704501,0.007346415845587,23,0,True,2.0
710,1,0.0,0.0,0.0,23,20,False,1.0
711,1,1191.8653167217983,0.9932210972681654,0.0008276842477234,23,40,True,2.0
712,1,1191.8653167217983,0.9932210972681654,0.0008276842477234,0,0,True,2.0
713,1,6040.768380763128,5.03397365063594,0.0041949780421966,0,20,True,2.0
714,1,6042.246736972294,5.035205614143578,0.0041960046784529,0,40,True,2.0
715,1,12083.013945739172,10.069178288115976,0.0083909819067633,1,0,True,2.0
716,1,10578.98975002618,8.815824791688485,0.0073465206597404,1,20,True,2.0
717,1,13876.577543182122,7.817790165173027,0.0044043888254495,1,50,True,2.0
718,1,3297.589084088518,1.8068981282676813,0.000990081166174,2,20,True,2.0
719,1,7587.251946646659,6.322709955538882,0.005268924962949,2,40,True,2.0
720,1,18308.260401034266,15.23149783779889,0.0126717952061554,3,0,True,2.0
721,1,27.63434064308429,0.0230670623064142,1.9254642993668e-05,3,20,True,2.0
722,1,2.693350282043342,0.0022444585683694,1.8703821403078765e-06,3,40,False,1.0
723,1,2351.0775178560616,1.955971312692231,0.0016272639872647,4,0,True,2.0
724,1,830.3044403329654,5.610165137384902,0.0379065211985466,4,3,True,2.0
725,1,26825.7793737103,11.92256861053791,0.0052989193824612,4,40,True,2.0
726,1,1498.2024503462828,1.2474624898803357,0.0010386865028146,5,0,True,2.0
727,1,3.143379497761005,0.0026216676378323,2.1865451524873764e-06,5,20,False,1.0
728,1,326.37833266420233,0.2719819438868353,0.0002266516199056,5,40,True,2.0
729,1,8013.627991050896,6.678023325875747,0.0055650194382297,6,0,True,2.0
776,1,0.0686111494391698,5.7175957865974886e-05,4.764663155497907e-08,22,7,False,1.0
777,1,8621.345511958982,7.184454593299152,0.0059870454944159,22,27,True,2.0
778,1,8621.331789731563,7.184443158109636,0.0059870359650913,22,47,True,2.0
799,1,0.0,0.0,0.0,5,47,False,1.0
800,1,309.641526758211,0.2602029636623622,0.0002186579526574,6,7,True,2.0
801,1,8931.08303063635,7.38106035589781,0.0061000498809072,6,27,True,2.0
802,1,0.0,0.0,0.0,6,47,False,1.0
803,1,10578.619166696652,8.81551597224721,0.007346263310206,7,7,True,2.0
804,1,1957.823020750091,1.6315191839584091,0.0013595993199653,7,27,True,2.0
837,1,0.4116669000611769,0.0003430557500509,2.8587979170915065e-07,18,27,False,1.0
838,1,8176.414106938079,6.813678422448399,0.0056780653520403,18,47,True,2.0
839,1,781.0849911055426,0.6509041592546189,0.0005424201327121,19,7,True,2.0
840,1,200.03379606619663,0.1666948300551639,0.0001389123583793,19,27,True,2.0
843,1,12.861522351986816,0.0107179352933223,8.93161274443529e-06,20,27,False,1.0
844,1,38.91397698255858,0.0324283141521321,2.702359512677679e-05,20,47,True,2.0
845,1,238.19062219882304,0.1984921851656858,0.0001654101543047,21,7,True,2.0
848,1,6.42382508366358,0.0053531875697196,4.4609896414330415e-06,22,7,False,1.0
849,1,277.76334633213054,0.2314694552767754,0.0001928912127306,22,27,True,2.0
850,1,320.3184803815717,0.2664879204505588,0.0002217037607741,22,47,True,2.0
851,1,647.0599799166621,0.5401168446716712,0.0004508487852017,23,7,True,2.0
854,1,2.278650882098078,0.0018988757350817,1.582396445901443e-06,0,7,False,1.0
855,1,1255.3670644922304,1.046139220410192,0.0008717826836751,0,27,True,2.0
