date,home_time,school_time,travel_time,orthers,working,recreational_activities,date_in_week,cut_class,class_schedule,volunteer,location_names
12:05:2013,93593.0,0.0,5999.0,0.0,8401.0,0.0,-1,0.0,0.0,53,"Dartmouth College,Dartmouth College,Dartmouth College,Maynard Parking Lot,Goldstein Hall,Thomas Hall,Thomas Hall,Maynard Parking Lot,Goldstein Hall,Thomas Hall,Maynard Parking Lot,Byrne II Hall,Dartmouth College,Thomas Hall,Thomas Hall,Alpha Theta,Dartmouth College,Thomas Hall,Thomas Hall,Goldstein Hall,Thomas Hall,Thomas Hall"
13:04:2013,106799.0,1200.0,0.0,0.0,0.0,0.0,5,0.0,0.0,53,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College"
13:05:2013,51597.0,0.0,10801.0,0.0,0.0,0.0,0,0.0,0.0,53,"Dartmouth College,Dartmouth College,Dartmouth College,Thomas Hall,Goldstein Hall,Thomas Hall,Maynard Parking Lot,Thomas Hall,Maynard Parking Lot,Thomas Hall,Thomas Hall,Thomas Hall,Maynard Parking Lot,Maynard Parking Lot,Thomas Hall,Thomas Hall,Dartmouth College,Dartmouth College"
14:04:2013,65872.0,0.0,0.0,0.0,0.0,2404.0,-1,0.0,0.0,53,"Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College"
14:05:2013,78005.0,7196.0,0.0,0.0,0.0,0.0,1,0.0,0.0,53,"Dartmouth College,Sudikoff Hall,Carpenter Hall,Dartmouth College,Goldstein Hall,Goldstein Hall,Thomas Hall,Goldstein Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Thomas Hall,Thomas Hall,Goldstein Hall,Thomas Hall,Goldstein Hall,Goldstein Hall,Thomas Hall,Goldstein Hall,Life Sciences Greenhouse,Goldstein Hall,Thomas Hall"
15:04:2013,78000.0,0.0,3599.0,0.0,0.0,1200.0,0,0.0,0.0,53,"0,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College"
15:05:2013,61545.0,0.0,0.0,3602.0,13199.0,8401.0,2,0.0,0.0,53,"Dartmouth College,Dartmouth College,Martha E. Diebold Real Estate,Martha E. Diebold Real Estate,Dartmouth College,0,Thomas Hall,Dartmouth College,Thomas Hall,Alpha Theta,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Thomas Hall,Goldstein Hall,Byrne II Hall,Thomas Hall,Goldstein Hall,0,Thomas Hall,Byrne II Hall,Goldstein Hall,Byrne II Hall,Thomas Hall,Thomas Hall,Goldstein Hall,Thomas Hall,Goldstein Hall,Goldstein Hall"
16:04:2013,70800.0,4800.0,0.0,0.0,9600.0,0.0,1,0.0,0.0,53,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Alpha Theta,Dartmouth College,Class of 1953 Commons,Dartmouth College,Remsen Medical Sciences Building,Remsen Medical Sciences Building,Life Sciences Greenhouse,Vail,Dartmouth College,Dartmouth College,Dartmouth College"
16:05:2013,77999.0,2401.0,0.0,6000.0,0.0,0.0,3,0.0,0.0,53,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Thomas Hall,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Dartmouth College,Dartmouth College,Thomas Hall,Thomas Hall,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Thomas Hall,Thomas Hall,Kemeny Hall,Dartmouth College,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
17:04:2013,90001.0,3600.0,0.0,0.0,0.0,0.0,2,0.0,0.0,53,"Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College"
17:05:2013,84002.0,3598.0,0.0,0.0,0.0,0.0,4,0.0,0.0,53,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Thomas Hall,Goldstein Hall,Goldstein Hall,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College,Goldstein Hall,Goldstein Hall,Thomas Hall,Goldstein Hall,Thomas Hall,Goldstein Hall,Thomas Hall,Thomas Hall,Goldstein Hall,Thomas Hall"
18:04:2013,75603.0,2399.0,1199.0,0.0,0.0,0.0,3,0.0,0.0,53,"Vail,Remsen Medical Sciences Building,Dartmouth College,Life Sciences Greenhouse,Dana Circle Parking Lot,Life Sciences Greenhouse,Life Sciences Greenhouse"
18:05:2013,74394.0,8402.0,0.0,1199.0,3601.0,0.0,5,0.0,0.0,53,"Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Goldstein Hall,Thomas Hall,Thomas Hall,Dartmouth College,Dartmouth College,Alpha Theta,Alpha Theta,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,0,Thomas Hall,Dartmouth College,Dartmouth College,Haldeman Center,Dartmouth College,Goldstein Hall"
19:04:2013,85767.0,2400.0,0.0,0.0,0.0,0.0,4,0.0,0.0,53,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons"
19:05:2013,64797.0,2401.0,0.0,16804.0,0.0,1200.0,-1,0.0,0.0,53,"Thomas Hall,0,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Kemeny Hall"
20:04:2013,85200.0,1200.0,0.0,0.0,0.0,0.0,5,0.0,0.0,53,"Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
20:05:2013,69003.0,16800.0,0.0,0.0,599.0,0.0,0,0.0,0.0,53,"Thomas Hall,Goldstein Hall,Thomas Hall,Sudikoff Hall,Dartmouth College,Thomas Hall,Thomas Hall,Goldstein Hall,Thomas Hall,Thomas Hall,Goldstein Hall,Sudikoff Hall,Rauner Hall,Goldstein Hall,0,Thomas Hall,Dartmouth College"
21:04:2013,99601.0,2399.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,53,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College"
21:05:2013,68399.0,600.0,598.0,2401.0,13201.0,0.0,1,0.0,0.0,53,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Thomas Hall,Maynard Parking Lot,Thomas Hall,Byrne II Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Alpha Theta,Thomas Hall,Thomas Hall,Goldstein Hall,Thomas Hall,Thomas Hall,Goldstein Hall,Thomas Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dick's House,Dick's House,Dick's House,Dick's House,Byrne II Hall,Thomas Hall,Thomas Hall,Byrne II Hall,Goldstein Hall"
22:04:2013,63073.0,9596.0,0.0,0.0,0.0,0.0,0,0.0,0.0,53,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,Class of 1953 Commons,Parkhurst Hall,Dartmouth College"
22:05:2013,73911.0,11891.0,0.0,0.0,598.0,0.0,2,0.0,0.0,53,"Thomas Hall,Byrne II Hall,Thomas Hall,Thomas Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Byrne II Hall,Dartmouth College,Thomas Hall,Thomas Hall,Goldstein Hall,Thomas Hall,Byrne II Hall,Sudikoff Hall,Goldstein Hall,Dartmouth College,Dartmouth College,Robinson Hall,Collis Student Center,Collis Student Center,Parker House,Thomas Hall,Goldstein Hall,Byrne II Hall,Byrne II Hall,Thomas Hall,Byrne II Hall,Sigma Alpha Epsilon Fraternity,Sudikoff Hall,Sudikoff Hall,Goldstein Hall,Thomas Hall"
23:04:2013,72000.0,8400.0,0.0,2400.0,0.0,0.0,1,0.0,0.0,53,"Dick's House,Dick's House,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Life Sciences Greenhouse,Dartmouth College"
23:05:2013,84601.0,1802.0,1799.0,600.0,0.0,0.0,3,0.0,0.0,53,"Thomas Hall,Thomas Hall,Thomas Hall,Thomas Hall,Goldstein Hall,Thomas Hall,Thomas Hall,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Thomas Hall,Thomas Hall,Thomas Hall,Thomas Hall,Thomas Hall,Thomas Hall,Goldstein Hall,Goldstein Hall,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,Dartmouth College,Goldstein Hall,Thomas Hall,Life Sciences Greenhouse,Dana Circle Parking Lot,Dartmouth College"
24:04:2013,22800.0,6000.0,0.0,72110.0,0.0,0.0,2,0.0,0.0,53,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Kemeny Hall,0"
24:05:2013,76200.0,4199.0,0.0,0.0,10801.0,0.0,4,0.0,0.0,53,"Sanborn House,Goldstein Hall,Goldstein Hall,Thomas Hall,Thomas Hall,Thomas Hall,Alpha Theta,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Thomas Hall,Byrne II Hall,Thomas Hall,Byrne II Hall,Byrne II Hall,Thomas Hall,Dartmouth College,Thomas Hall"
25:04:2013,72807.0,2401.0,0.0,0.0,0.0,0.0,3,0.0,0.0,53,"Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Goldstein Hall"
25:05:2013,82302.0,1199.0,0.0,1199.0,0.0,5300.0,5,0.0,0.0,53,"Goldstein Hall,0,0,Dartmouth College,Dartmouth College,Nugget Arcade,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Thomas Hall,Dartmouth College,Dartmouth College,0,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,0,Thomas Hall"
26:04:2013,72006.0,10799.0,0.0,1200.0,0.0,0.0,4,0.0,0.0,53,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Anonymous Hall,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Sudikoff Hall,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,0,Thomas Hall,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Sanborn House,Dartmouth College,Dartmouth College"
26:05:2013,76800.0,0.0,600.0,0.0,600.0,0.0,-1,0.0,0.0,53,"Goldstein Hall,Thomas Hall,Dartmouth College,Dartmouth College,Thomas Hall,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Thomas Hall,Dartmouth College,Dartmouth College,Dartmouth College,Maynard Northbound,Byrne II Hall,Goldstein Hall,Thomas Hall,Goldstein Hall,Goldstein Hall,Byrne II Hall,Goldstein Hall,Byrne II Hall,Goldstein Hall,Thomas Hall"
27:04:2013,88800.0,2400.0,0.0,0.0,0.0,0.0,5,0.0,0.0,53,"Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Goldstein Hall,Thomas Hall"
27:05:2013,101700.0,0.0,0.0,0.0,0.0,598.0,0,0.0,0.0,53,"Goldstein Hall,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Goldstein Hall,Thomas Hall,Thomas Hall"
28:03:2013,61201.0,6031.0,8368.0,0.0,0.0,0.0,3,0.0,0.0,53,"Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Life Sciences Greenhouse,Dana Circle Parking Lot,Class of 1978 Life Sciences Center,Dana Circle Parking Lot,Winfred-Raven House"
28:04:2013,78601.0,2400.0,1799.0,0.0,2400.0,0.0,-1,0.0,0.0,53,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,Goldstein Hall,Goldstein Hall,Dartmouth College,Alpha Theta,Collis Student Center,Collis Student Center,Dartmouth College"
28:05:2013,70199.0,601.0,0.0,0.0,599.0,0.0,1,0.0,0.0,53,"Byrne II Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Thomas Hall,Sigma Alpha Epsilon Fraternity,Goldstein Hall,Thomas Hall"
29:03:2013,77929.0,9599.0,0.0,0.0,0.0,0.0,4,0.0,0.0,53,"Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
29:04:2013,77925.0,4800.0,1200.0,0.0,0.0,0.0,0,0.0,0.0,53,"Dartmouth College,Native American House Parking Lot,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Goldstein Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
29:05:2013,22802.0,54599.0,0.0,0.0,0.0,26794.0,2,0.0,0.0,53,"Goldstein Hall,Thomas Hall,Thomas Hall,Dartmouth College,Dartmouth College,Thomas Hall,Sudikoff Hall,Thomas Hall,Thomas Hall,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Parker House,Thomas Hall,Sudikoff Hall,Thomas Hall,Thomas Hall,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Thomas Hall,Thomas Hall,Byrne II Hall,Dartmouth College,Alumni Gymnasium,Alumni Gymnasium"
30:03:2013,75601.0,9599.0,0.0,0.0,0.0,0.0,5,0.0,0.0,53,"Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College"
30:04:2013,78076.0,7199.0,0.0,0.0,0.0,0.0,1,0.0,0.0,53,"Dartmouth College,Dartmouth College,Dartmouth College,Goldstein Hall,Class of 1953 Commons,Class of 1953 Commons,Thomas Hall,Goldstein Hall,Thomas Hall,Dartmouth College,Sudikoff Hall,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Goldstein Hall,Thomas Hall"
30:05:2013,46809.0,0.0,0.0,24600.0,0.0,0.0,3,0.0,0.0,53,"Thomas Hall,Thomas Hall,Goldstein Hall,Thomas Hall,Byrne II Hall,Dartmouth College,Dartmouth College,0,Goldstein Hall,Thomas Hall,Goldstein Hall,Goldstein Hall,Thomas Hall"
31:03:2013,89150.0,12000.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,53,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College"
31:05:2013,86400.0,601.0,598.0,0.0,1200.0,0.0,4,0.0,0.0,53,"Dartmouth College,Dartmouth College,Dartmouth College,Native American House Parking Lot,Thomas Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Alpha Theta,Thomas Hall"
