date,home_time,orthers,school_time,travel_time,recreational_activities,shopping,date_in_week,cut_class,class_schedule,volunteer,location_names
09:04:2013,10017.0,0.0,19200.0,62441.0,0.0,2052.0,1,0.0,0.0,32,"Roberts Flowers of Hanover,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,North Main Street,Sudikoff Hall,Guarini Institute for International Education,Sudikoff Hall,North Main Street,North Main Street,North Main Street,0,North Main Street,North Main Street,North Main Street,North Main Street,North Main Street,North Main Street,North Main Street,North Main Street"
09:05:2013,85606.0,0.0,10799.0,3181.0,0.0,0.0,3,0.0,0.0,32,"Sudikoff Hall,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,North Main Street,Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College"
10:04:2013,26442.0,0.0,16862.0,35896.0,0.0,0.0,2,0.0,0.0,32,"Wilder Hall,Sudikoff Hall,Sudikoff Hall,North Main Street,0,North Main Street,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,North Main Street,0,North Main Street,0,North Main Street,North Main Street,Life Sciences Greenhouse,Sudikoff Hall"
10:05:2013,198002.0,0.0,31198.0,1200.0,5999.0,1201.0,4,0.0,0.0,32,"Sudikoff Hall,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Roberts Flowers of Hanover,Black Family Visual Arts Center,Dartmouth College,Sudikoff Hall,0,Sudikoff Hall,Dartmouth College,Dartmouth College"
11:04:2013,78103.0,0.0,8297.0,0.0,0.0,0.0,3,0.0,0.0,32,"Dartmouth College,Sudikoff Hall,Sudikoff Hall,0,Anonymous Hall,Dartmouth College,Life Sciences Greenhouse"
12:04:2013,32308.0,0.0,25269.0,29292.0,0.0,0.0,4,0.0,0.0,32,"Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Dartmouth College,0,North Main Street,Sudikoff Hall"
12:05:2013,8400.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,32,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
13:04:2013,85200.0,0.0,1223.0,0.0,0.0,0.0,5,0.0,0.0,32,"Sudikoff Hall,0,0"
13:05:2013,47484.0,0.0,16712.0,0.0,0.0,44459.0,0,0.0,0.0,32,"Dartmouth College,Dartmouth College,Dartmouth College,0,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Hanover Park"
14:04:2013,52800.0,34800.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,32,"0,0,0,0,0,0,Dartmouth College"
14:05:2013,66957.0,0.0,1203.0,0.0,0.0,0.0,1,0.0,0.0,32,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,0"
15:04:2013,34916.0,0.0,25084.0,28800.0,0.0,0.0,0,0.0,0.0,32,"North Main Street,Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,North Main Street,Sudikoff Hall"
15:05:2013,69600.0,0.0,4800.0,0.0,0.0,105600.0,2,0.0,0.0,32,"Wilder Hall,Wilder Hall,Dartmouth College,Dartmouth College,Dartmouth College,Hanover Park"
16:04:2013,67200.0,0.0,3600.0,13200.0,0.0,0.0,1,0.0,0.0,32,"0,0,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,0,0,0"
17:04:2013,31200.0,0.0,19200.0,43200.0,0.0,0.0,2,0.0,0.0,32,"Sudikoff Hall,Wilder Hall,Wilder Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Dewey Parking Lot,Sudikoff Hall,Guarini Institute for International Education,Sudikoff Hall"
17:05:2013,0.0,0.0,0.0,1200.0,0.0,97341.0,4,0.0,0.0,32,"0,Hanover Park"
18:04:2013,25200.0,0.0,19200.0,0.0,0.0,33600.0,3,0.0,0.0,32,"0,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Hanover Park,Life Sciences Greenhouse,Dartmouth College"
18:05:2013,78000.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,32,0
19:04:2013,28914.0,0.0,55102.0,1200.0,0.0,1184.0,4,0.0,0.0,32,"Sudikoff Hall,Sudikoff Hall,Wilder Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,0,Sudikoff Hall,Sudikoff Hall,Hanover Park,Sudikoff Hall"
19:05:2013,1200.0,0.0,86180.0,0.0,0.0,0.0,-1,0.0,0.0,32,"0,Sudikoff Hall"
20:04:2013,51600.0,0.0,6000.0,43200.0,0.0,0.0,5,0.0,0.0,32,"Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,North Main Street"
20:05:2013,0.0,75679.0,0.0,0.0,0.0,0.0,0,0.0,0.0,32,"Stop & Shop,0"
21:04:2013,75600.0,0.0,4800.0,0.0,0.0,0.0,-1,0.0,0.0,32,"Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
21:05:2013,58801.0,5121.0,0.0,14400.0,3599.0,0.0,1,0.0,0.0,32,"0,The Cheesecake Factory,0,Dartmouth College,Dartmouth College,Nugget Arcade"
22:04:2013,68400.0,0.0,8400.0,1200.0,0.0,0.0,0,0.0,0.0,32,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Sudikoff Hall,F Lot Parking"
22:05:2013,51601.0,19309.0,4799.0,12000.0,0.0,1091.0,2,0.0,0.0,32,"0,Sudikoff Hall,Dartmouth College,Wilder Hall,Wilder Hall,Nugget Arcade,Hanover Park,0,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,0,Dartmouth College"
23:04:2013,98467.0,0.0,3533.0,1200.0,0.0,1200.0,1,0.0,0.0,32,"Dartmouth College,Webster Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,Dartmouth College,Roberts Flowers of Hanover,Dartmouth College,Dartmouth College,0,Sudikoff Hall,Dartmouth College,Dartmouth College"
23:05:2013,94240.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,32,0
24:04:2013,84000.0,0.0,0.0,0.0,0.0,10800.0,2,0.0,0.0,32,"Hanover Park,Dartmouth College,Dartmouth College,0"
24:05:2013,101223.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,32,Dartmouth College
25:04:2013,46892.0,0.0,16708.0,0.0,0.0,0.0,3,0.0,0.0,32,"Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College"
25:05:2013,385563.0,0.0,0.0,3000.0,0.0,0.0,5,0.0,0.0,32,"0,North Main Street,0,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
26:04:2013,96026.0,0.0,11975.0,0.0,0.0,0.0,4,0.0,0.0,32,"Wilder Hall,Sudikoff Hall,0,Dartmouth College,Vail,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Sudikoff Hall,Sudikoff Hall,0,0,Dartmouth College,0"
27:04:2013,0.0,0.0,0.0,1200.0,0.0,117600.0,5,0.0,0.0,32,"South Block Parking Garage,Roberts Flowers of Hanover,Hanover Park"
28:03:2013,26402.0,0.0,0.0,43200.0,0.0,0.0,3,0.0,0.0,32,"North Main Street,0,North Main Street,0,North Main Street,North Main Street,0,North Main Street,0,North Main Street,North Main Street,0,North Main Street,North Main Street,0,North Main Street,North Main Street,0,0,North Main Street,North Main Street,North Main Street,0,North Main Street,0,North Main Street,North Main Street,North Main Street,0,0,Dartmouth College"
28:04:2013,61153.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,32,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
29:03:2013,37202.0,2400.0,16798.0,29998.0,0.0,0.0,4,0.0,0.0,32,"Sudikoff Hall,Sudikoff Hall,Wilder Hall,Dartmouth College,Dartmouth College,0,0,0,0,North Main Street,0,North Main Street,North Main Street,0,0,North Main Street,North Main Street,North Main Street,North Main Street,Class of 1978 Life Sciences Center,Sudikoff Hall"
29:04:2013,20392.0,0.0,34856.0,0.0,0.0,0.0,0,0.0,0.0,32,"Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College"
29:05:2013,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,32,Life Sciences Greenhouse
30:03:2013,36007.0,0.0,2400.0,53993.0,0.0,0.0,5,0.0,0.0,32,"Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dewey Parking Lot,0,0,North Main Street,North Main Street,North Main Street,North Main Street,North Main Street,0,North Main Street,0,North Main Street,North Main Street,0,North Main Street,0,0,North Main Street,0,North Main Street,North Main Street,North Main Street,0"
30:04:2013,85113.0,0.0,1198.0,0.0,0.0,1196.0,1,0.0,0.0,32,"Dartmouth College,Hanover Park,Dartmouth College,Dartmouth College,Webster Hall,Dartmouth College,0"
31:03:2013,24000.0,0.0,0.0,67204.0,0.0,0.0,-1,0.0,0.0,32,"North Main Street,North Main Street,North Main Street,North Main Street,0,North Main Street,North Main Street,0,0,North Main Street,North Main Street,0,North Main Street,North Main Street,0,North Main Street,North Main Street,0,North Main Street"
