,home_time,orthers,recreational_activities,school_time,travel_time,working,date_in_week,cut_class,class_schedule,volunteer,location_names,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level,dur_sum,max,min,mean,std,25%,med or 50%,75%,freq,final_level
06:05:2013,46200.0,0.0,6000.0,2400.0,0.0,0.0,0.0,1.0,7800.0,33.0,"Middle Massachusetts Hall,Collis Student Center,Collis Student Center,Dartmouth College,Middle Massachusetts Hall,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,0,0,0",20883.0,3329.0,61.0,696.1,877.7919143097564,161.0,383.5,685.25,30.0,1.0,4729.0,1200.0,5.0,591.125,320.52877628782636,581.0,600.0,600.0,8.0,1.0
07:04:2013,74400.0,0.0,7199.0,0.0,0.0,0.0,-1.0,0.0,0.0,33.0,"Alumni Gymnasium,Red Rolfe Field at Biondi Park,Red Rolfe Field at Biondi Park,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall",34575.0,3914.0,30.0,1192.2413793103449,1233.0439586409263,192.0,686.0,1614.0,29.0,2.0,,,,,,,,,,4.0
08:04:2013,46800.0,0.0,0.0,40800.0,0.0,0.0,0.0,0.0,7800.0,33.0,"Dartmouth College,Middle Massachusetts Hall,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Middle Massachusetts Hall,Dartmouth College,Parkhurst Hall,Middle Massachusetts Hall,Parkhurst Hall,Dartmouth College,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College",25369.0,3196.0,61.0,589.9767441860465,646.0527579950083,156.0,333.0,837.0,43.0,2.0,,,,,,,,,,4.0
08:05:2013,54604.0,0.0,4200.0,16195.0,7800.0,0.0,2.0,0.0,7800.0,33.0,"Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Wentworth Hall,Observatory Parking Lot,North Fayerweather Hall,Dartmouth College,Middle Massachusetts Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Collis Student Center,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College,Middle Massachusetts Hall,Haldeman Center,Haldeman Center,0",20588.0,3662.0,90.0,664.1290322580645,761.9693669229968,171.5,455.0,741.5,31.0,1.0,14731.0,1806.0,523.0,818.3888888888889,422.9422348110059,588.75,600.0,977.25,18.0,1.0
09:04:2013,79200.0,0.0,1200.0,4800.0,0.0,0.0,1.0,0.0,3900.0,33.0,"0,Haldeman Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Sudikoff Hall,Sudikoff Hall",26498.0,3046.0,51.0,563.7872340425532,713.4382132892192,161.0,312.0,620.0,47.0,2.0,,,,,,,,,,2.5
09:05:2013,46200.0,0.0,0.0,1200.0,45600.0,0.0,3.0,1.0,3900.0,33.0,"Mass Parking Lot,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,McNutt Hall,Mass Parking Lot,Mass Parking Lot,McNutt Hall,Middle Massachusetts Hall,Dartmouth College,Mass Parking Lot",29193.0,4779.0,61.0,884.6363636363636,1170.9740554924194,222.0,413.0,827.0,33.0,,3000.0,1200.0,600.0,750.0,300.0,600.0,600.0,750.0,4.0,
10:04:2013,61200.0,0.0,2400.0,25200.0,0.0,0.0,2.0,0.0,7800.0,33.0,"Dartmouth College,0,Berry Library,Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,Middle Massachusetts Hall,Middle Massachusetts Hall,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Class of 1953 Commons,Class of 1953 Commons,Carpenter Hall,Dartmouth College",36377.0,3221.0,61.0,866.1190476190476,860.3946400934341,204.5,514.5,1268.25,42.0,2.0,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,4.0
10:05:2013,40804.0,1199.0,4200.0,32997.0,0.0,0.0,4.0,0.0,6000.0,33.0,"Dartmouth College,Parker House,Sudikoff Hall,Haldeman Center,Haldeman Center,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Middle Massachusetts Hall,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Nugget Arcade,Nugget Arcade,Collis Student Center,0",30625.0,5080.0,40.0,680.5555555555555,1072.6828845036498,110.0,232.0,827.0,45.0,1.0,10029.0,3001.0,435.0,1002.9,905.97883835968,600.0,600.0,600.0,10.0,1.0
11:04:2013,76800.0,0.0,1200.0,6000.0,0.0,0.0,3.0,0.0,3900.0,33.0,"0,Life Sciences Greenhouse,Life Sciences Greenhouse,Middle Massachusetts Hall,Middle Massachusetts Hall,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Class of 1953 Commons,Class of 1978 Life Sciences Center,Life Sciences Greenhouse",46502.0,15066.0,61.0,1660.7857142857142,3043.53054438479,300.5,671.0,1475.5,28.0,1.0,1195.0,1195.0,1195.0,1195.0,,1195.0,1195.0,1195.0,1.0,4.0
11:05:2013,157200.0,0.0,1201.0,7199.0,12000.0,0.0,5.0,0.0,0.0,33.0,"0,Dartmouth College,Dartmouth College,MacLean Engineering Sciences Center,MacLean Engineering Sciences Center,MacLean Engineering Sciences Center,Middle Massachusetts Hall,Middle Massachusetts Hall,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Middle Massachusetts Hall,Mass Parking Lot,Middle Massachusetts Hall,Class of 1953 Commons,Middle Massachusetts Hall",14904.0,3116.0,101.0,745.2,757.8396997560341,186.25,524.0,1033.5,20.0,,2400.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,4.0,
12:04:2013,49200.0,0.0,13200.0,25200.0,0.0,1200.0,4.0,0.0,6000.0,33.0,"Life Sciences Greenhouse,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Carpenter Hall,Class of 1953 Commons,Class of 1953 Commons,Middle Massachusetts Hall,Middle Massachusetts Hall,0,0,Berry Library,Sigma Alpha Epsilon Fraternity,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Class of 1953 Commons,Class of 1953 Commons,Haldeman Center,0",43531.0,9633.0,41.0,1176.5135135135135,1843.4161467476872,211.0,525.0,1111.0,37.0,2.0,1689.0,1113.0,576.0,844.5,379.716341497176,710.25,844.5,978.75,2.0,2.5
13:04:2013,43201.0,1199.0,6000.0,25200.0,8400.0,0.0,5.0,0.0,0.0,33.0,"0,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Rollins Chapel,North Fayerweather Hall,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Observatory Parking Lot,Middle Massachusetts Hall,Dartmouth College,McNutt Hall,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Class of 1953 Commons,Berry Sports Center,Alumni Gymnasium,Alumni Gymnasium",29966.0,4782.0,30.0,768.3589743589744,1124.086541133206,121.0,323.0,711.0,39.0,2.0,6984.0,3908.0,1200.0,2328.0,1409.4481189458518,1538.0,1876.0,2892.0,3.0,4.0
13:05:2013,70800.0,0.0,0.0,10200.0,0.0,0.0,0.0,0.0,7800.0,33.0,"Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Class of 1953 Commons,Class of 1953 Commons,Haldeman Center,Haldeman Center,Dartmouth College",16200.0,2149.0,70.0,558.6206896551724,515.9385631887013,252.0,303.0,806.0,29.0,,5299.0,1792.0,504.0,1059.8,523.5954545257244,600.0,1200.0,1203.0,5.0,
14:04:2013,66000.0,7200.0,9908.0,3600.0,0.0,0.0,-1.0,0.0,0.0,33.0,"Berry Sports Center,Berry Sports Center,Battle Field,Red Rolfe Field at Biondi Park,Middle Massachusetts Hall,Middle Massachusetts Hall,0,0,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Class of 1953 Commons,Class of 1953 Commons",34132.0,3199.0,40.0,443.27272727272725,560.9785303229113,120.0,232.0,485.0,77.0,1.0,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,2.5
14:05:2013,77400.0,0.0,0.0,7200.0,0.0,0.0,1.0,0.0,3900.0,33.0,"Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Robinson Hall,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Collis Student Center,Collis Student Center,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall",9583.0,3550.0,91.0,598.9375,821.3361852290855,211.75,418.5,534.5,16.0,1.0,3002.0,602.0,600.0,600.4,0.8944271909999159,600.0,600.0,600.0,5.0,1.0
15:04:2013,76800.0,0.0,3600.0,7200.0,0.0,0.0,0.0,0.0,7800.0,33.0,"Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Middle Massachusetts Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Class of 1953 Commons,Class of 1953 Commons,0",27145.0,3803.0,50.0,484.7321428571428,733.3587858383056,98.5,232.0,535.25,56.0,1.0,3098.0,1200.0,1.0,516.3333333333334,593.8732749220718,1.0,348.0,1073.75,6.0,1.0
15:05:2013,72001.0,0.0,0.0,14999.0,0.0,0.0,2.0,0.0,7800.0,33.0,"Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Middle Massachusetts Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,Carpenter Hall,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Middle Massachusetts Hall,Middle Massachusetts Hall",,,,,,,,,,,2400.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,4.0,1.0
16:04:2013,73200.0,0.0,6000.0,6000.0,0.0,0.0,1.0,0.0,3900.0,33.0,"0,Life Sciences Greenhouse,Life Sciences Greenhouse,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Middle Massachusetts Hall,Berry Library,Berry Library,Sudikoff Hall,Sudikoff Hall",19155.0,4036.0,30.0,348.27272727272725,641.3664075135747,71.0,121.0,297.5,55.0,1.0,,,,,,,,,,1.0
16:05:2013,85206.0,0.0,1461.0,600.0,1533.0,0.0,3.0,1.0,3900.0,33.0,"Middle Massachusetts Hall,Collis Student Center,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Mass Parking Lot,Middle Massachusetts Hall,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Hopkins Center for the Arts,Lot 3,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,0,Middle Massachusetts Hall",,,,,,,,,,,5401.0,3604.0,597.0,1350.25,1502.500665557257,599.25,600.0,1351.0,4.0,
17:04:2013,48002.0,0.0,26403.0,14397.0,0.0,0.0,2.0,0.0,7800.0,33.0,"0,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Parkhurst Hall,Collis Student Center,Collis Student Center,0,0,Collis Student Center,Middle Massachusetts Hall,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Robinson Hall,0",18917.0,7648.0,30.0,573.2424242424242,1326.9478378572155,80.0,202.0,555.0,33.0,1.0,,,,,,,,,,2.0
17:05:2013,19456.0,0.0,0.0,600.0,0.0,600.0,4.0,1.0,6000.0,33.0,"Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Beta Alpha Omega,Rockefeller Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",,,,,,,,,,,,,,,,,,,,
18:04:2013,71998.0,0.0,7201.0,3599.0,1200.0,0.0,3.0,0.0,3900.0,33.0,"Dartmouth College,Berry Library,Berry Library,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Mass Parking Lot,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse",6104.0,3260.0,81.0,1220.8,1524.5050672267378,90.0,211.0,2462.0,5.0,2.0,1204.0,1204.0,1204.0,1204.0,,1204.0,1204.0,1204.0,1.0,4.0
19:04:2013,60001.0,1199.0,4800.0,10800.0,0.0,10800.0,4.0,0.0,6000.0,33.0,"Dartmouth College,Class of 1953 Commons,Middle Massachusetts Hall,Middle Massachusetts Hall,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,0,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Alumni Gymnasium,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Robinson Hall,Robinson Hall,Dartmouth College,Middle Massachusetts Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Robinson Hall,Robinson Hall,Dartmouth College,0",21718.0,6244.0,61.0,1357.375,1853.2375949492643,259.5,489.0,1635.75,16.0,,2404.0,2404.0,2404.0,2404.0,,2404.0,2404.0,2404.0,1.0,
20:04:2013,94800.0,0.0,3601.0,2399.0,0.0,0.0,5.0,0.0,0.0,33.0,"Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Alumni Gymnasium,Alumni Gymnasium,Class of 1953 Commons,Class of 1953 Commons,Middle Massachusetts Hall",33860.0,3680.0,50.0,825.8536585365854,1026.9739665876543,111.0,423.0,1119.0,41.0,2.0,,,,,,,,,,4.0
21:04:2013,72002.0,0.0,5998.0,7199.0,1201.0,0.0,-1.0,0.0,0.0,33.0,"Middle Massachusetts Hall,Class of 1953 Commons,Class of 1953 Commons,Middle Massachusetts Hall,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,0,Middle Massachusetts Hall,Mass Parking Lot,Class of 1953 Commons,Class of 1953 Commons,Middle Massachusetts Hall",28129.0,6271.0,60.0,721.2564102564103,1143.1117438113415,196.0,282.0,715.5,39.0,1.0,,,,,,,,,,1.0
22:04:2013,48001.0,0.0,8432.0,15567.0,0.0,0.0,0.0,0.0,7800.0,33.0,"Middle Massachusetts Hall,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Middle Massachusetts Hall,Berry Library,Berry Library,Sudikoff Hall,Sudikoff Hall,Middle Massachusetts Hall,Middle Massachusetts Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Class of 1953 Commons,Class of 1953 Commons,0",36091.0,4539.0,90.0,1164.225806451613,1217.8687041898895,267.0,646.0,1598.0,31.0,1.0,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,2.5
23:04:2013,44499.0,0.0,1103.0,39598.0,0.0,0.0,1.0,0.0,3900.0,33.0,"0,Life Sciences Greenhouse,Life Sciences Greenhouse,Middle Massachusetts Hall,Middle Massachusetts Hall,Collis Student Center,Collis Student Center,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Dartmouth College,Wentworth Hall,Wentworth Hall,Middle Massachusetts Hall,Middle Massachusetts Hall,Sudikoff Hall,Sudikoff Hall",25749.0,5690.0,61.0,990.3461538461538,1343.7202072547002,228.0,464.0,1381.0,26.0,2.0,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,4.0
24:04:2013,56253.0,0.0,14400.0,18000.0,0.0,0.0,2.0,0.0,7800.0,33.0,"0,0,Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,0,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Robinson Hall,Alumni Gymnasium,Alumni Gymnasium,Middle Massachusetts Hall",24598.0,2996.0,70.0,647.3157894736842,696.9183171828929,172.0,338.0,1021.0,38.0,2.0,2901.0,1804.0,1097.0,1450.5,499.9244942988891,1273.75,1450.5,1627.25,2.0,4.0
25:04:2013,75604.0,0.0,0.0,8401.0,0.0,0.0,3.0,0.0,3900.0,33.0,"Middle Massachusetts Hall,0,0,Collis Student Center,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Class of 1953 Commons,Life Sciences Greenhouse,Life Sciences Greenhouse",21705.0,3681.0,50.0,723.5,823.6752687047621,154.25,373.0,1281.0,30.0,,,,,,,,,,,
26:04:2013,56402.0,0.0,6000.0,26393.0,0.0,0.0,4.0,0.0,6000.0,33.0,"Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,The Irving Institute for Energy & Society,The Irving Institute for Energy & Society,Class of 1953 Commons,Berry Sports Center,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Collis Student Center,Collis Student Center,0",37249.0,5732.0,51.0,1284.448275862069,1429.9925470886428,303.0,816.0,1675.0,29.0,1.0,10095.0,10095.0,10095.0,10095.0,,10095.0,10095.0,10095.0,1.0,1.0
27:04:2013,81599.0,0.0,3601.0,2400.0,0.0,0.0,5.0,0.0,0.0,33.0,"0,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Alumni Gymnasium,Alumni Gymnasium,Sarner Underground,Class of 1953 Commons,Middle Massachusetts Hall",41602.0,6657.0,70.0,1155.611111111111,1371.4201039751829,313.0,700.0,1426.75,36.0,,1202.0,1202.0,1202.0,1202.0,,1202.0,1202.0,1202.0,1.0,
28:03:2013,0.0,0.0,0.0,184036.0,0.0,0.0,3.0,0.0,3900.0,33.0,"Sudikoff Hall,Sudikoff Hall",43971.0,10562.0,70.0,1293.264705882353,1904.5462564503391,323.0,620.0,1765.75,34.0,,,,,,,,,,,
28:04:2013,84002.0,7199.0,6006.0,7192.0,1201.0,0.0,-1.0,0.0,0.0,33.0,"Mass Parking Lot,Topliff Courts,House Center A,Burnham Field,Bartlett Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Coldwell Banker,Coldwell Banker,Middle Massachusetts Hall,Dartmouth College,Coldwell Banker,Coldwell Banker,Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Class of 1953 Commons,Class of 1953 Commons,Middle Massachusetts Hall",32038.0,4267.0,51.0,667.4583333333334,808.7512033161049,219.5,408.5,880.25,48.0,1.0,1093.0,1093.0,1093.0,1093.0,,1093.0,1093.0,1093.0,1.0,1.0
