,level,resp_time
182,1,2013-04-29 04:10:43
183,1,2013-04-28 21:10:42
184,1,2013-04-29 10:26:56
185,2,2013-04-29 00:01:33
186,4,2013-04-29 20:00:14
187,4,2013-04-29 15:58:59
188,1,2013-04-29 16:53:23
189,1,2013-04-29 19:05:41
190,3,2013-04-30 10:49:18
191,1,2013-05-01 05:00:35
192,4,2013-05-02 02:01:48
193,1,2013-05-02 07:11:47
194,4,2013-05-02 16:03:21
195,4,2013-05-03 05:00:42
196,1,2013-05-06 19:42:41
197,1,2013-05-10 15:29:44
198,1,2013-05-07 08:38:34
199,1,2013-05-07 16:57:33
200,4,2013-05-06 10:44:24
201,1,2013-05-06 16:55:09
202,4,2013-05-05 06:20:23
203,1,2013-05-08 04:05:11
204,1,2013-05-08 03:46:43
205,3,2013-05-11 00:00:23
206,1,2013-05-16 02:02:59
207,5,2013-05-04 10:26:58
208,1,2013-05-07 07:56:44
209,4,2013-05-09 04:03:36
210,4,2013-05-05 20:56:08
211,1,2013-05-07 04:00:40
212,2,2013-05-08 12:07:59
213,2,2013-05-11 17:34:01
214,2,2013-05-15 06:03:17
215,1,2013-05-06 04:01:28
216,1,2013-05-03 23:49:26
217,4,2013-05-07 02:30:41
218,1,2013-05-16 15:43:11
219,3,2013-05-12 12:07:52
220,2,2013-05-15 08:12:46
221,1,2013-05-16 19:15:13
222,4,2013-05-19 19:34:06
223,4,2013-05-18 21:06:47
224,1,2013-05-18 00:04:21
225,4,2013-05-20 00:24:40
226,4,2013-05-20 22:54:05
227,4,2013-05-20 20:47:59
228,4,2013-05-20 19:48:12
229,1,2013-05-21 09:13:37
230,4,2013-05-21 18:55:55
231,5,2013-05-22 00:07:02
232,1,2013-05-22 05:38:37
233,4,2013-05-22 18:58:32
234,4,2013-05-23 18:03:27
235,1,2013-05-24 04:01:24
236,1,2013-05-24 17:00:52
237,5,2013-05-31 20:15:13
238,1,2013-05-25 00:40:17
239,4,2013-05-31 09:57:44
240,5,2013-05-30 20:03:24
241,5,2013-05-31 00:01:29
242,4,2013-05-31 18:08:26
243,4,2013-05-26 05:34:26
244,2,2013-05-27 08:44:00
245,4,2013-05-26 19:17:44
246,4,2013-05-27 19:09:14
247,2,2013-05-29 02:03:00
248,2,2013-05-28 09:55:40
249,2,2013-05-28 20:07:51
250,2,2013-05-29 04:05:35
251,2,2013-05-30 00:42:37
252,2,2013-05-29 20:08:33
253,1,2013-06-01 13:09:23
254,5,2013-06-01 04:03:54
255,4,2013-06-05 07:15:19
256,4,2013-06-06 00:06:05
257,4,2013-06-04 23:17:51
258,4,2013-06-04 08:39:35
259,5,2013-06-05 05:06:44
260,4,2013-06-03 00:59:53
261,4,2013-06-02 06:00:42
262,4,2013-06-04 01:29:55
263,4,2013-06-03 07:57:00
264,4,2013-06-02 21:31:46
265,4,2013-06-03 03:48:30
266,4,2013-06-05 01:09:43
267,4,2013-06-06 10:22:12
268,4,2013-06-07 23:46:27
