date,home_time,recreational_activities,travel_time,school_time,working,orthers,date_in_week,volunteer,location_names
15:05:2013,44399.0,30001.0,0.0,4200.0,0.0,0.0,2,50,"Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Berry Library,Berry Library,Berry Library,Little Hall,Reed Hall,Reed Hall,Berry Library,Dartmouth College,Dartmouth College,Berry Library,Dartmouth College,Sudikoff Hall,Dartmouth College,Kemeny Hall"
16:04:2013,69541.0,9600.0,0.0,6060.0,0.0,0.0,1,50,"Dartmouth College,Little Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Little Hall,Alumni Gymnasium,Alumni Gymnasium,Hopkins Center for the Arts,Little Hall,Reed Hall,Reed Hall,Dartmouth College,Kemeny Hall,Little Hall,Little Hall,Dartmouth College,Berry Library,Berry Library,Dartmouth College"
16:05:2013,57600.0,40800.0,0.0,3000.0,1200.0,1200.0,3,50,"Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Berry Library,Berry Library,Little Hall,Reed Hall,Reed Hall,Berry Library,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,0,0,Consolidated Communications,0,Panarchy,Panarchy,0,Little Hall"
17:04:2013,249872.0,9859.0,0.0,2400.0,0.0,0.0,2,50,"Dartmouth College,Dartmouth College,Kemeny Hall,Kemeny Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Berry Library,Dartmouth College,Dartmouth College,Berry Library,Little Hall"
17:05:2013,12600.0,60601.0,0.0,0.0,0.0,0.0,4,50,"Berry Library,Berry Library,Berry Library,Berry Library,Berry Library,Berry Library,Berry Library,Berry Library,Berry Library,Berry Library,Little Hall,Berry Library,Dartmouth College,Berry Library,Berry Library,Berry Library,Berry Library"
18:05:2013,90000.0,8399.0,0.0,0.0,3600.0,0.0,5,50,"Hopkins Center for the Arts,Dartmouth College,0,Little Hall"
19:05:2013,73800.0,0.0,0.0,0.0,0.0,0.0,-1,50,"Dartmouth College,Little Hall"
20:04:2013,77872.0,1200.0,0.0,4859.0,0.0,0.0,5,50,"Kemeny Hall,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College"
20:05:2013,60000.0,19800.0,0.0,3600.0,0.0,0.0,0,50,"Berry Library,Berry Library,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Berry Library,Dartmouth College,Brown/Little Lounge,Reed Hall,Reed Hall,Berry Library,Berry Library,Berry Library,Dartmouth College,Berry Library,Dartmouth College"
21:04:2013,82337.0,1199.0,27598.0,0.0,0.0,0.0,-1,50,"Dartmouth College,Berry Library,Dartmouth College,State Route 10"
21:05:2013,64800.0,13800.0,0.0,4800.0,0.0,0.0,1,50,"Little Hall,Reed Hall,Reed Hall,Dartmouth College,Berry Library,Berry Library,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Berry Library"
22:04:2013,52779.0,3598.0,2056.0,3600.0,0.0,0.0,0,50,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Reed Hall,Reed Hall,Life Sciences Greenhouse,0,Berry Library,Berry Library,Dartmouth College"
22:05:2013,32400.0,49200.0,0.0,3600.0,0.0,0.0,2,50,"Berry Library,Berry Library,Dartmouth College,Little Hall,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Berry Library,Reed Hall,Reed Hall,Reed Hall,Berry Library,Dartmouth College,Berry Library,Berry Library,Berry Library,Berry Library"
23:04:2013,63055.0,31755.0,1201.0,8358.0,0.0,0.0,1,50,"Dartmouth College,Dartmouth College,Dartmouth College,South Fairbanks,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Zahm Courtyard,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,Dartmouth College,Reed Hall,Reed Hall,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library"
23:05:2013,69001.0,4200.0,35662.0,0.0,0.0,4199.0,3,50,"Berry Library,Berry Library,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Brown/Little Lounge,Dartmouth College,0,0,0"
24:04:2013,334804.0,0.0,0.0,0.0,0.0,0.0,2,50,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
24:05:2013,50999.0,13470.0,0.0,3190.0,0.0,0.0,4,50,"Dartmouth College,Reed Hall,Reed Hall,Berry Library,Dartmouth College"
25:05:2013,94694.0,16906.0,0.0,0.0,0.0,0.0,5,50,"Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Berry Library,Berry Library,Little Hall,Dartmouth College,Little Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Little Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College"
26:05:2013,67200.0,0.0,0.0,0.0,0.0,0.0,-1,50,"Dartmouth College,Dartmouth College,Little Hall,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College"
27:05:2013,57848.0,14138.0,0.0,1409.0,0.0,0.0,0,50,"Dartmouth College,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Brown/Little Lounge,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Brown/Little Lounge,Little Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Dartmouth College,Berry Library,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library"
28:03:2013,149408.0,0.0,0.0,0.0,0.0,0.0,3,50,Dartmouth College
28:04:2013,204086.0,0.0,0.0,0.0,0.0,0.0,-1,50,"Dartmouth College,Little Hall,Little Hall"
28:05:2013,70022.0,13712.0,359.0,2668.0,0.0,0.0,1,50,"Berry Library,Berry Library,Little Hall,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Brown/Little Lounge,Dartmouth College,McNutt Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Reed Hall,Berry Library,Reed Hall,Berry Library,Reed Hall,0,Reed Hall,Reed Hall,Dartmouth College,Dartmouth College,Berry Library,Berry Library"
29:03:2013,4800.0,10061.0,0.0,8400.0,0.0,0.0,4,50,"Little Hall,Little Hall,Dartmouth College,Reed Hall,Reed Hall,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Berry Library,Berry Library,Berry Library"
29:05:2013,36682.0,44084.0,104.0,4964.0,237.0,3000.0,2,50,"Berry Library,0,0,0,Berry Library,Kemeny Hall,Berry Library,Kemeny Hall,Berry Library,Kemeny Hall,Berry Library,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Berry Library,Berry Library,Berry Library,Berry Library,Berry Library,Berry Library,Berry Library,Berry Library,Berry Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Berry Library,Berry Library,Berry Library,Berry Library,Berry Library,Dartmouth College,Berry Library,Berry Library,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Reed Hall,Reed Hall,Life Sciences Greenhouse,Berry Library,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Berry Library,Dartmouth College,Berry Library,Berry Library,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Life Sciences Greenhouse,Dartmouth College,Life Sciences Greenhouse,Dartmouth College,Life Sciences Greenhouse,Dartmouth College,Reed Hall,Dartmouth College,Dartmouth College,Reed Hall,Reed Hall,Dartmouth College,Dartmouth College,Dana Circle Parking Lot,Kemeny Hall,Life Sciences Greenhouse,Kemeny Hall,Kemeny Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Berry Library,Little Hall,Life Sciences Greenhouse,Little Hall,Life Sciences Greenhouse,Little Hall,Life Sciences Greenhouse,Little Hall"
30:03:2013,81372.0,0.0,0.0,0.0,0.0,6000.0,5,50,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,0,Little Hall"
30:04:2013,499524.0,0.0,0.0,0.0,0.0,0.0,1,50,Dartmouth College
30:05:2013,69768.0,16091.0,0.0,0.0,0.0,0.0,3,50,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Brown/Little Lounge,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Berry Library,Little Hall,Berry Library,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Brown/Little Lounge,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Brown/Little Lounge,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Brown/Little Lounge,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Dartmouth College,Berry Library"
31:03:2013,283814.0,0.0,0.0,0.0,0.0,0.0,-1,50,"Dartmouth College,New Hampshire Hall,Little Hall,Little Hall"
31:05:2013,45411.0,20803.0,474.0,8901.0,7197.0,0.0,4,50,"Dartmouth College,Berry Library,Little Hall,Berry Library,Dartmouth College,Berry Library,Seven Allen,Little Hall,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Berry Library,Zahm Courtyard,Berry Library,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Little Hall,Sudikoff Hall,Dartmouth College,Little Hall,Berry Library,Kemeny Hall,Kemeny Hall,Kemeny Hall,Kemeny Hall,Kemeny Hall,Kemeny Hall,Berry Library"
