,home_time,orthers,recreational_activities,school_time,travel_time,working,date_in_week,cut_class,class_schedule,volunteer,location_names,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level,dur_sum,max,min,mean,std,25%,med or 50%,75%,freq,final_level
05:05:2013,57604.0,0.0,5999.0,7199.0,0.0,0.0,-1.0,0.0,0.0,60.0,"Dartmouth College,Hanover Inn Dartmouth,Hanover Inn Dartmouth,Hopkins Center for the Arts,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College",15557,1247.0,40.0,232.19402985074623,268.24390974509083,86.0,121.0,253.0,67.0,2.0,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,4.0
06:04:2013,17142.0,0.0,331.0,77231.0,0.0,0.0,5.0,0.0,0.0,60.0,"Sudikoff Hall,Robinson Hall,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Baker Memorial Library,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Berry Library,Sudikoff Hall,Berry Library,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College",18420,3711.0,61.0,484.7368421052632,646.8010130618738,131.25,248.0,608.5,38.0,1.0,1104.0,1104.0,1104.0,1104.0,,1104.0,1104.0,1104.0,1.0,1.0
06:05:2013,84392.0,0.0,3501.0,14401.0,0.0,0.0,0.0,0.0,0.0,60.0,"Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College",20523,2245.0,30.0,360.05263157894734,494.98100328095694,81.0,141.0,395.0,57.0,1.0,10005.0,3994.0,1201.0,1667.5,1139.7485248948558,1201.25,1202.0,1204.25,6.0,1.75
07:04:2013,58680.0,0.0,1200.0,24240.0,0.0,0.0,-1.0,0.0,0.0,60.0,"Dartmouth College,Hopkins Center for the Arts,Robinson Hall,Robinson Hall,Dartmouth College,Robinson Hall,Dartmouth College,Dartmouth College,Robinson Hall",4518,728.0,40.0,205.3636363636364,172.54662460430126,81.0,157.0,252.75,22.0,1.0,,,,,,,,,,2.1666666666666665
08:04:2013,41923.0,0.0,6001.0,33713.0,0.0,0.0,0.0,0.0,0.0,60.0,"Robinson Hall,Sudikoff Hall,Robinson Hall,Robinson Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Robinson Hall,Dartmouth College,Robinson Hall",21703,3104.0,30.0,471.8043478260869,649.5138564791779,70.25,187.0,576.0,46.0,1.0,8332.0,2401.0,1146.0,1666.4,670.0024626820413,1182.0,1204.0,2399.0,5.0,1.0
08:05:2013,40802.0,1198.0,7199.0,38401.0,0.0,0.0,2.0,0.0,0.0,60.0,"Dartmouth College,CVS Pharmacy,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Webster Hall,Berry Library,Berry Library,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College",28485,2425.0,40.0,284.85,405.87945105397824,81.0,121.0,285.5,100.0,1.0,8337.0,2400.0,1135.0,1389.5,495.73692620179105,1198.5,1201.0,1202.0,6.0,1.3333333333333333
09:04:2013,64814.0,0.0,4799.0,36317.0,0.0,0.0,1.0,0.0,0.0,60.0,"Robinson Hall,Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Chinese Language House,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Robinson Hall",20938,7411.0,40.0,805.3076923076923,1597.7058995755326,83.5,167.0,507.75,26.0,1.0,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,2.6666666666666665
09:05:2013,64707.0,0.0,14400.0,7200.0,0.0,0.0,3.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Berry Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Berry Library,Dartmouth College",24074,7280.0,40.0,415.0689655172414,1088.8886473778596,71.0,111.0,194.5,58.0,2.0,3643.0,2444.0,1199.0,1821.5,880.3479425772516,1510.25,1821.5,2132.75,2.0,4.0
10:04:2013,57599.0,0.0,0.0,9505.0,0.0,0.0,2.0,0.0,0.0,60.0,"Robinson Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Class of 1953 Commons",12130,4024.0,41.0,505.4166666666667,859.9409947739167,81.0,161.5,586.0,24.0,1.0,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,1.8
10:05:2013,68304.0,0.0,0.0,17999.0,600.0,0.0,4.0,0.0,0.0,60.0,"Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0",22009,4307.0,40.0,373.03389830508473,790.6443022144639,71.0,121.0,222.5,59.0,1.0,227919.0,224342.0,578.0,45583.8,99929.33820555404,600.0,1199.0,1200.0,5.0,1.0
11:04:2013,59414.0,1201.0,4680.0,20002.0,0.0,0.0,3.0,0.0,0.0,60.0,"Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth College,CVS Pharmacy,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Latin American, Latino/a, and Caribbean House,Latin American, Latino/a, and Caribbean House,Sherman House,Latin American, Latino/a, and Caribbean House,Latin American, Latino/a, and Caribbean House,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Class of 1953 Commons,Dartmouth College,Robinson Hall,Robinson Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Sudikoff Hall,Life Sciences Greenhouse",10381,2730.0,40.0,357.9655172413793,649.6122735226991,81.0,122.0,243.0,29.0,2.0,1101.0,1101.0,1101.0,1101.0,,1101.0,1101.0,1101.0,1.0,2.5
11:05:2013,0.0,140064.0,0.0,0.0,4477.0,0.0,5.0,0.0,0.0,60.0,"0,Terminal A,Terminal A,Terminal A Satellite,Terminal A Satellite,Terminal A,Terminal A,0",1354,798.0,50.0,193.42857142857144,267.7280069665587,86.0,101.0,116.5,7.0,1.0,,,,,,,,,,2.5
12:04:2013,34827.0,0.0,0.0,51617.0,0.0,0.0,4.0,0.0,0.0,60.0,"Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons",21056,2234.0,20.0,292.44444444444446,338.80173640112804,77.75,177.0,376.5,72.0,1.0,1843.0,1843.0,1843.0,1843.0,,1843.0,1843.0,1843.0,1.0,2.75
12:05:2013,17400.0,25801.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,60.0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0",14183,1739.0,30.0,248.8245614035088,341.72608719803526,71.0,111.0,212.0,57.0,0.0,,,,,,,,,,3.0
13:04:2013,82785.0,0.0,0.0,2399.0,0.0,1221.0,5.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Alpha Theta,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",19264,4599.0,60.0,566.5882352941177,1063.7484356758662,111.0,186.5,396.5,34.0,2.0,2403.0,1202.0,1201.0,1201.5,0.7071067811865476,1201.25,1201.5,1201.75,2.0,3.0
13:05:2013,7799.0,63066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",26184,2770.0,20.0,284.60869565217394,450.4472492081167,71.0,131.0,285.5,92.0,,155111.0,155111.0,155111.0,155111.0,,155111.0,155111.0,155111.0,1.0,
14:04:2013,33580.0,0.0,22769.0,36090.0,0.0,0.0,-1.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Berry Library,Dartmouth College,Dartmouth College,Class of 1953 Commons,Robinson Hall,Dartmouth College,Dartmouth College,Starbucks",24478,2811.0,30.0,271.97777777777776,423.2936393552374,81.0,136.5,250.25,90.0,2.0,2400.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,2.0,3.4
14:05:2013,10201.0,115445.0,0.0,599.0,0.0,0.0,1.0,0.0,0.0,60.0,"0,0,0,0,0,0,Louisiana State University Health Sciences Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terminal Ramp,Terminal Ramp,Terminal Ramp",17113,5186.0,40.0,462.5135135135135,965.059400060766,71.0,101.0,303.0,37.0,,,,,,,,,,,
15:04:2013,16130.0,0.0,1200.0,64764.0,0.0,0.0,0.0,0.0,0.0,60.0,"Starbucks,Chinese Language House,Chinese Language House,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth Hall,Wentworth Hall,Robinson Hall",26822,3306.0,21.0,246.07339449541288,392.8123835082657,80.0,142.0,252.0,109.0,1.0,1084.0,1084.0,1084.0,1084.0,,1084.0,1084.0,1084.0,1.0,2.6666666666666665
15:05:2013,42092.0,0.0,2397.0,3000.0,0.0,0.0,2.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",17361,1789.0,30.0,231.48,316.06458286328206,71.0,111.0,237.5,75.0,1.0,6901.0,2115.0,584.0,1150.1666666666667,558.6746518920173,750.5,1199.5,1201.5,6.0,2.0
16:04:2013,63384.0,1202.0,0.0,20389.0,1199.0,0.0,1.0,0.0,0.0,60.0,"Class of 1953 Commons,Dartmouth College,Dartmouth College,Thel,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,0,Sudikoff Hall,Sudikoff Hall,Morton Hall,0,0,Dartmouth College",16998,7846.0,50.0,346.8979591836735,1122.6993372540792,71.0,101.0,171.0,49.0,1.0,1199.0,1199.0,1199.0,1199.0,,1199.0,1199.0,1199.0,1.0,2.8
16:05:2013,49724.0,0.0,0.0,35221.0,0.0,0.0,3.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Class of 1953 Commons,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",35093,6531.0,40.0,381.44565217391306,814.0364001382981,81.0,156.5,323.25,92.0,1.0,4607.0,1781.0,442.0,921.4,562.0256221917289,584.0,600.0,1200.0,5.0,1.0
17:04:2013,68314.0,0.0,0.0,18088.0,0.0,0.0,2.0,0.0,0.0,60.0,"Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,0,0,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Dartmouth College",15831,1921.0,40.0,255.33870967741936,377.1412721152831,71.0,126.0,270.25,62.0,1.0,3547.0,1233.0,1114.0,1182.3333333333333,61.43560314128391,1157.0,1200.0,1216.5,3.0,1.8
17:05:2013,73807.0,0.0,0.0,13202.0,0.0,0.0,4.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",36241,3761.0,30.0,332.48623853211006,587.691853854251,71.0,151.0,283.0,109.0,,3598.0,2998.0,600.0,1799.0,1695.642061285341,1199.5,1799.0,2398.5,2.0,
18:04:2013,61280.0,2400.0,9461.0,12057.0,0.0,0.0,3.0,0.0,0.0,60.0,"Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Nugget Arcade,Hanover Post Office,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Berry Library,Carson Hall,Life Sciences Greenhouse,Life Sciences Greenhouse",29798,4186.0,30.0,402.6756756756757,730.0959424306143,81.0,132.0,325.5,74.0,1.0,9623.0,2443.0,1181.0,1603.8333333333333,633.5491825159801,1199.25,1200.0,2100.0,6.0,1.75
18:05:2013,74695.0,0.0,4935.0,4064.0,0.0,3596.0,5.0,0.0,0.0,60.0,"Hanover Inn Dartmouth,Robinson Hall,Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Chi Gamma Epsilon,Dartmouth College,Dartmouth College,Zeta Psi,Sigma Nu Delta Beta,Kappa Pi Kappa,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",32515,5096.0,30.0,439.3918918918919,825.4666229998534,93.5,212.0,480.75,74.0,1.0,12608.0,3600.0,2.0,1260.8,1111.5282572506496,599.5,602.0,1801.5,10.0,2.5
19:04:2013,62396.0,2496.0,14147.0,7201.0,1105.0,0.0,4.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Topliff Courts,Berry Sports Center,Berry Sports Center,Hood Museum of Art,Chinese Language House,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Life Sciences Greenhouse,0,Von Bargen's Jewelry,Boloco,Dartmouth Co-Op,Dartmouth College",37826,4529.0,31.0,532.7605633802817,831.9340713025063,81.0,182.0,490.0,71.0,1.0,,,,,,,,,,2.4
19:05:2013,83464.0,0.0,2778.0,0.0,0.0,0.0,-1.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",21206,2336.0,30.0,311.8529411764706,369.61384709094654,88.5,182.0,376.5,68.0,2.0,2399.0,602.0,597.0,599.75,2.0615528128088303,599.25,600.0,600.5,4.0,4.0
20:04:2013,85199.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Chinese Language House,Chinese Language House,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",22257,8413.0,30.0,473.5531914893617,1326.4583903159537,71.0,122.0,328.5,47.0,0.0,4723.0,2323.0,1200.0,1574.3333333333333,648.3643522999497,1200.0,1200.0,1761.5,3.0,4.333333333333333
20:05:2013,73811.0,0.0,2400.0,10806.0,0.0,0.0,0.0,0.0,0.0,60.0,"Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",20898,2781.0,40.0,316.6363636363636,508.7954594730771,81.0,146.5,296.25,66.0,2.0,600.0,600.0,600.0,600.0,,600.0,600.0,600.0,1.0,4.0
21:04:2013,82742.0,0.0,2456.0,1860.0,0.0,0.0,-1.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Topliff Hall,0,0,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts",10210,1850.0,50.0,268.6842105263158,409.5566558347564,70.25,91.0,249.75,38.0,1.0,4851.0,2400.0,1200.0,1617.0,678.5771879454835,1225.5,1251.0,1825.5,3.0,1.0
