,home_time,orthers,recreational_activities,school_time,working,travel_time,shopping,date_in_week,cut_class,class_schedule,volunteer,location_names,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level,dur_sum,max,min,mean,std,25%,med or 50%,75%,freq,final_level
06:04:2013,70950.0,0.0,8312.0,1200.0,10738.0,0.0,0.0,5.0,0.0,0.0,47.0,"Dartmouth College,Haldeman Center,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,New Hampshire Hall,New Hampshire Hall,Alumni Gymnasium,Alumni Gymnasium,New Hampshire Hall,New Hampshire Hall,Hopkins Center for the Arts,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",32478.0,13183.0,50.0,1353.25,2792.1572967089837,131.0,322.0,1584.25,24.0,2.0,3604.0,1204.0,1200.0,1201.3333333333333,2.3094010767585034,1200.0,1200.0,1202.0,3.0,3.5
06:05:2013,46818.0,0.0,7198.0,4799.0,19184.0,0.0,0.0,0.0,1.0,7800.0,47.0,"Sigma Alpha Epsilon Fraternity,0,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Baker Memorial Library,Baker Memorial Library,Sigma Alpha Epsilon Fraternity,Berry Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Sigma Alpha Epsilon Fraternity,Hopkins Center for the Arts,Sudikoff Hall,Haldeman Center",23701.0,2590.0,50.0,483.6938775510204,575.7553446011028,111.0,202.0,716.0,49.0,1.0,5981.0,1264.0,1125.0,1196.2,49.215851105106374,1194.0,1198.0,1200.0,5.0,2.0
07:04:2013,69600.0,0.0,26400.0,0.0,9600.0,0.0,0.0,-1.0,0.0,0.0,47.0,"Dartmouth College,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Berry Library,Dartmouth College,Dartmouth College,Baker Memorial Library",18893.0,3449.0,40.0,472.325,650.1645309517372,108.25,257.0,521.75,40.0,0.0,6006.0,1205.0,1200.0,1201.2,2.16794833886788,1200.0,1200.0,1201.0,5.0,3.0
08:04:2013,38409.0,0.0,9600.0,8399.0,5993.0,0.0,0.0,0.0,0.0,7800.0,47.0,"Baker Memorial Library,Hopkins Center for the Arts,Hopkins Center for the Arts,Baker Memorial Library,Baker Memorial Library,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Sigma Alpha Epsilon Fraternity,Dartmouth College,Haldeman Center",34812.0,4470.0,60.0,669.4615384615385,991.7661303529344,146.0,272.0,695.25,52.0,2.0,2406.0,1204.0,1202.0,1203.0,1.4142135623730951,1202.5,1203.0,1203.5,2.0,3.5
08:05:2013,53999.0,0.0,4845.0,0.0,27556.0,0.0,0.0,2.0,1.0,7800.0,47.0,"New Hampshire Hall,0,Baker Memorial Library,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Sigma Alpha Epsilon Fraternity,Berry Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",29701.0,5135.0,50.0,928.15625,1410.7821237189105,70.0,257.5,945.5,32.0,,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,
09:04:2013,66055.0,1145.0,14399.0,4692.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,"0,Haldeman Center,New Hampshire Hall,New Hampshire Hall,Hopkins Center for the Arts,New Hampshire Hall,Alumni Gymnasium,Alumni Gymnasium,New Hampshire Hall,New Hampshire Hall,Starbucks,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Sudikoff Hall,Sudikoff Hall",24627.0,4682.0,70.0,849.2068965517242,1137.8724313167706,182.0,443.0,917.0,29.0,2.0,1205.0,1205.0,1205.0,1205.0,,1205.0,1205.0,1205.0,1.0,4.0
09:05:2013,41981.0,3600.0,34656.0,3699.0,1245.0,1200.0,0.0,3.0,1.0,7800.0,47.0,"Haldeman Center,Haldeman Center,Baker Memorial Library,Baker Memorial Library,La Casa,Baker Memorial Library,East Wheelock Street,Hopkins Center for the Arts,Hopkins Center for the Arts,0,0,Baker Memorial Library,Baker Memorial Library,Sherman House,Baker Memorial Library,Baker Memorial Library,Berry Library,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College",32759.0,13444.0,40.0,909.9722222222222,2277.3604205133265,104.25,283.0,637.0,36.0,1.0,5933.0,2400.0,1127.0,1483.25,612.2207526701459,1181.75,1203.0,1504.5,4.0,1.0
10:04:2013,50400.0,0.0,2400.0,6103.0,28805.0,0.0,0.0,2.0,0.0,7800.0,47.0,"Sudikoff Hall,New Hampshire Hall,Hopkins Center for the Arts,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Baker Memorial Library,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Sudikoff Hall,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Haldeman Center,Haldeman Center",43279.0,15897.0,80.0,1006.4883720930231,2461.2793457303287,151.0,363.0,792.0,43.0,,2340.0,1204.0,1136.0,1170.0,48.08326112068523,1153.0,1170.0,1187.0,2.0,
10:05:2013,38440.0,0.0,7179.0,2400.0,39600.0,0.0,0.0,4.0,1.0,6000.0,47.0,"Baker Memorial Library,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Hopkins Center for the Arts,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Baker Memorial Library,Baker Memorial Library,Baker Memorial Library,Haldeman Center",33508.0,4971.0,71.0,817.2682926829268,1063.485331924946,211.0,373.0,978.0,41.0,,1237.0,1237.0,1237.0,1237.0,,1237.0,1237.0,1237.0,1.0,
11:04:2013,51597.0,0.0,0.0,0.0,33520.0,0.0,0.0,3.0,1.0,7800.0,47.0,"Dartmouth College,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College",17782.0,5525.0,30.0,423.3809523809524,842.9475854544346,133.75,241.5,353.0,42.0,0.0,9603.0,3600.0,1200.0,2400.75,1338.8570685476475,1263.0,2401.5,3539.25,4.0,
11:05:2013,44399.0,3600.0,6089.0,1200.0,38375.0,0.0,0.0,5.0,0.0,0.0,47.0,"Haldeman Center,Baker Memorial Library,Baker Memorial Library,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Hopkins Center for the Arts,Nugget Arcade,USPS,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Hopkins Center for the Arts,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College",37071.0,8484.0,91.0,1323.9642857142858,1754.0671358861289,257.0,781.5,1656.75,28.0,,9631.0,3638.0,1193.0,2407.75,1398.7199803153358,1198.25,2400.0,3609.5,4.0,
12:04:2013,39691.0,0.0,27600.0,7192.0,12000.0,1200.0,0.0,4.0,0.0,6000.0,47.0,"Dartmouth College,Baker Memorial Library,Baker Memorial Library,Zahm Courtyard,Hopkins Center for the Arts,Hopkins Center for the Arts,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Haldeman Center,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Rauner Hall,Baker Memorial Library,Baker Memorial Library,Haldeman Center",29343.0,4368.0,40.0,698.6428571428571,915.425499397813,131.0,403.0,993.0,42.0,1.0,1205.0,1205.0,1205.0,1205.0,,1205.0,1205.0,1205.0,1.0,3.0
12:05:2013,41954.0,0.0,11999.0,0.0,20447.0,2402.0,2398.0,-1.0,0.0,0.0,47.0,"Dartmouth College,Baker Memorial Library,Baker Memorial Library,0,0,Dartmouth College,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College",31910.0,4007.0,60.0,725.2272727272727,832.3132478188212,128.5,363.0,1061.75,44.0,,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,
13:04:2013,67200.0,0.0,20459.0,0.0,2341.0,0.0,0.0,5.0,0.0,0.0,47.0,"0,Baker Memorial Library,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Baker Memorial Library,Baker Memorial Library,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",20557.0,5797.0,50.0,604.6176470588235,1236.9805371856562,153.5,252.0,438.75,34.0,0.0,,,,,,,,,,1.0
13:05:2013,43201.0,0.0,4757.0,32417.0,5982.0,0.0,0.0,0.0,0.0,7800.0,47.0,"Dartmouth College,Sudikoff Hall,Sudikoff Hall,Baker Memorial Library,Sudikoff Hall,Sudikoff Hall,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,0",27157.0,3056.0,60.0,445.1967213114754,509.73201520250257,142.0,285.0,485.0,61.0,,1226.0,1226.0,1226.0,1226.0,,1226.0,1226.0,1226.0,1.0,
14:04:2013,55446.0,0.0,0.0,1200.0,33313.0,0.0,0.0,-1.0,0.0,0.0,47.0,"Dartmouth College,Silsby Hall,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,New Hampshire Hall,New Hampshire Hall,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College",20991.0,4770.0,60.0,677.1290322580645,1031.9074487548285,131.5,414.0,753.0,31.0,,3525.0,1200.0,1125.0,1175.0,43.30127018922193,1162.5,1200.0,1200.0,3.0,3.0
14:05:2013,49200.0,3600.0,7143.0,20400.0,4900.0,0.0,0.0,1.0,0.0,0.0,47.0,"0,Sigma Alpha Epsilon Fraternity,Baker Memorial Library,Sudikoff Hall,Sudikoff Hall,Hanover High School,Co-Op Food Stores - Hanover,Co-Op Food Stores - Hanover,New Hampshire Hall,Sudikoff Hall,Sudikoff Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Sudikoff Hall,Carpenter Hall,Berry Library,Baker Memorial Library,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College",19101.0,2834.0,40.0,406.40425531914894,586.8451636236387,80.0,152.0,449.0,47.0,,1308.0,1308.0,1308.0,1308.0,,1308.0,1308.0,1308.0,1.0,
15:04:2013,34844.0,2400.0,7241.0,23956.0,10800.0,0.0,0.0,0.0,0.0,7800.0,47.0,"Dartmouth College,Carpenter Hall,Carpenter Hall,Berry Library,Carpenter Hall,Berry Library,Carpenter Hall,Carpenter Hall,Sigma Alpha Epsilon Fraternity,Berry Library,Blunt Alumni Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Dartmouth College,Buskey Alley,0,0",22327.0,4055.0,50.0,656.6764705882352,948.2431193364832,143.5,282.5,705.0,34.0,0.0,2406.0,1205.0,1201.0,1203.0,2.8284271247461903,1202.0,1203.0,1204.0,2.0,3.0
15:05:2013,45599.0,0.0,3519.0,25201.0,28881.0,0.0,0.0,2.0,0.0,7800.0,47.0,"Dartmouth College,Dartmouth College,0,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Hopkins Center for the Arts,Hopkins Center for the Arts,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Thornton Hall,Dartmouth College,Dartmouth College,Sudikoff Hall",10020.0,1855.0,40.0,435.6521739130435,496.1267807815818,75.5,211.0,852.5,23.0,,3580.0,1200.0,1180.0,1193.3333333333333,11.547005383792516,1190.0,1200.0,1200.0,3.0,
16:04:2013,67270.0,0.0,0.0,1109.0,13200.0,3621.0,0.0,1.0,0.0,0.0,47.0,"Haldeman Center,New Hampshire Hall,Hanover Inn Valet Lot,Dartmouth College,South Block Parking Garage,South Block Parking Garage,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Dartmouth College",27047.0,5779.0,60.0,795.5,1302.4355797481653,126.0,206.5,1008.0,34.0,,,,,,,,,,,
16:05:2013,46800.0,3600.0,2400.0,7138.0,28773.0,0.0,0.0,3.0,0.0,7800.0,47.0,"Sudikoff Hall,Baker Memorial Library,0,0,Hopkins Center for the Arts,Sudikoff Hall,Sudikoff Hall,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity",38637.0,7042.0,60.0,1044.2432432432431,1670.1136089999884,202.0,443.0,747.0,37.0,,2448.0,1294.0,1154.0,1224.0,98.99494936611666,1189.0,1224.0,1259.0,2.0,
17:04:2013,50379.0,0.0,22800.0,3619.0,10802.0,0.0,0.0,2.0,1.0,7800.0,47.0,"Dartmouth College,0,Baker Memorial Library,Berry Library,Sigma Alpha Epsilon Fraternity,Hopkins Center for the Arts,Hopkins Center for the Arts,New Hampshire Hall,New Hampshire Hall,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Dartmouth College,Haldeman Center",26382.0,2916.0,30.0,824.4375,890.9001586833036,156.25,505.0,1382.0,32.0,0.0,3603.0,1203.0,1200.0,1201.0,1.7320508075688772,1200.0,1200.0,1201.5,3.0,3.0
17:05:2013,54000.0,0.0,0.0,2400.0,13289.0,0.0,0.0,4.0,1.0,6000.0,47.0,"Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,New Hampshire Hall,New Hampshire Hall,New Hampshire Hall,New Hampshire Hall,Wentworth Hall,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Parkhurst Hall,Dartmouth College,Dartmouth College",34713.0,10000.0,70.0,1051.909090909091,1941.6095507921448,171.0,352.0,1019.0,33.0,,10327.0,5521.0,1200.0,2065.4,1931.7408728916,1200.0,1200.0,1206.0,5.0,
18:04:2013,48000.0,0.0,3600.0,2463.0,32337.0,0.0,0.0,3.0,1.0,7800.0,47.0,"Haldeman Center,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Sudikoff Hall,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Baker Memorial Library,Dartmouth College,Dartmouth College,McCulloch Hall,Brace Commons,Baker Memorial Library,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",25659.0,7759.0,49.0,1282.95,2218.824237601623,231.75,431.5,897.5,20.0,,6004.0,3606.0,2398.0,3002.0,854.1849916733494,2700.0,3002.0,3304.0,2.0,
18:05:2013,68830.0,0.0,7230.0,0.0,7199.0,1099.0,0.0,5.0,0.0,0.0,47.0,"Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Dartmouth College,Fahey Hall,Dartmouth College,Berry Library,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Webster Southbound,Dartmouth College,Dartmouth College",27258.0,5030.0,60.0,801.7058823529412,1217.4148101466278,143.5,333.0,822.5,34.0,,8129.0,7200.0,929.0,4064.5,4434.26662482084,2496.75,4064.5,5632.25,2.0,
19:04:2013,50399.0,0.0,2693.0,9539.0,20387.0,2400.0,0.0,4.0,0.0,6000.0,47.0,"Dartmouth College,Dartmouth College,Dartmouth College,New Hampshire Hall,New Hampshire Hall,New Hampshire Hall,Zahm Courtyard,Zahm Courtyard,Winfred-Raven House,Winfred-Raven House,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,New Hampshire Hall,New Hampshire Hall,Baker Memorial Library,Baker Memorial Library,Haldeman Center",29555.0,3557.0,20.0,844.4285714285714,894.0101751531191,186.5,444.0,1277.5,35.0,,4813.0,1205.0,1200.0,1203.25,2.362907813126304,1202.25,1204.0,1205.0,4.0,
19:05:2013,82049.0,2400.0,0.0,0.0,0.0,2399.0,0.0,-1.0,0.0,0.0,47.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Vox Lane Parking Lot,0,0,Heating & Electric Plant,New Hampshire Hall,New Hampshire Hall,Dartmouth College",16598.0,2501.0,51.0,518.6875,636.7764299769532,141.0,201.5,579.25,32.0,,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,
