date,home_time,recreational_activities,school_time,travel_time,orthers,working,date_in_week,cut_class,class_schedule,volunteer,location_names,level
12:04:2013,72000.0,4800.0,6001.0,3600.0,1200.0,0.0,4,0.0,6000.0,10,"Dana Circle Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,0,The Church of Christ at Dartmouth College,Dartmouth College,Dartmouth College,Berry Sports Center,Berry Sports Center,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Wentworth Hall",
12:05:2013,76801.0,1200.0,600.0,0.0,1200.0,1199.0,-1,0.0,0.0,10,"Dartmouth College,Baker Memorial Library,Dartmouth College,0,Dartmouth College,Baker Memorial Library,Alpha Theta,Dartmouth College,Dartmouth College,Moore Psychology Building,Dartmouth College,Dartmouth College,Latin American, Latino/a, and Caribbean House,Latin American, Latino/a, and Caribbean House,Dartmouth College,Dartmouth College,0,0,Wheelock House,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,Dartmouth College",
13:04:2013,84017.0,0.0,4809.0,0.0,3597.0,0.0,5,0.0,0.0,10,"Wentworth Hall,Wheeler Hall,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,The Church of Christ at Dartmouth College,The Church of Christ at Dartmouth College,The Church of Christ at Dartmouth College,Dartmouth College",
13:05:2013,79732.0,600.0,7200.0,0.0,600.0,0.0,0,0.0,7800.0,10,"Simon Pearce,Hanover Inn Dartmouth,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Wentworth Hall",
14:04:2013,85183.0,0.0,2400.0,0.0,0.0,0.0,-1,0.0,0.0,10,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College",
14:05:2013,69605.0,0.0,11398.0,2997.0,0.0,0.0,1,0.0,10500.0,10,"Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth College,Mass Parking Lot,Mass Parking Lot,Dartmouth College,Dartmouth College",
15:04:2013,76525.0,0.0,3600.0,0.0,0.0,0.0,0,1.0,7800.0,10,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Wentworth Hall",
15:05:2013,64800.0,7800.0,13804.0,1796.0,0.0,0.0,2,0.0,14400.0,10,"Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Kemeny Hall,Kemeny Hall,Carson Hall,Zahm Courtyard,Zahm Courtyard,Class of 1953 Commons,Class of 1953 Commons,Carson Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Wentworth Hall",
16:04:2013,69606.0,0.0,21213.0,0.0,0.0,0.0,1,0.0,10500.0,10,"Wentworth Hall,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College",
16:05:2013,81001.0,1200.0,0.0,3600.0,0.0,0.0,3,1.0,6900.0,10,"Hood Museum of Art,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,0,Mass Parking Lot,Mass Parking Lot,Dartmouth College,Dartmouth College",
17:04:2013,75599.0,0.0,4800.0,1200.0,0.0,0.0,2,1.0,14400.0,10,"Dartmouth College,Dartmouth College,Dartmouth College,0,Life Sciences Greenhouse,Life Sciences Greenhouse,Anonymous Hall,Dartmouth College,Dartmouth College,Wentworth Hall",
17:05:2013,69602.0,10199.0,5999.0,600.0,0.0,0.0,4,0.0,6000.0,10,"0,Dartmouth College,Alumni Gymnasium,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Kemeny Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Wentworth Hall",
18:04:2013,79200.0,2398.0,3602.0,0.0,0.0,0.0,3,1.0,6900.0,10,"Wentworth Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse",
18:05:2013,60001.0,8400.0,11400.0,600.0,4799.0,3600.0,5,0.0,0.0,10,"Wentworth Hall,Hood Museum of Art,Alpha Theta,Dartmouth College,0,63 South Main Street Parking Deck,Coldwell Banker,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,0,Hanover Inn Dartmouth,Hopkins Center for the Arts,Hopkins Center for the Arts,La Casa,Sudikoff Hall",
19:04:2013,82800.0,0.0,4800.0,0.0,0.0,0.0,4,0.0,6000.0,10,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Dartmouth College,Dartmouth College,Wentworth Hall",
19:05:2013,74264.0,3000.0,2400.0,0.0,3598.0,0.0,-1,0.0,0.0,10,"Dartmouth College,Dartmouth College,0,Class of 1953 Commons,Class of 1953 Commons,Native American House,Dartmouth College,Dartmouth College,0,Baker Memorial Library,Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Baker Memorial Library,Baker Memorial Library",
20:04:2013,58798.0,0.0,128402.0,0.0,0.0,0.0,5,0.0,0.0,10,"Dartmouth Hall,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons",
20:05:2013,87002.0,1800.0,0.0,600.0,2999.0,0.0,0,1.0,7800.0,10,"Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,The Church of Christ at Dartmouth College,The Church of Christ at Dartmouth College,Zahm Courtyard,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",
21:05:2013,14999.0,65060.0,1810.0,0.0,0.0,0.0,1,1.0,10500.0,10,"Dartmouth College,Dartmouth College,Hanover Inn Dartmouth,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College",
22:04:2013,64797.0,0.0,10451.0,0.0,0.0,0.0,0,0.0,7800.0,10,"Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Anonymous Hall,Dartmouth College,Dartmouth College,Wentworth Hall,Wentworth Hall",
22:05:2013,72600.0,0.0,13200.0,0.0,0.0,0.0,2,0.0,14400.0,10,"Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth Hall",
23:04:2013,69530.0,0.0,22796.0,0.0,0.0,0.0,1,0.0,10500.0,10,"Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College",
23:05:2013,79800.0,4200.0,2400.0,0.0,0.0,0.0,3,1.0,6900.0,10,"Wentworth Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Hood Museum of Art,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College",
24:04:2013,72133.0,0.0,7140.0,0.0,0.0,0.0,2,1.0,14400.0,10,"Dartmouth College,Moore Psychology Building,Kemeny Hall,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",
24:05:2013,374076.0,1800.0,0.0,0.0,0.0,0.0,4,1.0,6000.0,10,"Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College",
25:04:2013,72990.0,0.0,9679.0,0.0,0.0,1298.0,3,0.0,6900.0,10,"Dartmouth College,Phi Tau,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0",
26:04:2013,25141.0,0.0,9693.0,0.0,0.0,52591.0,4,0.0,6000.0,10,"Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Life Sciences Greenhouse,Life Sciences Greenhouse,Alpha Theta,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,0,0,Dartmouth Hall",
27:03:2013,7224.0,1199.0,7175.0,0.0,0.0,0.0,2,1.0,14400.0,10,"Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Dartmouth College,Dartmouth College,Baker Memorial Library,Wentworth Hall",
27:04:2013,73007.0,3599.0,14593.0,0.0,0.0,0.0,5,0.0,0.0,10,"Wentworth Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,0,Dartmouth Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,0",
28:03:2013,77999.0,3599.0,3602.0,0.0,0.0,0.0,3,1.0,6900.0,10,"Wentworth Hall,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Life Sciences Greenhouse",4.0
28:04:2013,67275.0,1162.0,25150.0,1213.0,0.0,0.0,-1,0.0,0.0,10,"Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Maynard Parking Lot,0,Dartmouth College,Sarner Underground,Class of 1953 Commons,Hopkins Center for the Arts,Dartmouth College",
28:05:2013,40200.0,0.0,14296.0,0.0,0.0,0.0,1,0.0,10500.0,10,"Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,La Casa",
29:03:2013,72002.0,9599.0,5999.0,0.0,0.0,0.0,4,0.0,6000.0,10,"Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Leverone Field House,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Wentworth Hall",4.0
29:04:2013,50338.0,0.0,22862.0,0.0,0.0,0.0,0,0.0,7800.0,10,"Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,0,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Wentworth Hall",
29:05:2013,36000.0,0.0,60000.0,0.0,0.0,0.0,2,0.0,14400.0,10,"Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,La Casa,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Life Sciences Greenhouse,Dartmouth College,Dartmouth College",
30:03:2013,238390.0,0.0,3600.0,0.0,3598.0,0.0,5,0.0,0.0,10,"Wentworth Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College",1.0
30:04:2013,46744.0,1182.0,38454.0,3620.0,0.0,0.0,1,0.0,10500.0,10,"Hopkins Center for the Arts,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Mass Parking Lot,Blunt Alumni Center Parking Lot,Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall",
30:05:2013,12000.0,0.0,0.0,0.0,0.0,0.0,3,1.0,6900.0,10,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",
