date,home_time,orthers,school_time,recreational_activities,working,travel_time,date_in_week,cut_class,class_schedule,volunteer,location_names,level
13:05:2013,45498.0,0.0,34902.0,0.0,0.0,0.0,0,0.0,10500.0,15,"Sudikoff Hall,Wheeler Hall,Sudikoff Hall,Steele Hall,Wheeler Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",
14:04:2013,10799.0,32400.0,27600.0,0.0,24001.0,0.0,-1,0.0,0.0,15,"Sudikoff Hall,Sigma Alpha Epsilon Fraternity,Rollins Chapel,Rollins Chapel,Sigma Alpha Epsilon Fraternity,McCulloch Hall,Wheeler Hall,Sigma Alpha Epsilon Fraternity,0,Thel,Dartmouth College,Sudikoff Hall",2.0
14:05:2013,51996.0,12806.0,18000.0,0.0,2402.0,1196.0,1,0.0,0.0,15,"Sigma Alpha Epsilon Fraternity,Dartmouth College,Sudikoff Hall,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Wheeler Hall,Wheeler Hall,0,Dartmouth College,Wheeler Hall,Zahm Courtyard",
15:04:2013,45599.0,0.0,18001.0,1199.0,2401.0,0.0,0,0.0,10500.0,15,"Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Hopkins Center for the Arts,Dartmouth College,Sudikoff Hall,Wheeler Hall,Wheeler Hall,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Sudikoff Hall,Sudikoff Hall,Dartmouth College",2.0
15:05:2013,63426.0,0.0,12170.0,4805.0,8399.0,0.0,2,0.0,3900.0,15,"0,Reed Hall,Casque & Gauntlet Senior Society,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Sigma Alpha Epsilon Fraternity,Wheeler Hall,Dartmouth College,Thornton Hall,Dartmouth College,Dartmouth College,Sudikoff Hall",
16:04:2013,10800.0,38400.0,15601.0,10601.0,9600.0,1398.0,1,0.0,0.0,15,"Sigma Alpha Epsilon Fraternity,Sudikoff Hall,Wheeler Hall,Dartmouth College,Wheeler Hall,Wheeler Hall,Thel,Wheeler Hall,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Ledyard Parking Lot,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Thel,Sudikoff Hall,Sudikoff Hall,Dartmouth College",2.0
16:05:2013,20400.0,0.0,63144.0,0.0,0.0,0.0,3,0.0,10500.0,15,"Dartmouth College,Wheeler Hall,Sudikoff Hall,Dartmouth College,Wheeler Hall",
17:04:2013,35999.0,30001.0,1201.0,5999.0,15600.0,0.0,2,1.0,3900.0,15,"Sigma Alpha Epsilon Fraternity,Dartmouth College,Berry Sports Center,Berry Sports Center,Sigma Alpha Epsilon Fraternity,Dartmouth College,Hopkins Center for the Arts,Wheeler Hall,Rollins Chapel,Wheeler Hall,Rollins Chapel,Rollins Chapel,Wheeler Hall,Rollins Chapel,Rollins Chapel,Rollins Chapel,Rollins Chapel,Rollins Chapel,Wheeler Hall,Rollins Chapel,Rollins Chapel,Rollins Chapel,Rollins Chapel,Wheeler Hall,Rollins Chapel,Rollins Chapel,Thel,0,Dartmouth College,Sudikoff Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Thel,Dartmouth College",2.0
17:05:2013,260345.0,19199.0,7200.0,0.0,2400.0,0.0,4,0.0,3000.0,15,"Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Winfred-Raven House,Rollins Chapel,Rollins Chapel,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Rollins Chapel,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Dartmouth College,Wheeler Hall",
18:04:2013,39599.0,12000.0,6000.0,0.0,26401.0,0.0,3,1.0,10500.0,15,"Dartmouth College,Wheeler Hall,Sudikoff Hall,Sigma Alpha Epsilon Fraternity,Dartmouth College,Wheeler Hall,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Wheeler Hall,Thel,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse",2.0
19:04:2013,40802.0,12000.0,14399.0,2400.0,21601.0,0.0,4,0.0,3000.0,15,"Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Winfred-Raven House,Sigma Alpha Epsilon Fraternity,Sudikoff Hall,Dartmouth College,0,Sigma Alpha Epsilon Fraternity,Sigma Phi Epsilon,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Hopkins Center for the Arts,Wheeler Hall,Wheeler Hall,Rollins Chapel,Rollins Chapel,Wheeler Hall,Rollins Chapel,Rollins Chapel,Wheeler Hall,Wheeler Hall,Rollins Chapel,Wheeler Hall,Rollins Chapel,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Thel,Wheeler Hall,Rollins Chapel,Wheeler Hall,Dartmouth College,Sudikoff Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Richardson Hall,Dartmouth College,Dartmouth College",
20:04:2013,15600.0,55199.0,3599.0,2400.0,13200.0,0.0,5,0.0,0.0,15,"Dartmouth College,Dartmouth College,Hood Museum of Art,Wheeler Hall,Wheeler Hall,Sudikoff Hall,Sudikoff Hall,Wheeler Hall,Wheeler Hall,Sigma Alpha Epsilon Fraternity,Hopkins Center for the Arts,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Moore Psychology Building,Dartmouth Outing Club House,Dartmouth Outing Club House,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Bones Gate,Kappa Pi Kappa,Dartmouth College,0,Dartmouth College,0,Thel",2.0
20:05:2013,28800.0,2400.0,40799.0,0.0,0.0,0.0,0,0.0,10500.0,15,"Sudikoff Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Rollins Chapel,Wheeler Hall,Wheeler Hall,Rollins Chapel,Wheeler Hall,Dartmouth College,Sudikoff Hall",3.0
21:04:2013,8400.0,26400.0,38400.0,0.0,40800.0,0.0,-1,0.0,0.0,15,"Sigma Alpha Epsilon Fraternity,Thel,Wide Babelki Bowl,Dartmouth College,Sudikoff Hall",
21:05:2013,68401.0,0.0,51890.0,0.0,0.0,0.0,1,0.0,0.0,15,"Sudikoff Hall,Wheeler Hall,Dartmouth College,Sudikoff Hall",
22:04:2013,16800.0,18000.0,27600.0,0.0,6000.0,0.0,0,0.0,10500.0,15,"Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Wheeler Hall,Wheeler Hall,Rollins Chapel,Wheeler Hall,Wheeler Hall,Rollins Chapel,Rollins Chapel,Rollins Chapel,Rollins Chapel,Wilder Hall,Rollins Chapel,Rollins Chapel,Wheeler Hall,Wheeler Hall,Wheeler Hall,Rollins Chapel,Rollins Chapel,Wilder Hall,Rollins Chapel,Rollins Chapel,Sigma Alpha Epsilon Fraternity,Life Sciences Greenhouse,Life Sciences Greenhouse,Guarini Institute for International Education,Dartmouth College,Sudikoff Hall",
22:05:2013,27600.0,0.0,13200.0,0.0,0.0,0.0,2,0.0,3900.0,15,"Wheeler Hall,Dartmouth College,Sudikoff Hall",
23:04:2013,42000.0,0.0,4801.0,0.0,21600.0,0.0,1,0.0,0.0,15,"Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Wheeler Hall,Chi Gamma Epsilon,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Wheeler Hall,Wilder Hall,Wheeler Hall,Wheeler Hall,Sudikoff Hall,Sudikoff Hall",
23:05:2013,8400.0,0.0,9600.0,0.0,98610.0,0.0,3,0.0,10500.0,15,"Dartmouth College,Sudikoff Hall,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity",
24:04:2013,79169.0,0.0,13200.0,0.0,4800.0,0.0,2,0.0,3900.0,15,"Dartmouth College,Dartmouth College,Winfred-Raven House,Wheeler Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Wheeler Hall,Wheeler Hall,Dartmouth College",
24:05:2013,40801.0,0.0,14400.0,0.0,0.0,0.0,4,0.0,3000.0,15,"Sudikoff Hall,Wheeler Hall",
25:04:2013,10800.0,28800.0,10830.0,1201.0,22799.0,1200.0,3,0.0,10500.0,15,"Sudikoff Hall,Hopkins Center for the Arts,Sigma Alpha Epsilon Fraternity,Thel,Dartmouth College,Life Sciences Greenhouse,0",
25:05:2013,1199.0,0.0,173590.0,0.0,0.0,0.0,5,0.0,0.0,15,"Dartmouth College,Sudikoff Hall",
26:04:2013,28802.0,0.0,18000.0,190421.0,32401.0,1198.0,4,0.0,3000.0,15,"Sudikoff Hall,Sigma Alpha Epsilon Fraternity,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,Dartmouth College,Wheeler Hall,Wheeler Hall,Sigma Alpha Epsilon Fraternity,Hopkins Center for the Arts,Sigma Alpha Epsilon Fraternity,Wheeler Hall,Dartmouth College,0,Life Sciences Greenhouse,Life Sciences Greenhouse,Richardson Hall,0",2.0
27:03:2013,5999.0,0.0,4799.0,0.0,0.0,0.0,2,0.0,3900.0,15,"Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Dartmouth College,Dartmouth College,Dartmouth College",
27:05:2013,97786.0,4800.0,3600.0,0.0,0.0,0.0,0,1.0,10500.0,15,"Sudikoff Hall,Wheeler Hall,Rollins Chapel,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wheeler Hall,Wilder Hall,Rollins Chapel,Rollins Chapel,Wheeler Hall,Rollins Chapel,Wheeler Hall,Wheeler Hall",
28:03:2013,44398.0,25201.0,3601.0,2400.0,10801.0,0.0,3,1.0,10500.0,15,"Dartmouth College,USPS,Dartmouth College,Thel,Rollins Chapel,Wheeler Hall,Dartmouth College,Dartmouth College,Wheeler Hall,Thel,Sigma Alpha Epsilon Fraternity,Wheeler Hall,Wheeler Hall,Sigma Alpha Epsilon Fraternity,Thel,Thel,Hopkins Center for the Arts,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center",4.0
28:05:2013,14400.0,0.0,115487.0,0.0,0.0,0.0,1,0.0,0.0,15,"Sudikoff Hall,Wheeler Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall",
29:03:2013,7197.0,38401.0,14400.0,14399.0,9601.0,3601.0,4,0.0,3000.0,15,"Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Vail,F Lot Parking,F Lot Parking,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Thel,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Berry Library,Hopkins Center for the Arts,Hopkins Center for the Arts,Thel,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Rollins Chapel,Rollins Chapel,Alumni Gymnasium",2.5
29:04:2013,14357.0,0.0,82887.0,1201.0,1155.0,0.0,0,0.0,10500.0,15,"Hopkins Center for the Arts,Sudikoff Hall,Sigma Alpha Epsilon Fraternity,Wheeler Hall,Dartmouth College,Sudikoff Hall",2.3333333333333335
29:05:2013,14400.0,0.0,14401.0,0.0,0.0,0.0,2,0.0,3900.0,15,"Dartmouth College,Life Sciences Greenhouse,Sudikoff Hall",
30:03:2013,24005.0,40800.0,0.0,4800.0,12001.0,3595.0,5,0.0,0.0,15,"Alumni Gymnasium,Alumni Gymnasium,Hopkins Center for the Arts,Wheeler Hall,Dartmouth College,Wheeler Hall,Thel,Thel,0,Dartmouth College,Dartmouth College,Dartmouth College,Ledyard Parking Lot,Thel,Dartmouth College,Kappa Pi Kappa,Dartmouth College,Dartmouth College,Dartmouth College,Bones Gate,Kappa Delta Epsilon,Thel,Dartmouth College",1.0
30:04:2013,39600.0,19200.0,1200.0,1200.0,0.0,0.0,1,0.0,0.0,15,"Thel,Wheeler Hall,Hopkins Center for the Arts,Wheeler Hall,Thel,Dartmouth College,Sudikoff Hall,Wheeler Hall",2.5
30:05:2013,20400.0,0.0,4800.0,0.0,32399.0,0.0,3,1.0,10500.0,15,"Winfred-Raven House,Winfred-Raven House,Sigma Alpha Epsilon Fraternity,Wheeler Hall,Sudikoff Hall",
31:03:2013,27601.0,45599.0,0.0,3599.0,10800.0,0.0,-1,0.0,0.0,15,"Hood Museum of Art,Hood Museum of Art,Dartmouth College,Thel,Dartmouth College,Dartmouth College,Dartmouth College,Thel,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Wheeler Hall,Thel,Dartmouth College,Thel",
