date,home_time,orthers,recreational_activities,school_time,working,travel_time,shopping,date_in_week,cut_class,class_schedule,volunteer,location_names,level
06:05:2013,6601.0,1199.0,4200.0,15600.0,47400.0,600.0,0.0,0,0.0,3900.0,3,"Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Epsilon Kappa Theta,0,Life Sciences Greenhouse,Life Sciences Greenhouse,0,Hood Museum of Art,Hood Museum of Art,Hood Museum of Art,Hopkins Center for the Arts,Hopkins Center for the Arts",1.0
07:04:2013,19198.0,0.0,0.0,26402.0,43200.0,0.0,0.0,-1,0.0,0.0,3,"Sudikoff Hall,Class of 1953 Commons,Dartmouth College,Dartmouth College,Epsilon Kappa Theta,Class of 1953 Commons",4.0
07:05:2013,63000.0,601.0,12000.0,10800.0,0.0,0.0,0.0,1,0.0,6600.0,3,"Wilson Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,0,Berry Sports Center,Hopkins Center for the Arts",1.0
08:04:2013,74399.0,0.0,1200.0,8401.0,0.0,0.0,0.0,0,0.0,3900.0,3,"Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College",1.0
08:05:2013,60029.0,1797.0,13201.0,10200.0,1200.0,0.0,0.0,2,0.0,10500.0,3,"Hopkins Center for the Arts,Epsilon Kappa Theta,Dartmouth College,Wilder Hall,Wilder Hall,Dartmouth College,Sudikoff Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,0,Nugget Arcade,Nugget Arcade,Dartmouth College,Dartmouth College,Epsilon Kappa Theta,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hanover Inn Dartmouth,Hanover Inn Dartmouth",1.0
09:04:2013,13200.0,0.0,9600.0,12000.0,52800.0,0.0,0.0,1,0.0,6600.0,3,"Wilson Hall,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,0,0,Wilson Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Epsilon Kappa Theta,Alumni Gymnasium,Berry Sports Center,Berry Sports Center,Berry Sports Center,New Hampshire Hall,Dartmouth College",1.0
09:05:2013,48354.0,1800.0,8400.0,25741.0,0.0,0.0,1799.0,3,0.0,6900.0,3,"Wilson Hall,Wilson Hall,Hood Museum of Art,Wilson Hall,Wilson Hall,Wilson Hall,Hopkins Center for the Arts,Sudikoff Hall,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Class of 1953 Commons,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Hanover Park,Hanover Park,0,Hanover Park,0,0,Dartmouth College,Dartmouth College,Dartmouth College,Berry Sports Center,Hopkins Center for the Arts",
10:04:2013,61201.0,0.0,1200.0,22799.0,0.0,0.0,0.0,2,0.0,10500.0,3,"Dartmouth College,Wilder Hall,Wilder Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Anonymous Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts",
10:05:2013,70799.0,0.0,601.0,16200.0,0.0,0.0,0.0,4,0.0,3000.0,3,"Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Sudikoff Hall,Sudikoff Hall,Rockefeller Center,Dartmouth College,Dartmouth College",
11:04:2013,67200.0,0.0,3600.0,15600.0,0.0,0.0,0.0,3,0.0,6900.0,3,"Wilson Hall,Wilson Hall,Wilson Hall,Wheeler Hall,Sudikoff Hall,Sudikoff Hall,Alumni Gymnasium,0,Alumni Gymnasium,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse",
11:05:2013,70099.0,4200.0,5400.0,5400.0,1199.0,0.0,0.0,5,0.0,0.0,3,"Dartmouth College,Dartmouth College,Wheeler Hall,Wheeler Hall,0,0,Byrne II Hall,Byrne II Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Sigma Phi Epsilon,0,0,Dartmouth College,Dartmouth College,Wilson Hall,Hopkins Center for the Arts,Black Family Visual Arts Center,Hood Museum of Art,Hood Museum of Art,Dartmouth College,Class of 1953 Commons",
12:04:2013,68400.0,0.0,2400.0,15600.0,0.0,0.0,0.0,4,0.0,3000.0,3,"Dartmouth College,Dartmouth College,Wilder Hall,Sudikoff Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College",1.0
12:05:2013,57600.0,0.0,4802.0,14997.0,9000.0,4801.0,0.0,-1,0.0,0.0,3,"Dartmouth College,0,Berry Sports Center Parking Lot,Berry Sports Center,Berry Sports Center,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Epsilon Kappa Theta,Maynard Parking Lot,Byrne II Hall,Maynard Parking Lot,Maynard Parking Lot,Maynard Parking Lot,Maynard Parking Lot,Maynard Parking Lot,Chinese Language House,Dartmouth College,Blunt Alumni Center Parking Lot,Class of 1953 Commons",
13:04:2013,0.0,4800.0,3573.0,15602.0,0.0,0.0,63627.0,5,0.0,0.0,3,"Wilson Hall,Wilson Hall,Wilson Hall,Hood Museum of Art,Best Buy,Best Buy,BJ's Wholesale Club,Interchange Drive,Interchange Drive,BJ's Wholesale Club,Class of 1953 Commons",
13:05:2013,55199.0,0.0,2400.0,22801.0,0.0,0.0,0.0,0,0.0,3900.0,3,"Sudikoff Hall,Sudikoff Hall,La Casa,Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Hood Museum of Art,Hood Museum of Art",
14:04:2013,69670.0,1198.0,9530.0,10800.0,0.0,0.0,0.0,-1,0.0,0.0,3,"Summer Court Dental,Alexis Boss Tennis Center,Alexis Boss Tennis Center,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Class of 1953 Commons",1.0
14:05:2013,13199.0,0.0,7800.0,7201.0,58200.0,0.0,0.0,1,0.0,6600.0,3,"Dartmouth College,Dartmouth College,Berry Library,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Rockefeller Center,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Epsilon Kappa Theta,Wheeler Hall,Berry Sports Center",
15:04:2013,67197.0,1200.0,0.0,20403.0,0.0,0.0,0.0,0,0.0,3900.0,3,"X-Delta,Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Sudikoff Hall",1.5
15:05:2013,70198.0,0.0,2400.0,13802.0,0.0,0.0,0.0,2,0.0,10500.0,3,"Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Baker Memorial Library,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Thornton Hall,Dartmouth College,Dartmouth College,Hood Museum of Art",
16:04:2013,67203.0,2400.0,7198.0,0.0,1199.0,0.0,0.0,1,1.0,6600.0,3,"Dartmouth College,Dartmouth College,Sphinx Secret Society,0,Alumni Gymnasium,0,Dartmouth College,Dartmouth College,Alumni Gymnasium,Dartmouth College,Dartmouth College",2.0
16:05:2013,64316.0,0.0,16801.0,7800.0,0.0,0.0,0.0,3,0.0,6900.0,3,"Wilson Hall,Wilson Hall,Wilson Hall,Wilson Hall,Wilson Hall,Wilson Hall,Wilson Hall,Wilson Hall,Wilson Hall,Wilson Hall,Hood Museum of Art,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Harpoon Brewery,Harpoon Brewery,Harpoon Brewery,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Sports Center",
17:04:2013,67238.0,4800.0,1200.0,11962.0,0.0,1200.0,0.0,2,0.0,10500.0,3,"Dartmouth College,Wheeler Hall,Sudikoff Hall,Dartmouth College,0,0,0,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts",4.0
17:05:2013,65400.0,0.0,0.0,16800.0,604.0,1195.0,0.0,4,0.0,3000.0,3,"Dartmouth College,Dartmouth College,Wilder Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Epsilon Kappa Theta,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0",
18:04:2013,60002.0,2400.0,8398.0,16800.0,0.0,0.0,0.0,3,0.0,6900.0,3,"Wilson Hall,Wilson Hall,Wilson Hall,Sudikoff Hall,0,0,Alumni Gymnasium,Dartmouth College,Dartmouth College,Alumni Gymnasium,Hopkins Center for the Arts,Dartmouth College",4.0
18:05:2013,82202.0,0.0,0.0,1200.0,0.0,3000.0,0.0,5,0.0,0.0,3,"Dartmouth College,Dartmouth College,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons",
19:04:2013,61200.0,0.0,0.0,24000.0,0.0,0.0,0.0,4,0.0,3000.0,3,"Dartmouth College,Wheeler Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College",
19:05:2013,80998.0,0.0,0.0,0.0,7202.0,12000.0,0.0,-1,0.0,0.0,3,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Epsilon Kappa Theta,Dartmouth College,Sigma Nu Delta Beta,0,Dartmouth College,Dartmouth College,Dartmouth College",
20:04:2013,71931.0,0.0,0.0,19193.0,0.0,0.0,0.0,5,0.0,0.0,3,"Wilson Hall,Dartmouth College,Hitchcock Hall,Dartmouth College,Class of 1953 Commons",4.0
20:05:2013,47403.0,1197.0,1800.0,21600.0,600.0,0.0,0.0,0,0.0,3900.0,3,"Sigma Phi Epsilon,Sudikoff Hall,Hood Museum of Art,Hopkins Center for the Arts,0,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,0",
21:04:2013,74476.0,0.0,1200.0,3600.0,2400.0,0.0,0.0,-1,0.0,0.0,3,"Dartmouth College,Dartmouth College,Dartmouth College,0,Epsilon Kappa Theta,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Hopkins Center for the Arts",
21:05:2013,18000.0,0.0,7199.0,11401.0,50400.0,0.0,0.0,1,0.0,6600.0,3,"Wilson Hall,Wilson Hall,Wilson Hall,New Hampshire Hall,Wilson Hall,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Epsilon Kappa Theta,Sudikoff Hall,Sudikoff Hall,La Casa,Dartmouth College,Dartmouth College,Dartmouth College,Epsilon Kappa Theta,Berry Sports Center,Dartmouth College",
22:04:2013,69554.0,1200.0,0.0,22846.0,1200.0,0.0,0.0,0,0.0,3900.0,3,"Dartmouth College,0,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Sudikoff Hall,Dartmouth College,Bones Gate,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall",
22:05:2013,58800.0,0.0,600.0,28800.0,600.0,0.0,0.0,2,0.0,10500.0,3,"Dartmouth College,Dartmouth College,Epsilon Kappa Theta,Dartmouth College,Wilder Hall,Sudikoff Hall,Wheeler Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Hood Museum of Art,Dartmouth College",
23:04:2013,46774.0,0.0,8427.0,22799.0,0.0,0.0,0.0,1,0.0,6600.0,3,"Dartmouth College,Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,Class of 1953 Commons,Sudikoff Hall,Dartmouth College,Alumni Gymnasium,Hopkins Center for the Arts",1.0
23:05:2013,56402.0,598.0,6602.0,19798.0,0.0,0.0,0.0,3,0.0,6900.0,3,"Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Sudikoff Hall,Dartmouth College,Wentworth Hall,Berry Sports Center,0",
24:04:2013,6000.0,0.0,1200.0,79187.0,0.0,0.0,0.0,2,0.0,10500.0,3,"Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Wilder Hall,Sudikoff Hall,Sudikoff Hall,Robinson Hall,Dartmouth College,Robinson Hall,Reed Hall,Dartmouth College,Dartmouth College",
24:05:2013,39598.0,0.0,4202.0,26400.0,18000.0,0.0,0.0,4,0.0,3000.0,3,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Wilder Hall,Sudikoff Hall,Hood Museum of Art,Dartmouth College,Epsilon Kappa Theta,Dartmouth College,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Berry Hall,Life Sciences Greenhouse",
25:04:2013,52837.0,0.0,1648.0,39115.0,0.0,0.0,0.0,3,0.0,6900.0,3,"Wilson Hall,Wilson Hall,Wilson Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College,Wilson Hall,Hopkins Center for the Arts,Sudikoff Hall,Life Sciences Greenhouse",1.0
25:05:2013,79800.0,0.0,0.0,4801.0,0.0,0.0,0.0,5,0.0,0.0,3,"Life Sciences Greenhouse,Steele Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons",
26:04:2013,68371.0,0.0,0.0,12116.0,0.0,1200.0,0.0,4,0.0,3000.0,3,"Wilder Hall,Wilder Hall,Sudikoff Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,Life Sciences Greenhouse,Life Sciences Greenhouse,Sudikoff Hall,Dartmouth College",
26:05:2013,74395.0,0.0,4202.0,25802.0,0.0,0.0,0.0,-1,0.0,0.0,3,"Dartmouth College,Sudikoff Hall,La Casa,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Jesse's Steaks, Seafood & Tavern,Dartmouth College,Dartmouth College,Sudikoff Hall",
27:03:2013,18000.0,0.0,0.0,3599.0,0.0,0.0,0.0,2,1.0,10500.0,3,"Sudikoff Hall,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Dartmouth College",
27:04:2013,62448.0,0.0,0.0,22752.0,0.0,1200.0,0.0,5,0.0,0.0,3,"Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,0,Sudikoff Hall,Dartmouth College,Class of 1953 Commons",
27:05:2013,61198.0,0.0,0.0,10800.0,602.0,0.0,0.0,0,0.0,3900.0,3,"Epsilon Kappa Theta,Dartmouth College,Dartmouth College,La Casa,Sudikoff Hall",
28:03:2013,16802.0,1200.0,7495.0,16798.0,42000.0,905.0,0.0,3,0.0,6900.0,3,"Sudikoff Hall,Sigma Phi Epsilon,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Zahm Courtyard,Hopkins Center for the Arts,0,Epsilon Kappa Theta,Sigma Phi Epsilon,Epsilon Kappa Theta,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Burke Laboratory,Class of 1978 Life Sciences Center",4.0
28:04:2013,73202.0,6000.0,0.0,2400.0,2400.0,0.0,0.0,-1,0.0,0.0,3,"Dartmouth College,Dartmouth College,Dartmouth College,0,Epsilon Kappa Theta,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College",
28:05:2013,41399.0,0.0,600.0,41637.0,0.0,0.0,0.0,1,0.0,6600.0,3,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Class of 1953 Commons,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Dartmouth College",
29:03:2013,63599.0,0.0,4801.0,9600.0,0.0,0.0,0.0,4,0.0,3000.0,3,"Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Anonymous Hall,Dartmouth College,Dartmouth College,Hopkins Center for the Arts",1.0
29:04:2013,66000.0,0.0,2400.0,15603.0,0.0,2397.0,0.0,0,0.0,3900.0,3,"Dartmouth College,Sudikoff Hall,South Block Parking Garage,South Block Parking Garage,Dartmouth College,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Robinson Hall,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts",2.0
29:05:2013,54022.0,597.0,0.0,55021.0,0.0,0.0,0.0,2,0.0,10500.0,3,"Dartmouth College,Big Green Real Estate,Dartmouth College,Dartmouth College,Wilder Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",
30:03:2013,9600.0,6000.0,0.0,10800.0,60000.0,0.0,0.0,5,0.0,0.0,3,"Wilson Hall,Wilson Hall,Dartmouth College,Dartmouth College,0,Dartmouth College,Dartmouth College,Epsilon Kappa Theta,Dartmouth College,Dartmouth College",4.0
30:04:2013,49392.0,0.0,3600.0,30000.0,2400.0,0.0,0.0,1,0.0,6600.0,3,"Wilson Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Epsilon Kappa Theta,Dartmouth College,Sudikoff Hall,Dartmouth College,Dartmouth College",2.0
30:05:2013,8401.0,4201.0,2395.0,0.0,46440.0,1199.0,0.0,3,1.0,6900.0,3,"Sigma Phi Epsilon,Dartmouth College,0,0,0,0,Dartmouth College,Zeta Psi,Epsilon Kappa Theta,Dartmouth College,Dartmouth College,Dartmouth College,Hood Museum of Art,0,0,Summer Court Dental,Lot 7",
31:03:2013,9598.0,0.0,4801.0,7201.0,64800.0,0.0,0.0,-1,0.0,0.0,3,"Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Epsilon Kappa Theta,0,0",4.0
31:05:2013,26237.0,1199.0,0.0,6001.0,53394.0,0.0,0.0,4,0.0,3000.0,3,"Sudikoff Hall,Dartmouth College,Dartmouth College,First Church of Christ, Scientist,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Sigma Phi Epsilon,Epsilon Kappa Theta,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Epsilon Kappa Theta,Sigma Phi Epsilon",
