date,home_time,recreational_activities,travel_time,school_time,working,orthers,date_in_week,volunteer,location_names
20:04:2013,77872.0,1200.0,0.0,4859.0,0.0,0.0,5,50,"Haldeman Center,Haldeman Center,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Little Hall,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Little Hall,Little Hall,Dartmouth College"
20:05:2013,46201.0,25200.0,0.0,11999.0,0.0,0.0,0,50,"Little Hall,Berry Library,Berry Library,Dartmouth College,Little Hall,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College,Little Hall,Baker Memorial Library,Baker Memorial Library,Little Hall,Dartmouth College,Reed Hall,Reed Hall,Berry Library,Berry Library,Baker Memorial Library,Baker Memorial Library,0,0,Baker Memorial Library,Baker Memorial Library,Dartmouth College"
21:04:2013,81133.0,1199.0,27602.0,0.0,0.0,0.0,-1,50,"Dartmouth College,Little Hall,Berry Library,Dartmouth College,Little Hall,0,State Route 10"
21:05:2013,57000.0,24000.0,0.0,3000.0,0.0,0.0,1,50,"Dartmouth College,Little Hall,Little Hall,Reed Hall,Reed Hall,Dartmouth College,Berry Library,Berry Library,Berry Library,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Berry Library,Berry Library"
22:04:2013,53979.0,3598.0,2056.0,3600.0,0.0,0.0,0,50,"Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Reed Hall,Reed Hall,Life Sciences Greenhouse,0,Berry Library,Berry Library,Dartmouth College"
22:05:2013,23403.0,57600.0,0.0,4197.0,0.0,0.0,2,50,"Berry Library,Baker Memorial Library,Baker Memorial Library,Little Hall,Little Hall,Dartmouth College,Dartmouth College,Maxwell Hall,Dartmouth College,Berry Library,Baker Memorial Library,Baker Memorial Library,Berry Library,Berry Library,Reed Hall,Reed Hall,Reed Hall,Berry Library,Berry Library,Dartmouth College,Kemeny Hall,Baker Memorial Library,Baker Memorial Library,Berry Library,Berry Library,Berry Library"
23:04:2013,61284.0,31755.0,1201.0,10129.0,0.0,0.0,1,50,"Haldeman Center,Dartmouth College,Dartmouth College,South Fairbanks,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Zahm Courtyard,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Reed Hall,Reed Hall,Dartmouth College,Collis Student Center,Collis Student Center,Berry Library"
23:05:2013,67202.0,4200.0,35662.0,1799.0,0.0,4199.0,3,50,"Berry Library,Berry Library,Dartmouth College,Dartmouth College,Little Hall,Little Hall,Collis Student Center,Collis Student Center,Dartmouth College,Little Hall,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Brown/Little Lounge,Dartmouth College,0,0,0"
24:04:2013,316318.0,16086.0,0.0,2400.0,0.0,0.0,2,50,"Dartmouth College,Dartmouth College,0,Haldeman Center,Haldeman Center,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Dartmouth College"
24:05:2013,31200.0,32669.0,0.0,3190.0,0.0,0.0,4,50,"Dartmouth College,Dartmouth College,Reed Hall,Reed Hall,Berry Library,Berry Library,Baker Memorial Library"
25:05:2013,59998.0,20402.0,0.0,0.0,0.0,0.0,5,50,"Baker Memorial Library,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Baker Memorial Library,Baker Memorial Library,Berry Library,Little Hall,Dartmouth College,Little Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Little Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Little Hall,Hanover Inn Dartmouth,Little Hall,Hanover Inn Dartmouth,Hanover Inn Dartmouth,Little Hall,Hanover Inn Dartmouth,Little Hall,Hanover Inn Dartmouth,Dartmouth College"
26:05:2013,78000.0,0.0,0.0,13200.0,0.0,0.0,-1,50,"Brown/Little Lounge,Maxwell Hall,Dartmouth College,Little Hall,Little Hall,Dartmouth College,Little Hall,Maxwell Hall,Little Hall,Maxwell Hall,Little Hall,Maxwell Hall,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Maxwell Hall,Little Hall,Maxwell Hall,Dartmouth College,Maxwell Hall,Little Hall,Maxwell Hall,Little Hall,Maxwell Hall,Dartmouth College,Maxwell Hall,Little Hall,Dartmouth College,Little Hall,Maxwell Hall,Little Hall,Maxwell Hall,Little Hall,Maxwell Hall,Little Hall,Maxwell Hall,Little Hall,Maxwell Hall,Maxwell Hall,Little Hall,Little Hall,The Arthur L. Irving Institute for Energy & Society"
27:05:2013,59257.0,14138.0,0.0,7800.0,0.0,0.0,0,50,"The Arthur L. Irving Institute for Energy & Society,Dartmouth College,Little Hall,Little Hall,Berry Library,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library"
28:03:2013,151815.0,0.0,0.0,0.0,0.0,0.0,3,50,"Dartmouth College,Dartmouth College"
28:04:2013,204086.0,0.0,0.0,0.0,0.0,0.0,-1,50,"Dartmouth College,Dartmouth College,Little Hall,Little Hall"
28:05:2013,67640.0,14074.0,359.0,4688.0,0.0,0.0,1,50,"Berry Library,Berry Library,Little Hall,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Little Hall,Baker Memorial Library,Little Hall,Baker Memorial Library,Little Hall,Baker Memorial Library,Little Hall,Dartmouth College,Little Hall,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Little Hall,Little Hall,Dartmouth College,Little Hall,Dartmouth College,McNutt Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Little Hall,Little Hall,Berry Library,Little Hall,Berry Library,Little Hall,Berry Library,Reed Hall,Berry Library,Reed Hall,Berry Library,Reed Hall,0,Reed Hall,Reed Hall,Collis Student Center,Collis Student Center,Baker Memorial Library,Baker Memorial Library,Berry Library"
29:03:2013,4800.0,10061.0,0.0,8400.0,0.0,0.0,4,50,"Little Hall,Little Hall,Dartmouth College,Reed Hall,Reed Hall,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Berry Library,Berry Library,Berry Library"
29:05:2013,30021.0,50441.0,104.0,4964.0,0.0,3000.0,2,50,"Berry Library,0,0,Dartmouth College,Baker Memorial Library,Haldeman Center,Baker Memorial Library,Haldeman Center,Baker Memorial Library,Haldeman Center,Baker Memorial Library,Baker Memorial Library,Dartmouth College,Baker Memorial Library,Dartmouth College,Baker Memorial Library,Dartmouth College,Berry Library,Dartmouth College,Baker Memorial Library,Dartmouth College,Baker Memorial Library,Dartmouth College,Berry Library,Dartmouth College,Baker Memorial Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Berry Library,Dartmouth College,Baker Memorial Library,Berry Library,Baker Memorial Library,Berry Library,Baker Memorial Library,Berry Library,Berry Library,Baker Memorial Library,Berry Library,Baker Memorial Library,Baker Memorial Library,Dartmouth College,Baker Memorial Library,0,Baker Memorial Library,0,Baker Memorial Library,0,Baker Memorial Library,0,Baker Memorial Library,0,Baker Memorial Library,0,Baker Memorial Library,Dartmouth College,Baker Memorial Library,0,Baker Memorial Library,0,Baker Memorial Library,0,Baker Memorial Library,0,Baker Memorial Library,Berry Library,Baker Memorial Library,Berry Library,Baker Memorial Library,Berry Library,Baker Memorial Library,Berry Library,Baker Memorial Library,Baker Memorial Library,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Reed Hall,Reed Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Berry Library,Berry Library,Baker Memorial Library,Berry Library,Baker Memorial Library,Berry Library,Berry Library,Baker Memorial Library,Berry Library,Berry Library,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Life Sciences Greenhouse,Dartmouth College,Life Sciences Greenhouse,0,Life Sciences Greenhouse,0,Reed Hall,0,0,Reed Hall,Reed Hall,Dartmouth College,0,Dana Circle Parking Lot,Haldeman Center,Life Sciences Greenhouse,Kemeny Hall,Kemeny Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Baker Memorial Library,Little Hall,Life Sciences Greenhouse,Little Hall,Life Sciences Greenhouse,Little Hall,Life Sciences Greenhouse,Little Hall"
30:03:2013,68174.0,0.0,0.0,12000.0,0.0,6000.0,5,50,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Collis Student Center,Collis Student Center,0,0,Little Hall"
30:04:2013,499524.0,0.0,0.0,0.0,0.0,0.0,1,50,Dartmouth College
30:05:2013,69493.0,16113.0,0.0,317.0,0.0,0.0,3,50,"Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Little Hall,Baker Memorial Library,Little Hall,Berry Library,Little Hall,Baker Memorial Library,Little Hall,Baker Memorial Library,Little Hall,Baker Memorial Library,Little Hall,Baker Memorial Library,Little Hall,Baker Memorial Library,Little Hall,Berry Library,Little Hall,Little Hall,Dartmouth College,Little Hall,Baker Memorial Library,Little Hall,Baker Memorial Library,Little Hall,Baker Memorial Library,Berry Library,Little Hall,Berry Library,Little Hall,Baker Memorial Library,Little Hall,Baker Memorial Library,Little Hall,Berry Library,Little Hall,Baker Memorial Library,Little Hall,Baker Memorial Library,Little Hall,Berry Library,Little Hall,Baker Memorial Library,Little Hall,Berry Library,Little Hall,Baker Memorial Library,Little Hall,Baker Memorial Library,Baker Memorial Library,Dartmouth College,Baker Memorial Library,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Robinson Hall,Baker Memorial Library"
31:03:2013,285012.0,0.0,0.0,0.0,0.0,0.0,-1,50,"Little Hall,Dartmouth College,Dartmouth College,Dartmouth College,Little Hall,Little Hall"
31:05:2013,46017.0,23575.0,474.0,6000.0,7197.0,0.0,4,50,"Baker Memorial Library,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Little Hall,Baker Memorial Library,Dartmouth College,Baker Memorial Library,Seven Allen,Seven Allen,Little Hall,Dartmouth College,Dartmouth College,Baker Memorial Library,Hopkins Center for the Arts,Baker Memorial Library,Zahm Courtyard,Berry Library,Berry Library,Little Hall,Baker Memorial Library,Little Hall,Baker Memorial Library,Baker Memorial Library,Little Hall,Baker Memorial Library,Little Hall,Baker Memorial Library,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Little Hall,Little Hall,Dartmouth College,Dartmouth College,Little Hall,Little Hall,Berry Library,Haldeman Center,Haldeman Center,Kemeny Hall,Kemeny Hall,Haldeman Center,Kemeny Hall,Baker Memorial Library"
