date,home_time,orthers,recreational_activities,school_time,working,travel_time,shopping,date_in_week,volunteer,location_names
07:04:2013,62398.0,0.0,0.0,26402.0,0.0,0.0,0.0,-1,3,"Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons"
07:05:2013,73200.0,601.0,12000.0,600.0,0.0,0.0,0.0,1,3,"New Hampshire Hall,Wilson Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,0,Berry Sports Center,Alumni Gymnasium,Hopkins Center for the Arts"
08:04:2013,62400.0,0.0,1200.0,20400.0,0.0,0.0,0.0,0,3,"Class of 1953 Commons,Class of 1953 Commons,Collis Student Center,Collis Student Center,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College"
08:05:2013,58783.0,1797.0,13201.0,12646.0,0.0,0.0,0.0,2,3,"Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Wilder Hall,Wilder Hall,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,0,Nugget Arcade,Nugget Arcade,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Robinson Hall,Hanover Inn Dartmouth,Hanover Inn Dartmouth"
09:04:2013,66000.0,9600.0,9600.0,2400.0,0.0,0.0,0.0,1,3,"0,Wilson Hall,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,0,0,Reed Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Alumni Gymnasium,Alumni Gymnasium,Berry Sports Center,Alumni Gymnasium,New Hampshire Hall,Dartmouth College"
09:05:2013,47694.0,1800.0,8400.0,26401.0,0.0,600.0,1199.0,3,3,"Wilson Hall,Wilson Hall,Hood Museum of Art,Wilson Hall,Wilson Hall,Wilson Hall,Wilson Hall,Hopkins Center for the Arts,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Class of 1953 Commons,Class of 1953 Commons,Class of 1953 Commons,Collis Student Center,Hanover Park,Hanover Post Office Northbound,0,Hanover Park,0,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Alumni Gymnasium,Alumni Gymnasium,Hopkins Center for the Arts"
10:04:2013,55201.0,0.0,1200.0,28799.0,0.0,0.0,0.0,2,3,"Dartmouth College,Wilder Hall,Fairchild Physical Sciences Center,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Class of 1953 Commons,Sarner Underground,Parkhurst Hall,Dartmouth College,Dartmouth College,Anonymous Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Collis Student Center,Collis Student Center,Hopkins Center for the Arts"
10:05:2013,70799.0,0.0,601.0,16200.0,0.0,0.0,0.0,4,3,"Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Sudikoff Hall,Sudikoff Hall,Rockefeller Center,Dartmouth College,Dartmouth College"
11:04:2013,66000.0,1200.0,3600.0,14400.0,1200.0,0.0,0.0,3,3,"Wilson Hall,0,Wilson Hall,Wilson Hall,Sigma Alpha Epsilon Fraternity,Sudikoff Hall,Sudikoff Hall,Alumni Gymnasium,0,Alumni Gymnasium,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse"
11:05:2013,69498.0,4200.0,7200.0,5400.0,0.0,0.0,0.0,5,3,"Dartmouth College,Dartmouth College,Dartmouth College,0,0,0,0,Byrne II Hall,Byrne II Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,0,0,Dartmouth College,Dartmouth College,Dartmouth College,Wilson Hall,Hopkins Center for the Arts,Black Family Visual Arts Center,Hood Museum of Art,Hood Museum of Art,Dartmouth College,Dartmouth College,Class of 1953 Commons"
12:04:2013,67200.0,0.0,2400.0,16800.0,0.0,0.0,0.0,4,3,"Dartmouth College,Dartmouth College,Wilder Hall,Wilder Hall,Sudikoff Hall,Sudikoff Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Collis Student Center"
12:05:2013,67200.0,0.0,4802.0,14397.0,0.0,4201.0,0.0,-1,3,"Dartmouth College,0,Berry Sports Center Parking Lot,Berry Sports Center,Berry Sports Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Maynard Parking Lot,Byrne II Hall,Maynard Parking Lot,Maynard Parking Lot,Maynard Parking Lot,Maynard Parking Lot,Maynard Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons"
13:04:2013,3600.0,9600.0,3573.0,7200.0,0.0,0.0,62427.0,5,3,"0,Wilson Hall,New Hampshire Hall,Wilson Hall,0,Best Buy,Best Buy,BJ's Wholesale Club,Interchange Drive,Interchange Drive,BJ's Wholesale Club,Dartmouth College,Class of 1953 Commons"
13:05:2013,55800.0,0.0,2400.0,22800.0,0.0,0.0,0.0,0,3,"Class of 1953 Commons,Sudikoff Hall,Sudikoff Hall,La Casa,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Collis Student Center,Collis Student Center,Hood Museum of Art,Hood Museum of Art"
14:04:2013,63600.0,1198.0,9530.0,16872.0,0.0,0.0,0.0,-1,3,"Class of 1953 Commons,Summer Court Dental,Alexis Boss Tennis Center,Alexis Boss Tennis Center,Collis Student Center,Collis Student Center,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Class of 1953 Commons"
14:05:2013,68995.0,0.0,7804.0,9601.0,0.0,0.0,0.0,1,3,"Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Collis Student Center,Collis Student Center,Rockefeller Center,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,0,Berry Sports Center,Topliff Hall"
15:04:2013,62397.0,0.0,0.0,26403.0,0.0,0.0,0.0,0,3,"Class of 1953 Commons,Kemeny Hall,Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,Sarner Underground,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Collis Student Center,Collis Student Center,Sudikoff Hall"
15:05:2013,62998.0,0.0,2400.0,21002.0,0.0,0.0,0.0,2,3,"Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Wilder Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Baker Memorial Library,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Thornton Hall,Dartmouth College,Collis Student Center,Collis Student Center,Hopkins Center for the Arts"
16:04:2013,66003.0,2400.0,7198.0,2400.0,1199.0,0.0,0.0,1,3,"Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Sphinx Secret Society,0,Alumni Gymnasium,0,Robinson Hall,Dartmouth College,Dartmouth College,Alumni Gymnasium,Alumni Gymnasium,Dartmouth College,Dartmouth College"
16:05:2013,67916.0,0.0,17400.0,3000.0,0.0,0.0,0.0,3,3,"Hood Museum of Art,New Hampshire Hall,Wilson Hall,Wilson Hall,Hood Museum of Art,New Hampshire Hall,New Hampshire Hall,Wilson Hall,Wilson Hall,New Hampshire Hall,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Harpoon Brewery,Harpoon Brewery,Harpoon Brewery,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Sports Center"
17:04:2013,49200.0,4800.0,2400.0,30000.0,0.0,0.0,0.0,2,3,"Dartmouth College,Fairchild Physical Sciences Center,Wilder Hall,Sudikoff Hall,Sudikoff Hall,Collis Student Center,Hanover Inn Dartmouth,0,0,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Collis Student Center,Collis Student Center,Hopkins Center for the Arts"
17:05:2013,67203.0,0.0,0.0,16202.0,0.0,1195.0,0.0,4,3,"Class of 1953 Commons,Dartmouth College,Dartmouth College,Wilder Hall,Wilder Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,Dartmouth College,0"
18:04:2013,60002.0,2400.0,8398.0,16800.0,0.0,0.0,0.0,3,3,"Wilson Hall,Wilson Hall,Wilson Hall,Wilson Hall,Sudikoff Hall,Sudikoff Hall,0,0,Alumni Gymnasium,Dartmouth College,Dartmouth College,Dartmouth College,Alumni Gymnasium,Alumni Gymnasium,Hopkins Center for the Arts,Dartmouth College"
18:05:2013,82202.0,0.0,3000.0,1200.0,0.0,0.0,0.0,5,3,"Dartmouth College,Dartmouth College,Dartmouth College,Hanover Inn Dartmouth,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons"
19:04:2013,48000.0,0.0,0.0,37200.0,0.0,0.0,0.0,4,3,"Dartmouth College,Fairchild Physical Sciences Center,Wilder Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Collis Student Center,Collis Student Center"
19:05:2013,99600.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,3,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
20:04:2013,71931.0,0.0,0.0,18069.0,0.0,0.0,0.0,5,3,"Wilson Hall,Wilson Hall,Dartmouth College,Hitchcock Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons"
20:05:2013,48000.0,1197.0,1800.0,22203.0,0.0,0.0,0.0,0,3,"Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,0,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Collis Student Center,0"
21:04:2013,73200.0,0.0,1200.0,8400.0,0.0,0.0,0.0,-1,3,"Class of 1953 Commons,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,0,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Hopkins Center for the Arts"
21:05:2013,69000.0,0.0,6600.0,11400.0,0.0,0.0,0.0,1,3,"Wilson Hall,Wilson Hall,New Hampshire Hall,New Hampshire Hall,Wilson Hall,Bartlett Hall,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,La Casa,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Sports Center,Bartlett Hall,Collis Student Center"
22:04:2013,58856.0,0.0,1200.0,33544.0,0.0,0.0,0.0,0,3,"Dartmouth College,Collis Student Center,0,Collis Student Center,Collis Student Center,Sarner Underground,Sarner Underground,Dartmouth College,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Collis Student Center,Collis Student Center,Sudikoff Hall"
22:05:2013,51600.0,0.0,7200.0,29400.0,0.0,0.0,0.0,2,3,"Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Wilder Hall,Wilder Hall,Sudikoff Hall,Sudikoff Hall,0,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Hood Museum of Art,Hanover Inn Dartmouth"
23:04:2013,47899.0,0.0,8427.0,22874.0,0.0,0.0,0.0,1,3,"Sudikoff Hall,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Sarner Underground,Class of 1953 Commons,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Alumni Gymnasium,Alumni Gymnasium,Hopkins Center for the Arts"
23:05:2013,57002.0,598.0,7202.0,19198.0,0.0,0.0,0.0,3,3,"Hanover Inn Dartmouth,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Wentworth Hall,Berry Sports Center,Berry Sports Center,0"
24:04:2013,7200.0,0.0,1200.0,76787.0,0.0,1200.0,0.0,2,3,"Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Wilder Hall,Wilder Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Collis Student Center,Robinson Hall,Reed Hall Northbound,Dartmouth College,Dartmouth College"
24:05:2013,54597.0,0.0,4202.0,29401.0,0.0,0.0,0.0,4,3,"Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Wilder Hall,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Collis Student Center,Hopkins Center for the Arts,Hopkins Center for the Arts,Berry Hall,Life Sciences Greenhouse"
25:04:2013,46837.0,0.0,1648.0,39115.0,0.0,0.0,0.0,3,3,"Wilson Hall,Wilson Hall,Wilson Hall,Wilson Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Wilson Hall,Wilson Hall,Hopkins Center for the Arts,Sudikoff Hall,Life Sciences Greenhouse"
25:05:2013,78000.0,1800.0,0.0,4801.0,0.0,0.0,0.0,5,3,"Life Sciences Greenhouse,Steele Hall,Dartmouth College,Dartmouth College,White River Junction Historic District,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons"
26:04:2013,73171.0,0.0,0.0,9716.0,0.0,3600.0,0.0,4,3,"Life Sciences Greenhouse,0,0,Sudikoff Hall,Sudikoff Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,Life Sciences Greenhouse,Life Sciences Greenhouse,Sudikoff Hall,Dartmouth College"
26:05:2013,69595.0,0.0,4202.0,30002.0,0.0,0.0,0.0,-1,3,"Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,La Casa,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Jesse's Steaks, Seafood & Tavern,Dartmouth College,Dartmouth College,Sudikoff Hall"
27:03:2013,18001.0,0.0,0.0,3599.0,0.0,0.0,0.0,2,3,"Dartmouth College,Sudikoff Hall,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Dartmouth College"
27:04:2013,62399.0,0.0,0.0,22801.0,0.0,1200.0,0.0,5,3,"Dartmouth College,Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,McNutt Hall,Dartmouth College,Dartmouth College,0,Sudikoff Hall,Kemeny Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons"
27:05:2013,61800.0,0.0,0.0,10200.0,0.0,0.0,0.0,0,3,"Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,La Casa,Sudikoff Hall"
28:03:2013,58802.0,1200.0,8400.0,10799.0,0.0,0.0,0.0,3,3,"Collis Student Center,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Burke Laboratory,Class of 1978 Life Sciences Center"
28:04:2013,75602.0,6000.0,0.0,3600.0,0.0,0.0,0.0,-1,3,"Sarner Underground,Dartmouth College,Dartmouth College,Dartmouth College,0,Dartmouth College,Dartmouth College,Class of 1953 Commons,Sarner Underground,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
28:05:2013,34199.0,0.0,600.0,50037.0,0.0,0.0,0.0,1,3,"Sudikoff Hall,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Robinson Hall,Class of 1953 Commons,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Collis Student Center"
29:03:2013,65998.0,0.0,4801.0,14400.0,0.0,0.0,0.0,4,3,"Life Sciences Greenhouse,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Anonymous Hall,Collis Student Center,Collis Student Center,Hopkins Center for the Arts"
29:04:2013,63600.0,0.0,2400.0,18003.0,0.0,2397.0,0.0,0,3,"Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,South Block Parking Garage,South Block Parking Garage,Collis Student Center,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Collis Student Center,Dartmouth College,Robinson Hall,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts"
29:05:2013,47419.0,597.0,0.0,61024.0,0.0,0.0,0.0,2,3,"Collis Student Center,Big Green Real Estate,Collis Student Center,Collis Student Center,Wilder Hall,Wilder Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Collis Student Center,Collis Student Center,Collis Student Center,Dartmouth College"
30:03:2013,68400.0,4800.0,1198.0,10802.0,0.0,0.0,1200.0,5,3,"Wilson Hall,Wilson Hall,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,0,Hanover Park,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
30:04:2013,51792.0,0.0,3600.0,30000.0,0.0,0.0,0.0,1,3,"Wilson Hall,Wilson Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College"
30:05:2013,54841.0,4201.0,2395.0,0.0,600.0,1199.0,0.0,3,3,"Dartmouth College,Dartmouth College,Dartmouth College,0,0,0,0,Dartmouth College,Zeta Psi,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hood Museum of Art,0,0,Summer Court Dental,Lot 7"
31:03:2013,70798.0,0.0,4801.0,7201.0,3600.0,0.0,0.0,-1,3,"Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,0,0"
31:05:2013,79631.0,1199.0,0.0,6001.0,0.0,0.0,0.0,4,3,"Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,First Church of Christ, Scientist,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
