date,home_time,recreational_activities,school_time,travel_time,orthers,working,date_in_week,volunteer,location_names
11:04:2013,76802.0,3599.0,2400.0,0.0,1199.0,1200.0,3,23,"Haldeman Center,Dartmouth College,Dartmouth College,North Massachusetts Hall,Dartmouth College,Berry Library,Berry Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Coldwell Banker,Sigma Delta,Dartmouth College,Dartmouth College,Lord Hall,Lord Hall,North Massachusetts Hall,North Massachusetts Hall,Dartmouth College"
11:05:2013,168126.0,1199.0,0.0,0.0,0.0,0.0,5,23,"North Massachusetts Hall,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Goldstein Hall,Goldstein Hall,Dartmouth College,Dartmouth College,Lord Hall,Lord Hall,North Massachusetts Hall"
12:04:2013,67201.0,8400.0,11999.0,0.0,0.0,0.0,4,23,"Dartmouth College,Dartmouth College,Collis Student Center,Collis Student Center,North Massachusetts Hall,North Massachusetts Hall,Alumni Gymnasium,Collis Student Center,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Lord Hall,Lord Hall,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Carpenter Hall,Carpenter Hall,Haldeman Center"
13:04:2013,72000.0,8400.0,2400.0,0.0,2400.0,0.0,5,23,"Haldeman Center,Dartmouth College,Dartmouth College,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Dartmouth College,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,0,Brace Commons,Brace Commons,Collis Student Center,Dartmouth College,Dartmouth College,North Massachusetts Hall,Dartmouth College,Dartmouth College"
13:05:2013,98402.0,3599.0,0.0,3600.0,0.0,0.0,0,23,"North Massachusetts Hall,Alumni Gymnasium,Alumni Gymnasium,North Massachusetts Hall,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,North Massachusetts Hall,Six South Street,South Block Parking Garage,South Block Parking Garage,North Massachusetts Hall"
14:04:2013,86400.0,0.0,0.0,0.0,0.0,0.0,-1,23,"Dartmouth College,North Massachusetts Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Dartmouth College,Dartmouth College,North Massachusetts Hall,Dartmouth College,Dartmouth College,Lord Hall,Lord Hall,North Massachusetts Hall"
14:05:2013,61201.0,0.0,0.0,0.0,0.0,0.0,1,23,"North Massachusetts Hall,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Lord Hall,Lord Hall,North Massachusetts Hall,North Massachusetts Hall,Dartmouth College,Dartmouth College"
15:04:2013,81598.0,2402.0,3600.0,0.0,0.0,0.0,0,23,"North Massachusetts Hall,Dartmouth College,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Alumni Gymnasium,Alumni Gymnasium,0,North Massachusetts Hall,North Massachusetts Hall,Collis Student Center,North Massachusetts Hall,North Massachusetts Hall,Haldeman Center"
15:05:2013,78400.0,2400.0,7200.0,0.0,0.0,0.0,2,23,"Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Alumni Gymnasium,Alumni Gymnasium,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Lord Hall,Lord Hall,North Massachusetts Hall,North Massachusetts Hall,Dartmouth College,Carpenter Hall,Carpenter Hall"
16:04:2013,84004.0,5996.0,1200.0,0.0,0.0,0.0,1,23,"Haldeman Center,North Massachusetts Hall,Dartmouth College,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Baker Memorial Library,North Massachusetts Hall"
16:05:2013,82800.0,0.0,3600.0,0.0,0.0,0.0,3,23,"Dartmouth College,North Massachusetts Hall,Dartmouth College,Dartmouth College,Sanborn House,Sanborn House,Dartmouth College,Sanborn House,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Dartmouth College"
17:04:2013,67201.0,6000.0,7199.0,0.0,0.0,0.0,2,23,"North Massachusetts Hall,Alumni Gymnasium,Alumni Gymnasium,North Massachusetts Hall,North Massachusetts Hall,Alumni Gymnasium,Dartmouth College,Collis Student Center,Collis Student Center,North Massachusetts Hall,North Massachusetts Hall,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,North Massachusetts Hall,North Massachusetts Hall,Carpenter Hall,Carpenter Hall,Dartmouth College"
17:05:2013,83341.0,7199.0,0.0,0.0,0.0,0.0,4,23,"Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Berry Library,Berry Library,North Massachusetts Hall,North Massachusetts Hall,Alumni Gymnasium,Alumni Gymnasium,North Massachusetts Hall,North Massachusetts Hall,Dartmouth College,Dartmouth College,Lord Hall,Lord Hall,North Massachusetts Hall"
18:04:2013,87600.0,0.0,0.0,0.0,0.0,0.0,3,23,"Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Life Sciences Greenhouse"
18:05:2013,80610.0,0.0,1199.0,8343.0,0.0,0.0,5,23,"North Massachusetts Hall,Lord Hall,Dartmouth College,North Massachusetts Hall,Lord Hall,Lord Hall,South Block Parking Garage,Lord Hall,Dartmouth College,Collis Student Center,Lord Hall,Lord Hall,North Massachusetts Hall"
19:04:2013,76048.0,8496.0,1200.0,0.0,0.0,0.0,4,23,"Dartmouth College,Dartmouth College,Collis Student Center,North Massachusetts Hall,North Massachusetts Hall,Alumni Gymnasium,Alumni Gymnasium,Alumni Gymnasium,Hopkins Center for the Arts,North Massachusetts Hall,North Massachusetts Hall,Alumni Gymnasium,Alumni Gymnasium,North Massachusetts Hall,Dartmouth College,Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,North Massachusetts Hall,Dartmouth College"
19:05:2013,93517.0,0.0,0.0,0.0,0.0,0.0,-1,23,"North Massachusetts Hall,Lord Hall,Lord Hall,North Massachusetts Hall,North Massachusetts Hall,Lord Hall,Lord Hall"
20:04:2013,100800.0,1200.0,1200.0,0.0,0.0,0.0,5,23,"Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,North Massachusetts Hall,Dartmouth College,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Carpenter Hall,North Massachusetts Hall,North Massachusetts Hall,Baker Memorial Library,Dartmouth College"
20:05:2013,90490.0,7201.0,4800.0,0.0,0.0,0.0,0,23,"North Massachusetts Hall,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Berry Library,Dartmouth College,Alumni Gymnasium,Alumni Gymnasium,North Massachusetts Hall,North Massachusetts Hall,Carpenter Hall,Carpenter Hall,North Massachusetts Hall"
21:04:2013,63600.0,3600.0,2400.0,0.0,0.0,0.0,-1,23,"North Massachusetts Hall,Collis Student Center,Collis Student Center,North Massachusetts Hall,North Massachusetts Hall,Berry Library,Berry Library,Baker Memorial Library,North Massachusetts Hall,North Massachusetts Hall,Dartmouth College,Dartmouth College"
21:05:2013,58327.0,0.0,0.0,0.0,0.0,0.0,1,23,"North Massachusetts Hall,Dartmouth College,North Massachusetts Hall"
22:04:2013,78000.0,2400.0,7165.0,0.0,0.0,0.0,0,23,"North Massachusetts Hall,Alumni Gymnasium,Alumni Gymnasium,North Massachusetts Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Carpenter Hall,Carpenter Hall,Haldeman Center"
22:05:2013,97444.0,2400.0,0.0,0.0,1243.0,0.0,2,23,"North Massachusetts Hall,Alumni Gymnasium,Alumni Gymnasium,North Massachusetts Hall,North Massachusetts Hall,0,North Massachusetts Hall,North Massachusetts Hall,Lord Hall,Lord Hall,North Massachusetts Hall"
23:04:2013,84042.0,0.0,1193.0,0.0,0.0,0.0,1,23,"Haldeman Center,Dartmouth College,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall"
23:05:2013,64800.0,1200.0,0.0,3600.0,0.0,0.0,3,23,"North Massachusetts Hall,Dartmouth College,Dartmouth College,Berry Library,North Massachusetts Hall,North Massachusetts Hall,Dartmouth College,Dartmouth College,0"
24:04:2013,94800.0,1200.0,3600.0,0.0,0.0,0.0,2,23,"Haldeman Center,Haldeman Center,North Massachusetts Hall,North Massachusetts Hall,Alumni Gymnasium,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Lord Hall,Lord Hall,North Massachusetts Hall,North Massachusetts Hall,Dartmouth College,Dartmouth College,North Massachusetts Hall"
24:05:2013,103200.0,2400.0,0.0,0.0,1200.0,0.0,4,23,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall,Alumni Gymnasium,Alumni Gymnasium,0,North Massachusetts Hall"
25:04:2013,69517.0,0.0,2399.0,0.0,1200.0,0.0,3,23,"North Massachusetts Hall,0,North Massachusetts Hall,North Massachusetts Hall,Dartmouth College,Collis Student Center"
25:05:2013,179976.0,0.0,0.0,0.0,0.0,0.0,5,23,"North Massachusetts Hall,Dartmouth College,Dartmouth College,North Massachusetts Hall,North Massachusetts Hall"
26:04:2013,270382.0,0.0,0.0,0.0,0.0,0.0,4,23,North Massachusetts Hall
27:03:2013,39600.0,0.0,8400.0,0.0,0.0,0.0,2,23,"Dartmouth College,North Massachusetts Hall,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Carpenter Hall,Carpenter Hall,Haldeman Center"
27:05:2013,36019.0,20349.0,0.0,0.0,0.0,0.0,0,23,"Berry Library,Berry Library,North Massachusetts Hall,North Massachusetts Hall,Dartmouth College,Dartmouth College"
28:03:2013,79201.0,1199.0,4801.0,0.0,0.0,0.0,3,23,"Haldeman Center,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,North Massachusetts Hall,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center"
28:05:2013,56242.0,30130.0,0.0,0.0,0.0,0.0,1,23,"North Massachusetts Hall,Dartmouth College,Dartmouth College,Berry Library,Dartmouth College,Dartmouth College,Dartmouth College,North Massachusetts Hall,Berry Library,Berry Library,North Massachusetts Hall,North Massachusetts Hall,North Massachusetts Hall,Dartmouth College"
29:03:2013,76801.0,1198.0,9600.0,0.0,0.0,0.0,4,23,"Dartmouth College,Dartmouth College,Lord Hall,Lord Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,North Massachusetts Hall,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Life Sciences Greenhouse,Life Sciences Greenhouse,Carpenter Hall,Carpenter Hall,Haldeman Center"
29:04:2013,0.0,425628.0,0.0,0.0,0.0,0.0,0,23,Red Rock Coffee
29:05:2013,151327.0,0.0,0.0,0.0,0.0,0.0,2,23,Dartmouth College
30:03:2013,79828.0,0.0,1200.0,0.0,4172.0,0.0,5,23,"Haldeman Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,North Massachusetts Hall,North Massachusetts Hall"
30:05:2013,33600.0,0.0,8400.0,0.0,0.0,0.0,3,23,"Haldeman Center,Kemeny Hall,Haldeman Center,Dartmouth College,Kemeny Hall,Kemeny Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Kemeny Hall,Kemeny Hall,North Massachusetts Hall"
31:03:2013,85200.0,1200.0,0.0,0.0,0.0,0.0,-1,23,"Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College"
31:05:2013,75247.0,0.0,1163.0,0.0,0.0,0.0,4,23,"North Massachusetts Hall,Dartmouth College,Dartmouth College,Collis Student Center,North Massachusetts Hall"
